Date,Home_Win,Home,Away,Home_Streak,Away_Streak,Home_Win_Percentage,Away_Win_Percentage
tuesday aug 13,W,TOR,TEX,1,-1,0.4098360655737705,0.5
wednesday aug 14,L,TOR,TEX,2,-2,0.4146341463414634,0.4957983193277311
friday aug 16,W,TOR,SEA,-1,1,0.4112903225806452,0.4098360655737705
saturday aug 17,L,TOR,SEA,1,-1,0.416,0.4065040650406504
sunday aug 18,L,TOR,SEA,-1,1,0.4126984126984127,0.4112903225806452
tuesday aug 20,W,LAD,TOR,-2,-2,0.6507936507936508,0.4094488188976378
wednesday aug 21,W,LAD,TOR,1,-3,0.6535433070866141,0.40625
thursday aug 22,W,LAD,TOR,2,-4,0.65625,0.4031007751937984
friday aug 23,W,SEA,TOR,-1,-5,0.421875,0.4
saturday aug 24,L,SEA,TOR,1,-6,0.4263565891472868,0.3969465648854962
sunday aug 25,W,SEA,TOR,-1,1,0.4230769230769231,0.4015151515151515
tuesday aug 27,W,TOR,ATL,-1,-1,0.3984962406015037,0.6015037593984962
wednesday aug 28,L,TOR,ATL,1,-2,0.4029850746268657,0.5970149253731343
monday sep 2,W,ATL,TOR,4,-1,0.6086956521739131,0.3985507246376812
tuesday sep 3,W,ATL,TOR,5,-2,0.6115107913669064,0.3956834532374101
thursday sep 5,W,TBR,TOR,1,-3,0.5815602836879432,0.3928571428571429
friday sep 6,W,TBR,TOR,2,-4,0.5845070422535211,0.3900709219858156
saturday sep 7,W,TBR,TOR,3,-5,0.5874125874125874,0.3873239436619718
sunday sep 8,W,TBR,TOR,4,-6,0.5902777777777778,0.38461538461538464
tuesday sep 10,W,TOR,BOS,-7,-3,0.3819444444444444,0.5277777777777778
wednesday sep 11,W,TOR,BOS,1,-4,0.3862068965517241,0.5241379310344828
thursday sep 12,L,TOR,BOS,2,-5,0.3904109589041096,0.5205479452054794
friday sep 13,W,TOR,NYY,-1,2,0.3877551020408163,0.6554054054054054
saturday sep 14,L,TOR,NYY,1,-1,0.3918918918918919,0.6510067114093959
sunday sep 15,W,TOR,NYY,-1,1,0.38926174496644295,0.6533333333333333
tuesday sep 17,L,BAL,TOR,-1,1,0.32666666666666666,0.3933333333333333
wednesday sep 18,L,BAL,TOR,-2,2,0.3245033112582781,0.3973509933774834
thursday sep 19,L,BAL,TOR,-3,3,0.3223684210526316,0.4013157894736841
friday sep 20,L,NYY,TOR,1,4,0.6493506493506493,0.4052287581699345
saturday sep 21,W,NYY,TOR,-1,5,0.6451612903225806,0.4090909090909091
sunday sep 22,W,NYY,TOR,1,-1,0.6474358974358975,0.4064516129032258
monday sep 23,W,TOR,BAL,-2,1,0.40384615384615385,0.3269230769230769
tuesday sep 24,L,TOR,BAL,1,-1,0.4076433121019109,0.3248407643312102
wednesday sep 25,W,TOR,BAL,-1,1,0.4050632911392405,0.3291139240506329
friday sep 27,L,TOR,TBR,1,3,0.4088050314465409,0.5974842767295597
saturday sep 28,W,TOR,TBR,-1,4,0.40625,0.6
sunday sep 29,W,TOR,TBR,1,-1,0.40993788819875776,0.5962732919254659
thursday mar 28,W,PHI,ATL,0,0,0.0,0.0
saturday mar 30,W,PHI,ATL,1,-1,1.0,0.0
sunday mar 31,W,PHI,ATL,2,-2,1.0,0.0
monday apr 1,W,ATL,CHC,-3,-2,0.0,0.6666666666666666
wednesday apr 3,W,ATL,CHC,1,-3,0.25,0.75
thursday apr 4,W,ATL,CHC,2,-4,0.4,0.8
friday apr 5,W,ATL,MIA,3,-3,0.5,0.2857142857142857
saturday apr 6,L,ATL,MIA,4,-4,0.5714285714285714,0.25
sunday apr 7,W,ATL,MIA,-1,1,0.5,0.3333333333333333
monday apr 8,L,COL,ATL,-3,1,0.3,0.5555555555555556
tuesday apr 9,L,COL,ATL,-4,2,0.2727272727272727,0.6
thursday apr 11,L,ATL,NYM,3,1,0.6363636363636364,0.6363636363636364
friday apr 12,L,ATL,NYM,-1,2,0.5833333333333334,0.6666666666666666
saturday apr 13,W,ATL,NYM,-2,3,0.5384615384615384,0.6923076923076923
sunday apr 14,W,ATL,NYM,1,-1,0.5714285714285714,0.6428571428571429
tuesday apr 16,L,ATL,ARI,2,1,0.6,0.4375
wednesday apr 17,L,ATL,ARI,-1,2,0.5625,0.4705882352941176
thursday apr 18,L,ATL,ARI,-2,3,0.5294117647058824,0.5
saturday apr 20 (1),W,CLE,ATL,3,-3,0.6111111111111112,0.5
saturday apr 20 (2),L,CLE,ATL,4,-4,0.631578947368421,0.4736842105263158
sunday apr 21,L,CLE,ATL,-1,1,0.6,0.5
tuesday apr 23,W,CIN,ATL,-1,2,0.3809523809523809,0.5238095238095238
wednesday apr 24,L,CIN,ATL,1,-1,0.4090909090909091,0.5
thursday apr 25,W,CIN,ATL,-1,1,0.39130434782608703,0.5217391304347826
friday apr 26,L,ATL,COL,-1,1,0.5,0.44
saturday apr 27,L,ATL,COL,-2,2,0.48,0.4615384615384616
sunday apr 28,W,ATL,COL,-3,3,0.4615384615384616,0.4814814814814815
monday apr 29,W,ATL,SDP,1,-1,0.4814814814814815,0.5714285714285714
tuesday apr 30,L,ATL,SDP,2,-2,0.5,0.5517241379310345
wednesday may 1,W,ATL,SDP,-1,1,0.4827586206896552,0.5666666666666667
thursday may 2,L,ATL,SDP,1,-1,0.5,0.5483870967741935
friday may 3,L,MIA,ATL,1,-1,0.3,0.4838709677419355
saturday may 4,L,MIA,ATL,-1,1,0.2903225806451613,0.5
sunday may 5,L,MIA,ATL,-2,2,0.28125,0.5151515151515151
monday may 6,W,LAD,ATL,-1,3,0.6111111111111112,0.5294117647058824
tuesday may 7,W,LAD,ATL,1,-1,0.6216216216216216,0.5142857142857142
wednesday may 8,W,LAD,ATL,2,-2,0.631578947368421,0.5
thursday may 9,W,ARI,ATL,1,-3,0.5675675675675675,0.4864864864864865
friday may 10,L,ARI,ATL,2,-4,0.5789473684210527,0.4736842105263158
saturday may 11,L,ARI,ATL,-1,1,0.5641025641025641,0.4871794871794872
sunday may 12,L,ARI,ATL,-2,2,0.55,0.5
tuesday may 14,L,ATL,STL,3,-3,0.5121951219512195,0.5365853658536586
wednesday may 15,W,ATL,STL,-1,1,0.5,0.5476190476190477
thursday may 16,W,ATL,STL,1,-1,0.5116279069767442,0.5348837209302325
friday may 17,W,ATL,MIL,2,3,0.5227272727272727,0.5869565217391305
saturday may 18,W,ATL,MIL,3,-1,0.5333333333333333,0.5744680851063829
sunday may 19,L,ATL,MIL,4,-2,0.5434782608695652,0.5625
monday may 20,L,SFG,ATL,2,-1,0.4444444444444444,0.5319148936170213
tuesday may 21,W,SFG,ATL,-1,1,0.43478260869565216,0.5416666666666666
wednesday may 22,L,SFG,ATL,1,-1,0.44680851063829785,0.5306122448979592
thursday may 23,L,SFG,ATL,-1,1,0.4375,0.54
friday may 24,L,STL,ATL,1,2,0.5102040816326531,0.5490196078431373
saturday may 25,W,STL,ATL,-1,3,0.5,0.5576923076923077
sunday may 26,L,STL,ATL,1,-1,0.5098039215686274,0.5471698113207547
tuesday may 28,L,ATL,WSN,1,-1,0.5555555555555556,0.4074074074074074
wednesday may 29,L,ATL,WSN,-1,1,0.5454545454545454,0.41818181818181815
friday may 31,L,ATL,DET,-2,2,0.5357142857142857,0.3888888888888889
saturday jun 1,W,ATL,DET,-3,3,0.5263157894736842,0.4
sunday jun 2,W,ATL,DET,1,-1,0.5344827586206896,0.3928571428571429
tuesday jun 4,L,PIT,ATL,-2,2,0.4827586206896552,0.5423728813559322
wednesday jun 5,W,PIT,ATL,-3,3,0.4745762711864407,0.55
thursday jun 6,W,PIT,ATL,1,-1,0.4833333333333333,0.5409836065573771
friday jun 7,L,MIA,ATL,-1,-2,0.38333333333333336,0.532258064516129
saturday jun 8,L,MIA,ATL,-2,1,0.3770491803278688,0.5396825396825397
sunday jun 9,L,MIA,ATL,-3,2,0.3709677419354839,0.546875
monday jun 10,W,ATL,PIT,3,-3,0.5538461538461539,0.46875
tuesday jun 11,W,ATL,PIT,4,-4,0.5606060606060606,0.4615384615384616
wednesday jun 12,W,ATL,PIT,5,-5,0.5671641791044776,0.4545454545454545
thursday jun 13,W,ATL,PIT,6,-6,0.5735294117647058,0.4477611940298508
friday jun 14,W,ATL,PHI,7,-1,0.5797101449275363,0.5588235294117647
saturday jun 15,L,ATL,PHI,8,-2,0.5857142857142857,0.5507246376811594
sunday jun 16,W,ATL,PHI,-1,1,0.5774647887323944,0.5571428571428572
monday jun 17,W,ATL,NYM,1,-1,0.5833333333333334,0.4788732394366197
tuesday jun 18,L,ATL,NYM,2,-2,0.589041095890411,0.4722222222222222
wednesday jun 19,W,ATL,NYM,-1,1,0.581081081081081,0.4794520547945205
friday jun 21,W,WSN,ATL,4,1,0.4864864864864865,0.5866666666666667
saturday jun 22,L,WSN,ATL,5,-1,0.4933333333333334,0.5789473684210527
sunday jun 23,L,WSN,ATL,-1,1,0.4868421052631579,0.5844155844155844
monday jun 24,W,CHC,ATL,1,2,0.5454545454545454,0.5897435897435898
tuesday jun 25,L,CHC,ATL,2,-1,0.5512820512820513,0.5822784810126582
wednesday jun 26,L,CHC,ATL,-1,1,0.5443037974683544,0.5875
thursday jun 27,W,CHC,ATL,-2,2,0.5375,0.5925925925925926
friday jun 28,L,NYM,ATL,-5,-1,0.451219512195122,0.5853658536585366
saturday jun 29,L,NYM,ATL,-6,1,0.4457831325301205,0.5903614457831325
sunday jun 30,W,NYM,ATL,-7,2,0.4404761904761905,0.5952380952380952
tuesday jul 2,L,ATL,PHI,-1,1,0.5882352941176471,0.5238095238095238
wednesday jul 3,W,ATL,PHI,-2,2,0.5813953488372093,0.5294117647058824
thursday jul 4,W,ATL,PHI,1,-1,0.5862068965517241,0.5232558139534884
friday jul 5,W,ATL,MIA,2,-4,0.5909090909090909,0.3764705882352941
saturday jul 6,L,ATL,MIA,3,-5,0.5955056179775281,0.37209302325581395
sunday jul 7,W,ATL,MIA,-1,1,0.5888888888888889,0.3793103448275862
friday jul 12,L,SDP,ATL,3,1,0.5,0.5934065934065934
saturday jul 13,L,SDP,ATL,-1,2,0.4945054945054945,0.5978260869565217
sunday jul 14,L,SDP,ATL,-2,3,0.4891304347826087,0.6021505376344086
monday jul 15,L,MIL,ATL,-1,4,0.5106382978723404,0.6063829787234043
tuesday jul 16,W,MIL,ATL,-2,5,0.5052631578947369,0.6105263157894737
wednesday jul 17,W,MIL,ATL,1,-1,0.5104166666666666,0.6041666666666666
thursday jul 18,L,ATL,WSN,-2,-1,0.5979381443298969,0.5319148936170213
friday jul 19,W,ATL,WSN,-3,1,0.5918367346938775,0.5368421052631579
saturday jul 20,L,ATL,WSN,1,-1,0.5959595959595959,0.53125
sunday jul 21,W,ATL,WSN,-1,1,0.59,0.5360824742268041
tuesday jul 23,L,ATL,KCR,1,-1,0.594059405940594,0.3663366336633663
wednesday jul 24,L,ATL,KCR,-1,1,0.5882352941176471,0.3725490196078432
friday jul 26,L,PHI,ATL,3,-2,0.5294117647058824,0.5825242718446602
saturday jul 27,L,PHI,ATL,-1,1,0.5242718446601942,0.5865384615384616
sunday jul 28,W,PHI,ATL,-2,2,0.5192307692307693,0.5904761904761905
monday jul 29,W,WSN,ATL,1,-1,0.5333333333333333,0.5849056603773585
tuesday jul 30,L,WSN,ATL,2,-2,0.5377358490566038,0.5794392523364486
wednesday jul 31,L,WSN,ATL,-1,1,0.5327102803738317,0.5833333333333334
thursday aug 1,W,ATL,CIN,2,1,0.5871559633027523,0.4716981132075472
friday aug 2,L,ATL,CIN,3,-1,0.5909090909090909,0.4672897196261682
saturday aug 3,W,ATL,CIN,-1,1,0.5855855855855856,0.4722222222222222
sunday aug 4,L,ATL,CIN,1,-1,0.5892857142857143,0.4678899082568808
monday aug 5,W,MIN,ATL,3,-1,0.6216216216216216,0.584070796460177
tuesday aug 6,L,MIN,ATL,4,-2,0.625,0.5789473684210527
wednesday aug 7,L,MIN,ATL,-1,1,0.6194690265486725,0.5826086956521739
thursday aug 8,W,MIA,ATL,-6,2,0.3716814159292036,0.5862068965517241
friday aug 9,L,MIA,ATL,1,-1,0.3771929824561404,0.5811965811965812
saturday aug 10,W,MIA,ATL,-1,1,0.3739130434782609,0.5847457627118644
sunday aug 11,L,MIA,ATL,1,-1,0.3793103448275862,0.5798319327731093
tuesday aug 13,W,ATL,NYM,1,-1,0.5833333333333334,0.5169491525423728
wednesday aug 14,W,ATL,NYM,2,-2,0.5867768595041323,0.5126050420168067
thursday aug 15,L,ATL,NYM,3,-3,0.5901639344262295,0.5083333333333333
friday aug 16,L,ATL,LAD,-1,-1,0.5853658536585366,0.6585365853658537
saturday aug 17,W,ATL,LAD,-2,1,0.5806451612903226,0.6612903225806451
sunday aug 18,W,ATL,LAD,1,-1,0.584,0.6559999999999999
tuesday aug 20,W,ATL,MIA,2,-3,0.5873015873015873,0.36585365853658536
wednesday aug 21,W,ATL,MIA,3,-4,0.5905511811023622,0.3629032258064516
thursday aug 22,W,ATL,MIA,4,-5,0.59375,0.36
friday aug 23,L,NYM,ATL,5,5,0.5275590551181102,0.5968992248062015
saturday aug 24,L,NYM,ATL,-1,6,0.5234375,0.6
sunday aug 25,L,NYM,ATL,-2,7,0.5193798449612403,0.6030534351145038
monday aug 26,W,COL,ATL,-4,8,0.4427480916030535,0.6060606060606061
friday aug 30,W,ATL,CHW,1,-3,0.6,0.4511278195488722
saturday aug 31,W,ATL,CHW,2,-4,0.6029411764705882,0.4477611940298508
sunday sep 1,W,ATL,CHW,3,-5,0.6058394160583942,0.4444444444444444
thursday sep 5,W,ATL,WSN,6,-1,0.6142857142857143,0.5652173913043478
friday sep 6,W,ATL,WSN,7,-2,0.6170212765957447,0.5611510791366906
saturday sep 7,W,ATL,WSN,8,-3,0.6197183098591549,0.5571428571428572
sunday sep 8,L,ATL,WSN,9,-4,0.6223776223776224,0.5531914893617021
monday sep 9,L,PHI,ATL,2,-1,0.5211267605633803,0.6180555555555556
tuesday sep 10,W,PHI,ATL,-1,1,0.5174825174825175,0.6206896551724138
wednesday sep 11,L,PHI,ATL,1,-1,0.5208333333333334,0.6164383561643836
thursday sep 12,W,PHI,ATL,-1,1,0.5172413793103449,0.6190476190476191
friday sep 13,L,WSN,ATL,2,-1,0.5586206896551724,0.6148648648648649
saturday sep 14,L,WSN,ATL,-1,1,0.5547945205479452,0.6174496644295302
sunday sep 15,W,WSN,ATL,-2,2,0.5510204081632653,0.62
tuesday sep 17,L,ATL,PHI,-1,-2,0.6158940397350994,0.5135135135135135
wednesday sep 18,L,ATL,PHI,-2,1,0.6118421052631579,0.5167785234899329
thursday sep 19,W,ATL,PHI,-3,2,0.6078431372549019,0.52
friday sep 20,W,ATL,SFG,1,-1,0.6103896103896104,0.4836601307189543
saturday sep 21,W,ATL,SFG,2,-2,0.6129032258064516,0.4805194805194805
sunday sep 22,L,ATL,SFG,3,-3,0.6153846153846154,0.4774193548387097
tuesday sep 24,W,KCR,ATL,-1,-1,0.3630573248407643,0.6114649681528662
wednesday sep 25,L,KCR,ATL,1,-2,0.3670886075949367,0.6075949367088608
friday sep 27,W,NYM,ATL,-1,1,0.5220125786163522,0.610062893081761
saturday sep 28,W,NYM,ATL,1,-1,0.525,0.60625
sunday sep 29,W,NYM,ATL,2,-2,0.5279503105590062,0.6024844720496895
thursday mar 28,W,MIL,STL,0,0,0.0,0.0
friday mar 29,L,MIL,STL,1,-1,1.0,0.0
saturday mar 30,W,MIL,STL,-1,1,0.5,0.5
sunday mar 31,W,MIL,STL,1,-1,0.6666666666666666,0.3333333333333333
monday apr 1,L,CIN,MIL,-1,2,0.5,0.75
tuesday apr 2,L,CIN,MIL,-2,3,0.3333333333333333,0.8
wednesday apr 3,L,CIN,MIL,-3,4,0.25,0.8333333333333334
friday apr 5,W,MIL,CHC,5,-5,0.8571428571428571,0.8333333333333334
saturday apr 6,L,MIL,CHC,6,-6,0.875,0.8571428571428571
sunday apr 7,W,MIL,CHC,-1,1,0.7777777777777778,0.75
friday apr 12,L,LAD,MIL,-4,-3,0.5714285714285714,0.6153846153846154
saturday apr 13,L,LAD,MIL,-5,1,0.5333333333333333,0.6428571428571429
sunday apr 14,W,LAD,MIL,-6,2,0.5,0.6666666666666666
monday apr 15,W,MIL,STL,-1,1,0.625,0.6
tuesday apr 16,W,MIL,STL,1,-1,0.6470588235294118,0.5625
wednesday apr 17,L,MIL,STL,2,-2,0.6666666666666666,0.5294117647058824
thursday apr 18,L,MIL,LAD,-1,4,0.631578947368421,0.6
friday apr 19,L,MIL,LAD,-2,5,0.6,0.6190476190476191
saturday apr 20,W,MIL,LAD,-3,6,0.5714285714285714,0.6363636363636364
sunday apr 21,L,MIL,LAD,1,-1,0.5909090909090909,0.6086956521739131
monday apr 22,W,STL,MIL,2,-1,0.5714285714285714,0.5652173913043478
tuesday apr 23,W,STL,MIL,3,-2,0.5909090909090909,0.5416666666666666
wednesday apr 24,W,STL,MIL,4,-3,0.6086956521739131,0.52
friday apr 26,L,NYM,MIL,-1,-4,0.5416666666666666,0.5
saturday apr 27,L,NYM,MIL,-2,1,0.52,0.5185185185185185
sunday apr 28,W,NYM,MIL,-3,2,0.5,0.5357142857142857
monday apr 29,W,MIL,COL,-1,-1,0.5172413793103449,0.4642857142857143
tuesday apr 30,W,MIL,COL,1,-2,0.5333333333333333,0.4482758620689655
wednesday may 1,L,MIL,COL,2,-3,0.5483870967741935,0.43333333333333335
thursday may 2,L,MIL,COL,-1,1,0.53125,0.4516129032258064
friday may 3,W,MIL,NYM,-2,1,0.5151515151515151,0.5161290322580645
saturday may 4,W,MIL,NYM,1,-1,0.5294117647058824,0.5
sunday may 5,W,MIL,NYM,2,-2,0.5428571428571428,0.4848484848484849
monday may 6,W,MIL,WSN,3,-1,0.5555555555555556,0.42424242424242425
tuesday may 7,W,MIL,WSN,4,-2,0.5675675675675675,0.4117647058823529
wednesday may 8,W,MIL,WSN,5,-3,0.5789473684210527,0.4
friday may 10,L,CHC,MIL,3,6,0.6285714285714286,0.5897435897435898
saturday may 11,W,CHC,MIL,-1,7,0.6111111111111112,0.6
sunday may 12,W,CHC,MIL,1,-1,0.6216216216216216,0.5853658536585366
monday may 13,W,PHI,MIL,2,-2,0.5897435897435898,0.5714285714285714
tuesday may 14,L,PHI,MIL,3,-3,0.6,0.5581395348837209
wednesday may 15,L,PHI,MIL,-1,1,0.5853658536585366,0.5681818181818182
thursday may 16,L,PHI,MIL,-2,2,0.5714285714285714,0.5777777777777777
tuesday may 21,L,MIL,CIN,1,-1,0.5714285714285714,0.44680851063829785
wednesday may 22,W,MIL,CIN,-1,1,0.56,0.4583333333333333
friday may 24,L,MIL,PHI,1,1,0.5686274509803921,0.58
saturday may 25,L,MIL,PHI,-1,2,0.5576923076923077,0.5882352941176471
sunday may 26,W,MIL,PHI,-2,3,0.5471698113207547,0.5961538461538461
monday may 27,L,MIN,MIL,6,1,0.6923076923076923,0.5555555555555556
tuesday may 28,W,MIN,MIL,-1,2,0.6792452830188679,0.5636363636363636
thursday may 30,L,PIT,MIL,1,-1,0.5,0.5535714285714286
friday may 31,W,PIT,MIL,-1,1,0.4909090909090909,0.5614035087719298
saturday jun 1,L,PIT,MIL,1,-1,0.5,0.5517241379310345
sunday jun 2,L,PIT,MIL,-1,1,0.4912280701754386,0.559322033898305
tuesday jun 4,L,MIL,MIA,2,2,0.5666666666666667,0.3684210526315789
wednesday jun 5,L,MIL,MIA,-1,3,0.5573770491803278,0.3793103448275862
thursday jun 6,W,MIL,MIA,-2,4,0.5483870967741935,0.3898305084745763
friday jun 7,W,MIL,PIT,1,2,0.5555555555555556,0.4918032786885246
saturday jun 8,W,MIL,PIT,2,-1,0.5625,0.4838709677419355
sunday jun 9,W,MIL,PIT,3,-2,0.5692307692307692,0.4761904761904762
friday jun 14,W,SFG,MIL,2,1,0.42424242424242425,0.5735294117647058
saturday jun 15,W,SFG,MIL,3,-1,0.4328358208955224,0.5652173913043478
sunday jun 16,L,SFG,MIL,4,-2,0.4411764705882353,0.5571428571428572
monday jun 17,W,SDP,MIL,1,1,0.4861111111111111,0.5633802816901409
tuesday jun 18,W,SDP,MIL,2,-1,0.4931506849315068,0.5555555555555556
wednesday jun 19,W,SDP,MIL,3,-2,0.5,0.547945205479452
thursday jun 20,L,MIL,CIN,-3,4,0.5405405405405406,0.4722222222222222
friday jun 21,L,MIL,CIN,-4,5,0.5333333333333333,0.4794520547945205
saturday jun 22,W,MIL,CIN,-5,6,0.5263157894736842,0.4864864864864865
sunday jun 23,W,MIL,CIN,1,-1,0.5324675324675324,0.48
tuesday jun 25,L,MIL,SEA,2,1,0.5384615384615384,0.4268292682926829
wednesday jun 26,L,MIL,SEA,-1,2,0.5316455696202531,0.43373493975903615
thursday jun 27,W,MIL,SEA,-2,3,0.525,0.4404761904761905
friday jun 28,L,MIL,PIT,1,2,0.5308641975308642,0.4810126582278481
saturday jun 29,W,MIL,PIT,-1,3,0.5243902439024389,0.4875
sunday jun 30,W,MIL,PIT,1,-1,0.5301204819277109,0.4814814814814815
monday jul 1,L,CIN,MIL,1,2,0.4691358024691358,0.5357142857142857
tuesday jul 2,W,CIN,MIL,-1,3,0.4634146341463415,0.5411764705882353
wednesday jul 3,W,CIN,MIL,1,-1,0.4698795180722892,0.5348837209302325
thursday jul 4,W,CIN,MIL,2,-2,0.4761904761904762,0.5287356321839081
friday jul 5,L,PIT,MIL,-1,-3,0.4883720930232558,0.5227272727272727
saturday jul 6,W,PIT,MIL,-2,1,0.4827586206896552,0.5280898876404494
sunday jul 7,W,PIT,MIL,1,-1,0.4886363636363637,0.5222222222222223
friday jul 12,L,MIL,SFG,-2,2,0.5164835164835165,0.4606741573033708
saturday jul 13,W,MIL,SFG,-3,3,0.5108695652173914,0.4666666666666667
sunday jul 14,L,MIL,SFG,1,-1,0.5161290322580645,0.4615384615384616
thursday jul 18,L,ARI,MIL,2,2,0.5104166666666666,0.5154639175257731
friday jul 19,W,ARI,MIL,-1,3,0.5051546391752577,0.5204081632653061
saturday jul 20,L,ARI,MIL,1,-1,0.5102040816326531,0.5151515151515151
sunday jul 21,L,ARI,MIL,-1,1,0.5050505050505051,0.52
monday jul 22,L,MIL,CIN,2,-1,0.5247524752475248,0.4536082474226804
tuesday jul 23,L,MIL,CIN,-1,1,0.5196078431372549,0.4591836734693878
wednesday jul 24,W,MIL,CIN,-2,2,0.5145631067961165,0.4646464646464646
friday jul 26,W,MIL,CHC,1,1,0.5192307692307693,0.5392156862745098
saturday jul 27,W,MIL,CHC,2,-1,0.5238095238095238,0.5339805825242718
sunday jul 28,L,MIL,CHC,3,-2,0.5283018867924528,0.5288461538461539
friday aug 2,W,CHC,MIL,-1,-1,0.5277777777777778,0.5181818181818182
saturday aug 3,W,CHC,MIL,1,-2,0.5321100917431193,0.5135135135135135
sunday aug 4,W,CHC,MIL,2,-3,0.5363636363636364,0.5089285714285714
monday aug 5,L,PIT,MIL,-2,-4,0.4324324324324325,0.5044247787610621
tuesday aug 6,L,PIT,MIL,-3,1,0.42857142857142855,0.5087719298245614
wednesday aug 7,L,PIT,MIL,-4,2,0.4247787610619469,0.5130434782608696
friday aug 9,W,MIL,TEX,3,-2,0.5172413793103449,0.5087719298245614
saturday aug 10,W,MIL,TEX,4,-3,0.5213675213675214,0.5043478260869565
sunday aug 11,L,MIL,TEX,5,-4,0.5254237288135594,0.5
tuesday aug 13,L,MIL,MIN,-1,-1,0.5210084033613446,0.6016949152542372
wednesday aug 14,W,MIL,MIN,-2,1,0.5166666666666667,0.6050420168067226
friday aug 16,W,WSN,MIL,4,1,0.5416666666666666,0.5206611570247934
saturday aug 17,L,WSN,MIL,5,-1,0.5454545454545454,0.5163934426229508
sunday aug 18,W,WSN,MIL,-1,1,0.5409836065573771,0.5203252032520326
monday aug 19,W,STL,MIL,1,-1,0.5327868852459017,0.5161290322580645
tuesday aug 20,W,STL,MIL,2,-2,0.5365853658536586,0.512
wednesday aug 21,L,STL,MIL,3,-3,0.5403225806451613,0.5079365079365079
friday aug 23,W,MIL,ARI,1,-1,0.5118110236220472,0.5
saturday aug 24,W,MIL,ARI,2,-2,0.515625,0.4961240310077519
sunday aug 25,L,MIL,ARI,3,-3,0.5193798449612403,0.4923076923076923
monday aug 26,L,MIL,STL,-1,4,0.5153846153846153,0.5503875968992248
tuesday aug 27,L,MIL,STL,-2,5,0.5114503816793893,0.5538461538461539
wednesday aug 28,W,MIL,STL,-3,6,0.5075757575757576,0.5572519083969466
friday aug 30,W,CHC,MIL,3,1,0.5413533834586466,0.5112781954887218
saturday aug 31,L,CHC,MIL,4,-1,0.5447761194029851,0.5074626865671642
sunday sep 1,L,CHC,MIL,-1,1,0.5407407407407407,0.5111111111111111
thursday sep 5,L,MIL,CHC,1,2,0.5144927536231884,0.5434782608695652
friday sep 6,W,MIL,CHC,-1,3,0.5107913669064749,0.5467625899280576
saturday sep 7,W,MIL,CHC,1,-1,0.5142857142857142,0.5428571428571428
sunday sep 8,W,MIL,CHC,2,-2,0.5177304964539007,0.5390070921985816
monday sep 9,L,MIA,MIL,1,3,0.3591549295774648,0.5211267605633803
tuesday sep 10,L,MIA,MIL,-1,4,0.3566433566433567,0.5244755244755245
wednesday sep 11,L,MIA,MIL,-2,5,0.3541666666666667,0.5277777777777778
thursday sep 12,L,MIA,MIL,-3,6,0.3517241379310345,0.5310344827586206
friday sep 13,W,STL,MIL,1,7,0.5616438356164384,0.5342465753424658
saturday sep 14,L,STL,MIL,2,-1,0.564625850340136,0.5306122448979592
sunday sep 15,L,STL,MIL,-1,1,0.5608108108108109,0.5337837837837838
monday sep 16,W,MIL,SDP,2,-4,0.5369127516778524,0.4563758389261745
tuesday sep 17,W,MIL,SDP,3,-5,0.54,0.4533333333333333
wednesday sep 18,L,MIL,SDP,4,-6,0.543046357615894,0.4503311258278146
thursday sep 19,W,MIL,SDP,-1,1,0.5394736842105263,0.4539473684210527
friday sep 20,W,MIL,PIT,1,-6,0.5424836601307189,0.4248366013071895
saturday sep 21,W,MIL,PIT,2,-7,0.5454545454545454,0.4220779220779221
sunday sep 22,W,MIL,PIT,3,-8,0.5483870967741935,0.41935483870967744
tuesday sep 24,L,CIN,MIL,-1,4,0.4679487179487179,0.5512820512820513
wednesday sep 25,L,CIN,MIL,-2,5,0.4649681528662421,0.554140127388535
thursday sep 26,L,CIN,MIL,-3,6,0.4620253164556962,0.5569620253164557
friday sep 27,W,COL,MIL,-2,7,0.4276729559748428,0.5597484276729561
saturday sep 28,W,COL,MIL,1,-1,0.43125,0.55625
sunday sep 29,W,COL,MIL,2,-2,0.43478260869565216,0.5527950310559007
monday apr 1,L,PIT,STL,1,-2,0.5,0.25
wednesday apr 3,L,PIT,STL,-1,1,0.3333333333333333,0.4
friday apr 5,L,STL,SDP,2,1,0.5,0.5714285714285714
saturday apr 6,L,STL,SDP,-1,2,0.42857142857142855,0.625
sunday apr 7,W,STL,SDP,-2,3,0.375,0.6666666666666666
monday apr 8,W,STL,LAD,1,5,0.4444444444444444,0.8
tuesday apr 9,W,STL,LAD,2,-1,0.5,0.7272727272727273
wednesday apr 10,W,STL,LAD,3,-2,0.5454545454545454,0.6666666666666666
thursday apr 11,W,STL,LAD,4,-3,0.5833333333333334,0.6153846153846154
saturday apr 13,W,CIN,STL,3,5,0.3333333333333333,0.6153846153846154
sunday apr 14,L,CIN,STL,4,-1,0.38461538461538464,0.5714285714285714
friday apr 19,L,STL,NYM,1,-2,0.5555555555555556,0.5555555555555556
saturday apr 20,W,STL,NYM,-1,1,0.5263157894736842,0.5789473684210527
sunday apr 21,W,STL,NYM,1,-1,0.55,0.55
friday apr 26,L,STL,CIN,5,1,0.625,0.4166666666666667
saturday apr 27,W,STL,CIN,-1,2,0.6,0.44
