Date,Home_Win,Home,Away,Home_Streak,Away_Streak,Home_Win_Percentage,Away_Win_Percentage
sunday apr 28,W,STL,CIN,1,-1,0.6153846153846154,0.4230769230769231
monday apr 29,L,WSN,STL,1,2,0.4615384615384616,0.6296296296296297
tuesday apr 30,L,WSN,STL,-1,3,0.4444444444444444,0.6428571428571429
wednesday may 1,L,WSN,STL,-2,4,0.42857142857142855,0.6551724137931034
thursday may 2,W,WSN,STL,-3,5,0.4137931034482759,0.6666666666666666
friday may 3,W,CHC,STL,4,-1,0.5714285714285714,0.6451612903225806
saturday may 4,W,CHC,STL,5,-2,0.5862068965517241,0.625
sunday may 5,W,CHC,STL,6,-3,0.6,0.6060606060606061
monday may 6,W,STL,PHI,-4,1,0.5882352941176471,0.5757575757575758
tuesday may 7,L,STL,PHI,1,-1,0.6,0.5588235294117647
wednesday may 8,L,STL,PHI,-1,1,0.5833333333333334,0.5714285714285714
thursday may 9,W,STL,PIT,-2,-1,0.5675675675675675,0.5151515151515151
friday may 10,L,STL,PIT,1,-2,0.5789473684210527,0.5
saturday may 11,L,STL,PIT,-1,1,0.5641025641025641,0.5142857142857142
sunday may 12,L,STL,PIT,-2,2,0.55,0.5277777777777778
friday may 17,W,TEX,STL,2,-2,0.4634146341463415,0.5227272727272727
saturday may 18,L,TEX,STL,3,-3,0.4761904761904762,0.5111111111111111
sunday may 19,W,TEX,STL,-1,1,0.4651162790697674,0.5217391304347826
wednesday may 22 (1),L,STL,KCR,-1,1,0.5106382978723404,0.3404255319148936
wednesday may 22 (2),W,STL,KCR,-2,2,0.5,0.3541666666666667
tuesday may 28,W,PHI,STL,-1,-1,0.5849056603773585,0.5
wednesday may 29,W,PHI,STL,1,-2,0.5925925925925926,0.490566037735849
thursday may 30,L,PHI,STL,2,-3,0.6,0.4814814814814815
friday may 31,W,STL,CHC,1,1,0.4909090909090909,0.5740740740740741
saturday jun 1,W,STL,CHC,2,-1,0.5,0.5636363636363636
sunday jun 2,W,STL,CHC,3,-2,0.5087719298245614,0.5535714285714286
tuesday jun 4,L,STL,CIN,4,-2,0.5172413793103449,0.4576271186440678
thursday jun 6,W,STL,CIN,-1,1,0.5084745762711864,0.4666666666666667
friday jun 7,W,CHC,STL,-1,1,0.5573770491803278,0.5166666666666667
saturday jun 8,W,CHC,STL,1,-1,0.5645161290322581,0.5081967213114754
sunday jun 9,W,CHC,STL,2,-2,0.5714285714285714,0.5
monday jun 10,L,MIA,STL,-4,-3,0.36507936507936506,0.49206349206349204
tuesday jun 11,L,MIA,STL,-5,1,0.359375,0.5
wednesday jun 12,W,MIA,STL,-6,2,0.3538461538461539,0.5076923076923077
thursday jun 13,L,NYM,STL,1,-1,0.4925373134328358,0.5
friday jun 14,L,NYM,STL,-1,1,0.4852941176470588,0.5074626865671642
saturday jun 15,W,NYM,STL,-2,2,0.4782608695652174,0.5147058823529411
sunday jun 16,L,NYM,STL,1,-1,0.4857142857142857,0.5072463768115942
monday jun 17,W,STL,MIA,1,-1,0.5142857142857142,0.3623188405797101
tuesday jun 18,L,STL,MIA,2,-2,0.5211267605633803,0.35714285714285715
wednesday jun 19,W,STL,MIA,-1,1,0.5138888888888888,0.3661971830985916
thursday jun 20,L,STL,MIA,1,-1,0.5205479452054794,0.3611111111111111
friday jun 28,W,SDP,STL,2,-3,0.5,0.5063291139240507
saturday jun 29,W,SDP,STL,3,-4,0.5061728395061729,0.5
sunday jun 30,L,SDP,STL,4,-5,0.5121951219512195,0.4938271604938271
tuesday jul 2,W,SEA,STL,-4,1,0.4204545454545455,0.5
wednesday jul 3,L,SEA,STL,1,-1,0.42696629213483145,0.4939759036144578
thursday jul 4,L,SEA,STL,-1,1,0.4222222222222222,0.5
friday jul 5,L,SFG,STL,4,2,0.4534883720930232,0.5058823529411764
saturday jul 6,W,SFG,STL,-1,3,0.4482758620689655,0.5116279069767442
sunday jul 7,W,SFG,STL,1,-1,0.4545454545454545,0.5057471264367817
friday jul 12,L,STL,ARI,-2,3,0.5,0.5054945054945055
saturday jul 13,W,STL,ARI,-3,4,0.4943820224719101,0.5108695652173914
sunday jul 14,W,STL,ARI,1,-1,0.5,0.5053763440860215
monday jul 15,W,STL,PIT,2,-3,0.5054945054945055,0.4782608695652174
tuesday jul 16,L,STL,PIT,3,-4,0.5108695652173914,0.4731182795698925
wednesday jul 17,W,STL,PIT,-1,1,0.5053763440860215,0.4787234042553192
thursday jul 18,L,CIN,STL,-2,1,0.4623655913978494,0.5106382978723404
friday jul 19,L,CIN,STL,-3,2,0.4574468085106383,0.5157894736842106
saturday jul 20,W,CIN,STL,-4,3,0.4526315789473685,0.5208333333333334
sunday jul 21,L,CIN,STL,1,-1,0.4583333333333333,0.5154639175257731
monday jul 22,L,PIT,STL,-1,1,0.4693877551020408,0.5204081632653061
tuesday jul 23,L,PIT,STL,-2,2,0.4646464646464646,0.5252525252525253
wednesday jul 24,L,PIT,STL,-3,3,0.46,0.53
thursday jul 25,L,PIT,STL,-4,4,0.4554455445544554,0.5346534653465347
tuesday jul 30,W,STL,CHC,-2,1,0.5333333333333333,0.5333333333333333
wednesday jul 31,L,STL,CHC,1,-1,0.5377358490566038,0.5283018867924528
thursday aug 1,W,STL,CHC,-1,1,0.5327102803738317,0.5327102803738317
monday aug 5,W,LAD,STL,2,-2,0.6491228070175439,0.5272727272727272
tuesday aug 6,W,LAD,STL,3,-3,0.6521739130434783,0.5225225225225225
wednesday aug 7,W,LAD,STL,4,-4,0.6551724137931034,0.5178571428571429
friday aug 9,W,STL,PIT,-5,-5,0.5132743362831859,0.42105263157894735
saturday aug 10,W,STL,PIT,1,-6,0.5175438596491229,0.4173913043478261
sunday aug 11,W,STL,PIT,2,-7,0.5217391304347826,0.4137931034482759
tuesday aug 13,L,KCR,STL,2,3,0.3583333333333333,0.5258620689655172
wednesday aug 14,L,KCR,STL,-1,4,0.35537190082644626,0.5299145299145299
thursday aug 15,W,CIN,STL,-4,5,0.4705882352941176,0.5338983050847458
friday aug 16,L,CIN,STL,1,-1,0.475,0.5294117647058824
saturday aug 17,W,CIN,STL,-1,1,0.4710743801652893,0.5333333333333333
sunday aug 18,L,CIN,STL,1,-1,0.4754098360655738,0.5289256198347108
thursday aug 22,W,STL,COL,-1,1,0.536,0.4566929133858268
friday aug 23,W,STL,COL,1,-1,0.5396825396825397,0.453125
saturday aug 24,W,STL,COL,2,-2,0.5433070866141733,0.4496124031007752
sunday aug 25,W,STL,COL,3,-3,0.546875,0.4461538461538462
saturday aug 31 (1),W,STL,CIN,-1,-1,0.553030303030303,0.4736842105263158
saturday aug 31 (2),W,STL,CIN,1,-2,0.556390977443609,0.4701492537313433
sunday sep 1 (1),W,STL,CIN,2,-3,0.5597014925373134,0.4666666666666667
sunday sep 1 (2),L,STL,CIN,3,-4,0.562962962962963,0.4632352941176471
monday sep 2,W,STL,SFG,-1,-2,0.5588235294117647,0.4852941176470588
tuesday sep 3,W,STL,SFG,1,-3,0.5620437956204379,0.4817518248175183
wednesday sep 4,L,STL,SFG,2,-4,0.5652173913043478,0.4782608695652174
thursday sep 5,W,STL,SFG,-1,1,0.5611510791366906,0.4820143884892086
friday sep 6,W,PIT,STL,-1,1,0.4357142857142857,0.5642857142857143
saturday sep 7,L,PIT,STL,1,-1,0.4397163120567376,0.5602836879432624
sunday sep 8,L,PIT,STL,-1,1,0.4366197183098591,0.5633802816901409
tuesday sep 10,W,COL,STL,-2,2,0.4166666666666667,0.5664335664335665
wednesday sep 11,W,COL,STL,1,-1,0.4206896551724138,0.5625
thursday sep 12,L,COL,STL,2,-2,0.4246575342465753,0.5586206896551724
monday sep 16,W,STL,WSN,-2,1,0.5570469798657718,0.5540540540540541
tuesday sep 17,L,STL,WSN,1,-1,0.56,0.5503355704697986
wednesday sep 18,W,STL,WSN,-1,1,0.5562913907284768,0.5533333333333333
thursday sep 19,L,CHC,STL,-2,1,0.5394736842105263,0.5592105263157895
friday sep 20,L,CHC,STL,-3,2,0.5359477124183006,0.5620915032679739
saturday sep 21,L,CHC,STL,-4,3,0.5324675324675324,0.564935064935065
sunday sep 22,L,CHC,STL,-5,4,0.5290322580645161,0.567741935483871
monday sep 23,L,ARI,STL,-1,5,0.5128205128205128,0.5705128205128205
tuesday sep 24,W,ARI,STL,-2,6,0.5095541401273885,0.5732484076433121
wednesday sep 25,W,ARI,STL,1,-1,0.5126582278481012,0.569620253164557
friday sep 27,L,STL,CHC,-2,-9,0.5660377358490566,0.5157232704402516
saturday sep 28,L,STL,CHC,-3,1,0.5625,0.51875
sunday sep 29,W,STL,CHC,-4,2,0.5590062111801242,0.5217391304347826
thursday mar 28,L,TEX,CHC,0,0,0.0,0.0
saturday mar 30,W,TEX,CHC,-1,1,0.0,0.5
sunday mar 31,W,TEX,CHC,1,-1,0.5,0.5
monday apr 8,W,CHC,PIT,-1,4,0.7777777777777778,0.625
wednesday apr 10,L,CHC,PIT,1,-1,0.7,0.5555555555555556
thursday apr 11,W,CHC,PIT,-1,1,0.7272727272727273,0.6
monday apr 15,L,MIA,CHC,-1,-1,0.25,0.6428571428571429
tuesday apr 16,L,MIA,CHC,-2,1,0.2352941176470588,0.6
wednesday apr 17,L,MIA,CHC,-3,2,0.2222222222222222,0.5625
friday apr 19,W,CHC,ARI,3,4,0.5294117647058824,0.5263157894736842
saturday apr 20,L,CHC,ARI,4,-1,0.5,0.5
sunday apr 21,W,CHC,ARI,-1,1,0.5263157894736842,0.5238095238095238
tuesday apr 23,W,CHC,LAD,1,1,0.5,0.625
wednesday apr 24,W,CHC,LAD,2,-1,0.4761904761904762,0.6
thursday apr 25,L,CHC,LAD,3,-2,0.4545454545454545,0.5769230769230769
friday apr 26,W,ARI,CHC,4,-1,0.5769230769230769,0.4782608695652174
saturday apr 27,L,ARI,CHC,5,-2,0.5925925925925926,0.5
sunday apr 28,L,ARI,CHC,-1,1,0.5714285714285714,0.52
tuesday apr 30,L,SEA,CHC,-2,2,0.5806451612903226,0.5384615384615384
wednesday may 1,L,SEA,CHC,-3,3,0.5625,0.5555555555555556
monday may 6,L,CHC,MIA,7,-3,0.6129032258064516,0.2727272727272727
tuesday may 7,W,CHC,MIA,-1,1,0.59375,0.29411764705882354
wednesday may 8,W,CHC,MIA,1,-1,0.6060606060606061,0.2857142857142857
thursday may 9,W,CHC,MIA,2,-2,0.6176470588235294,0.2777777777777778
tuesday may 14,L,CIN,CHC,-1,2,0.4390243902439024,0.631578947368421
wednesday may 15,W,CIN,CHC,-2,3,0.42857142857142855,0.6410256410256411
thursday may 16,W,CIN,CHC,1,-1,0.4418604651162791,0.625
friday may 17,L,WSN,CHC,2,-2,0.4186046511627907,0.6097560975609756
saturday may 18,W,WSN,CHC,-1,1,0.4090909090909091,0.6190476190476191
sunday may 19,L,WSN,CHC,1,-1,0.4222222222222222,0.6046511627906976
monday may 20,L,CHC,PHI,1,3,0.6136363636363636,0.5869565217391305
tuesday may 21,W,CHC,PHI,-1,4,0.6,0.5957446808510638
wednesday may 22,W,CHC,PHI,1,-1,0.6086956521739131,0.5833333333333334
thursday may 23,L,CHC,PHI,2,-2,0.6170212765957447,0.5714285714285714
friday may 24,L,CHC,CIN,-1,-1,0.6041666666666666,0.4489795918367347
saturday may 25,W,CHC,CIN,-2,1,0.5918367346938775,0.46
sunday may 26,L,CHC,CIN,1,-1,0.6,0.4509803921568628
tuesday jun 4,W,CHC,COL,1,8,0.5517241379310345,0.5344827586206896
wednesday jun 5,W,CHC,COL,2,-1,0.559322033898305,0.5254237288135594
thursday jun 6,L,CHC,COL,3,-2,0.5666666666666667,0.5166666666666667
monday jun 10,W,COL,CHC,-2,3,0.515625,0.578125
tuesday jun 11,W,COL,CHC,1,-1,0.5230769230769231,0.5692307692307692
wednesday jun 12,L,COL,CHC,2,-2,0.5303030303030303,0.5606060606060606
thursday jun 13,W,LAD,CHC,-2,1,0.6617647058823529,0.5671641791044776
friday jun 14,W,LAD,CHC,1,-1,0.6666666666666666,0.5588235294117647
saturday jun 15,L,LAD,CHC,2,-2,0.6714285714285714,0.5507246376811594
sunday jun 16,W,LAD,CHC,-1,1,0.6619718309859155,0.5571428571428572
tuesday jun 18,L,CHC,CHW,-1,-2,0.5492957746478874,0.4857142857142857
wednesday jun 19,W,CHC,CHW,-2,1,0.5416666666666666,0.4929577464788733
thursday jun 20,W,CHC,NYM,1,-1,0.547945205479452,0.47297297297297297
friday jun 21,L,CHC,NYM,2,-2,0.5540540540540541,0.4666666666666667
saturday jun 22,L,CHC,NYM,-1,1,0.5466666666666666,0.4736842105263158
sunday jun 23,W,CHC,NYM,-2,2,0.5394736842105263,0.4805194805194805
friday jun 28,W,CIN,CHC,-4,1,0.4615384615384616,0.5432098765432098
saturday jun 29,L,CIN,CHC,1,-1,0.4683544303797468,0.5365853658536586
sunday jun 30,W,CIN,CHC,-1,1,0.4625,0.5421686746987951
monday jul 1,W,PIT,CHC,-2,-1,0.47560975609756106,0.5357142857142857
tuesday jul 2,W,PIT,CHC,1,-2,0.4819277108433735,0.5294117647058824
wednesday jul 3,W,PIT,CHC,2,-3,0.4880952380952381,0.5232558139534884
thursday jul 4,L,PIT,CHC,3,-4,0.4941176470588236,0.5172413793103449
saturday jul 6,L,CHW,CHC,-1,1,0.4880952380952381,0.5227272727272727
sunday jul 7,W,CHW,CHC,-2,2,0.4823529411764706,0.5280898876404494
friday jul 12,W,CHC,PIT,-1,2,0.5222222222222223,0.4943820224719101
saturday jul 13,W,CHC,PIT,1,-1,0.5274725274725275,0.4888888888888889
sunday jul 14,W,CHC,PIT,2,-2,0.532608695652174,0.4835164835164835
monday jul 15,L,CHC,CIN,3,-1,0.5376344086021505,0.4666666666666667
tuesday jul 16,W,CHC,CIN,-1,1,0.5319148936170213,0.4725274725274725
wednesday jul 17,W,CHC,CIN,1,-1,0.5368421052631579,0.4673913043478261
friday jul 19,W,CHC,SDP,2,-1,0.5416666666666666,0.4791666666666667
saturday jul 20,W,CHC,SDP,3,-2,0.5463917525773195,0.4742268041237113
sunday jul 21,L,CHC,SDP,4,-3,0.5510204081632653,0.4693877551020408
monday jul 22,W,SFG,CHC,1,-1,0.5,0.5454545454545454
tuesday jul 23,W,SFG,CHC,2,-2,0.504950495049505,0.54
wednesday jul 24,L,SFG,CHC,3,-3,0.5098039215686274,0.5346534653465347
thursday aug 8,L,CIN,CHC,3,1,0.4821428571428572,0.543859649122807
friday aug 9,W,CIN,CHC,-1,2,0.4778761061946903,0.5478260869565217
saturday aug 10,W,CIN,CHC,1,-1,0.4824561403508772,0.5431034482758621
sunday aug 11,L,CIN,CHC,2,-2,0.4869565217391305,0.5384615384615384
tuesday aug 13,W,PHI,CHC,-2,1,0.5084745762711864,0.5423728813559322
wednesday aug 14,W,PHI,CHC,1,-1,0.5126050420168067,0.5378151260504201
thursday aug 15,W,PHI,CHC,2,-2,0.5166666666666667,0.5333333333333333
friday aug 16,W,PIT,CHC,-1,-3,0.4166666666666667,0.5289256198347108
saturday aug 17,L,PIT,CHC,1,-4,0.4214876033057851,0.5245901639344263
sunday aug 18,L,PIT,CHC,-1,1,0.4180327868852459,0.5284552845528455
tuesday aug 20,W,CHC,SFG,2,-1,0.532258064516129,0.504
wednesday aug 21,W,CHC,SFG,3,-2,0.536,0.5
thursday aug 22,W,CHC,SFG,4,-3,0.5396825396825397,0.4960629921259842
friday aug 23,L,CHC,WSN,5,2,0.5433070866141733,0.5511811023622047
saturday aug 24,L,CHC,WSN,-1,3,0.5390625,0.5546875
sunday aug 25,L,CHC,WSN,-2,4,0.5348837209302325,0.5581395348837209
tuesday aug 27,L,NYM,CHC,-3,-3,0.5153846153846153,0.5307692307692308
wednesday aug 28,L,NYM,CHC,-4,1,0.5114503816793893,0.5343511450381679
thursday aug 29,L,NYM,CHC,-5,2,0.5075757575757576,0.5378787878787878
monday sep 2,W,CHC,SEA,-2,1,0.5367647058823529,0.42028985507246375
tuesday sep 3,W,CHC,SEA,1,-1,0.5401459854014599,0.4172661870503597
monday sep 9,L,SDP,CHC,2,-3,0.4647887323943662,0.5352112676056338
tuesday sep 10,W,SDP,CHC,-1,1,0.4615384615384616,0.5384615384615384
wednesday sep 11,W,SDP,CHC,1,-1,0.4652777777777778,0.5347222222222222
thursday sep 12,L,SDP,CHC,2,-2,0.4689655172413793,0.5310344827586206
friday sep 13,W,CHC,PIT,1,2,0.5342465753424658,0.4421768707482993
saturday sep 14,W,CHC,PIT,2,-1,0.5374149659863946,0.4391891891891892
sunday sep 15,W,CHC,PIT,3,-2,0.5405405405405406,0.436241610738255
monday sep 16,W,CHC,CIN,4,1,0.5436241610738255,0.4666666666666667
tuesday sep 17,L,CHC,CIN,5,-1,0.5466666666666666,0.4635761589403973
wednesday sep 18,L,CHC,CIN,-1,1,0.543046357615894,0.4671052631578948
tuesday sep 24,W,PIT,CHC,-9,-6,0.4166666666666667,0.5256410256410257
wednesday sep 25,W,PIT,CHC,1,-7,0.4203821656050956,0.5222929936305732
thursday sep 26,W,PIT,CHC,2,-8,0.4240506329113924,0.5189873417721519
thursday mar 28,W,LAD,ARI,0,0,0.0,0.0
friday mar 29,L,LAD,ARI,1,-1,1.0,0.0
saturday mar 30,W,LAD,ARI,-1,1,0.5,0.5
sunday mar 31,W,LAD,ARI,1,-1,0.6666666666666666,0.3333333333333333
monday apr 1,L,SDP,ARI,1,-2,0.75,0.25
tuesday apr 2,L,SDP,ARI,-1,1,0.6,0.4
wednesday apr 3,W,SDP,ARI,-2,2,0.5,0.5
friday apr 5,W,ARI,BOS,-1,-1,0.42857142857142855,0.75
saturday apr 6,W,ARI,BOS,1,-2,0.5,0.7777777777777778
sunday apr 7,L,ARI,BOS,2,-3,0.5555555555555556,0.8
tuesday apr 9,W,ARI,TEX,-1,-3,0.5,0.5
wednesday apr 10,L,ARI,TEX,1,-4,0.5454545454545454,0.4545454545454545
thursday apr 11,L,ARI,SDP,-1,1,0.5,0.6153846153846154
friday apr 12,L,ARI,SDP,-2,2,0.4615384615384616,0.6428571428571429
saturday apr 13,L,ARI,SDP,-3,3,0.42857142857142855,0.6666666666666666
sunday apr 14,W,ARI,SDP,-4,4,0.4,0.6875
monday apr 22,L,PIT,ARI,-1,-1,0.631578947368421,0.5
tuesday apr 23,L,PIT,ARI,-2,1,0.6,0.5217391304347826
wednesday apr 24,L,PIT,ARI,-3,2,0.5714285714285714,0.5416666666666666
thursday apr 25,L,PIT,ARI,-4,3,0.5454545454545454,0.56
tuesday apr 30,W,ARI,NYY,-2,3,0.5517241379310345,0.6071428571428571
wednesday may 1,W,ARI,NYY,1,-1,0.5666666666666667,0.5862068965517241
friday may 3,L,COL,ARI,2,2,0.46875,0.5806451612903226
saturday may 4,L,COL,ARI,-1,3,0.4545454545454545,0.59375
sunday may 5,W,COL,ARI,-2,4,0.4411764705882353,0.6060606060606061
monday may 6,W,TBR,ARI,-1,-1,0.6363636363636364,0.5882352941176471
tuesday may 7,W,TBR,ARI,1,-2,0.6470588235294118,0.5714285714285714
wednesday may 8,L,TBR,ARI,2,-3,0.6571428571428571,0.5555555555555556
monday may 13,W,ARI,PIT,-3,3,0.5365853658536586,0.5405405405405406
tuesday may 14,L,ARI,PIT,1,-1,0.5476190476190477,0.5263157894736842
wednesday may 15,W,ARI,PIT,-1,1,0.5348837209302325,0.5384615384615384
friday may 17,W,ARI,SFG,1,1,0.5454545454545454,0.42857142857142855
saturday may 18,L,ARI,SFG,2,-1,0.5555555555555556,0.4186046511627907
sunday may 19,L,ARI,SFG,-1,1,0.5434782608695652,0.4318181818181818
monday may 20,W,SDP,ARI,-3,-2,0.4893617021276596,0.5319148936170213
tuesday may 21,W,SDP,ARI,1,-3,0.5,0.5208333333333334
wednesday may 22,W,SDP,ARI,2,-4,0.5102040816326531,0.5102040816326531
friday may 24,L,SFG,ARI,-2,-5,0.42857142857142855,0.5
saturday may 25,L,SFG,ARI,-3,1,0.42,0.5098039215686274
sunday may 26,L,SFG,ARI,-4,2,0.4117647058823529,0.5192307692307693
monday may 27,W,COL,ARI,1,3,0.4705882352941176,0.5283018867924528
tuesday may 28,W,COL,ARI,2,-1,0.4807692307692308,0.5185185185185185
wednesday may 29,W,COL,ARI,3,-2,0.490566037735849,0.509090909090909
thursday may 30,W,COL,ARI,4,-3,0.5,0.5
friday may 31,L,ARI,NYM,-4,-2,0.4912280701754386,0.4821428571428572
saturday jun 1,W,ARI,NYM,-5,1,0.4827586206896552,0.4912280701754386
sunday jun 2,W,ARI,NYM,1,-1,0.4915254237288136,0.4827586206896552
monday jun 3,L,ARI,LAD,2,5,0.5,0.6833333333333333
tuesday jun 4,L,ARI,LAD,-1,6,0.4918032786885246,0.6885245901639344
wednesday jun 5,W,ARI,LAD,-2,7,0.4838709677419355,0.6935483870967742
monday jun 10,L,PHI,ARI,-1,4,0.5692307692307692,0.5151515151515151
tuesday jun 11,W,PHI,ARI,-2,5,0.5606060606060606,0.5223880597014925
wednesday jun 12,L,PHI,ARI,1,-1,0.5671641791044776,0.5147058823529411
thursday jun 13,L,WSN,ARI,-1,1,0.4626865671641791,0.5217391304347826
friday jun 14,W,WSN,ARI,-2,2,0.4558823529411765,0.5285714285714286
saturday jun 15,L,WSN,ARI,1,-1,0.463768115942029,0.5211267605633803
sunday jun 16,W,WSN,ARI,-1,1,0.4571428571428571,0.5277777777777778
tuesday jun 18,L,ARI,COL,-1,-1,0.5205479452054794,0.5211267605633803
wednesday jun 19,L,ARI,COL,-2,1,0.5135135135135135,0.5277777777777778
thursday jun 20,L,ARI,COL,-3,2,0.5066666666666667,0.5342465753424658
friday jun 21,L,ARI,SFG,-4,-3,0.5,0.4246575342465753
saturday jun 22,L,ARI,SFG,-5,1,0.4935064935064935,0.4324324324324325
sunday jun 23,W,ARI,SFG,-6,2,0.4871794871794872,0.44
monday jun 24,W,ARI,LAD,1,6,0.4936708860759494,0.6835443037974683
tuesday jun 25,L,ARI,LAD,2,-1,0.5,0.675
wednesday jun 26,W,ARI,LAD,-1,1,0.4938271604938271,0.6790123456790124
thursday jun 27,L,SFG,ARI,-1,1,0.4303797468354431,0.5
friday jun 28,W,SFG,ARI,-2,2,0.425,0.5060240963855421
saturday jun 29,L,SFG,ARI,1,-1,0.4320987654320987,0.5
sunday jun 30,W,SFG,ARI,-1,1,0.4268292682926829,0.5058823529411764
tuesday jul 2,W,LAD,ARI,1,-1,0.6627906976744186,0.5
wednesday jul 3,W,LAD,ARI,2,-2,0.6666666666666666,0.4942528735632184
friday jul 5,W,ARI,COL,-3,-3,0.4886363636363637,0.5116279069767442
saturday jul 6,W,ARI,COL,1,-4,0.4943820224719101,0.5057471264367817
sunday jul 7,W,ARI,COL,2,-5,0.5,0.5
tuesday jul 16,L,TEX,ARI,-2,-2,0.5319148936170213,0.5
wednesday jul 17,L,TEX,ARI,-3,1,0.5263157894736842,0.5052631578947369
monday jul 22,W,ARI,BAL,-2,1,0.5,0.3163265306122449
tuesday jul 23,L,ARI,BAL,1,-1,0.504950495049505,0.31313131313131315
wednesday jul 24,W,ARI,BAL,-1,1,0.5,0.32
friday jul 26,W,MIA,ARI,2,1,0.38,0.5048543689320388
saturday jul 27,L,MIA,ARI,3,-1,0.38613861386138615,0.5
sunday jul 28,W,MIA,ARI,-1,1,0.38235294117647056,0.5047619047619047
monday jul 29,W,MIA,ARI,1,-1,0.3883495145631068,0.5
tuesday jul 30,L,NYY,ARI,1,-2,0.6380952380952379,0.4953271028037383
wednesday jul 31,W,NYY,ARI,-1,1,0.6320754716981132,0.5
friday aug 2,L,ARI,WSN,-1,-2,0.4954128440366973,0.5277777777777778
saturday aug 3,W,ARI,WSN,-2,1,0.4909090909090909,0.5321100917431193
sunday aug 4,W,ARI,WSN,1,-1,0.4954954954954955,0.5272727272727272
monday aug 5,L,ARI,PHI,2,-1,0.5,0.5225225225225225
tuesday aug 6,W,ARI,PHI,-1,1,0.4955752212389381,0.5267857142857143
wednesday aug 7,W,ARI,PHI,1,-1,0.5,0.5221238938053098
friday aug 9,L,LAD,ARI,5,2,0.6581196581196581,0.5043478260869565
saturday aug 10,W,LAD,ARI,-1,3,0.652542372881356,0.5086206896551724
sunday aug 11,W,LAD,ARI,1,-1,0.6554621848739496,0.5042735042735043
monday aug 12,L,COL,ARI,1,-2,0.4491525423728814,0.5
tuesday aug 13,L,COL,ARI,-1,1,0.4453781512605042,0.5042016806722689
wednesday aug 14,W,COL,ARI,-2,2,0.44166666666666665,0.5083333333333333
thursday aug 15,L,ARI,SFG,-1,-1,0.5041322314049587,0.4958677685950413
friday aug 16,L,ARI,SFG,-2,1,0.5,0.5
saturday aug 17,L,ARI,SFG,-3,2,0.4959349593495935,0.5040650406504065
sunday aug 18,W,ARI,SFG,-4,3,0.4919354838709678,0.5080645161290323
monday aug 19,W,ARI,COL,1,4,0.496,0.4596774193548387
tuesday aug 20,W,ARI,COL,2,-1,0.5,0.456
wednesday aug 21,L,ARI,COL,3,-2,0.5039370078740157,0.4523809523809524
monday aug 26,L,SFG,ARI,2,1,0.5,0.4961832061068702
tuesday aug 27,L,SFG,ARI,-1,2,0.4961832061068702,0.5
thursday aug 29,W,ARI,LAD,3,2,0.5037593984962406,0.6518518518518519
friday aug 30,W,ARI,LAD,4,-1,0.5074626865671642,0.6470588235294118
saturday aug 31,W,ARI,LAD,5,-2,0.5111111111111111,0.6423357664233577
sunday sep 1,L,ARI,LAD,6,-3,0.5147058823529411,0.6376811594202898
monday sep 2,W,ARI,SDP,-1,2,0.5109489051094891,0.4705882352941176
tuesday sep 3,W,ARI,SDP,1,-1,0.5144927536231884,0.4671532846715328
wednesday sep 4,W,ARI,SDP,2,-2,0.5179856115107914,0.463768115942029
friday sep 6,L,CIN,ARI,2,3,0.4680851063829787,0.5214285714285715
saturday sep 7,L,CIN,ARI,-1,4,0.4647887323943662,0.524822695035461
sunday sep 8,W,CIN,ARI,-2,5,0.4615384615384616,0.528169014084507
monday sep 9,W,NYM,ARI,-2,-1,0.5070422535211268,0.5244755244755245
tuesday sep 10,W,NYM,ARI,1,-2,0.5104895104895105,0.5208333333333334
wednesday sep 11,W,NYM,ARI,2,-3,0.5138888888888888,0.5172413793103449
thursday sep 12,W,NYM,ARI,3,-4,0.5172413793103449,0.5136986301369864
friday sep 13,L,ARI,CIN,-5,1,0.5102040816326531,0.4625850340136055
saturday sep 14,W,ARI,CIN,-6,2,0.5067567567567568,0.4662162162162162
sunday sep 15,L,ARI,CIN,1,-1,0.5100671140939598,0.4630872483221477
monday sep 16,W,ARI,MIA,-1,-1,0.5066666666666667,0.348993288590604
tuesday sep 17,L,ARI,MIA,1,-2,0.5099337748344371,0.3466666666666667
wednesday sep 18,W,ARI,MIA,-1,1,0.506578947368421,0.3509933774834437
friday sep 20,L,SDP,ARI,-1,1,0.4509803921568628,0.5098039215686274
saturday sep 21,L,SDP,ARI,-2,2,0.44805194805194803,0.512987012987013
sunday sep 22,W,SDP,ARI,-3,3,0.4451612903225807,0.5161290322580645
friday sep 27,W,ARI,SDP,2,-3,0.5157232704402516,0.440251572327044
saturday sep 28,W,ARI,SDP,3,-4,0.51875,0.4375
sunday sep 29,W,ARI,SDP,4,-5,0.5217391304347826,0.43478260869565216
monday apr 1,L,LAD,SFG,2,-1,0.75,0.25
tuesday apr 2,W,LAD,SFG,-1,1,0.6,0.4
wednesday apr 3,W,LAD,SFG,1,-1,0.6666666666666666,0.3333333333333333
friday apr 5,L,COL,LAD,1,2,0.42857142857142855,0.7142857142857143
saturday apr 6,L,COL,LAD,-1,3,0.375,0.75
sunday apr 7,L,COL,LAD,-2,4,0.3333333333333333,0.7777777777777778
monday apr 15,W,LAD,CIN,1,-1,0.5294117647058824,0.35714285714285715
tuesday apr 16,W,LAD,CIN,2,-2,0.5555555555555556,0.3333333333333333
