Date,Home_Win,Home,Away,Win Percent Delta,Streak Delta
monday jul 15,W,STL,PIT,0.02723363592928807,5
tuesday jul 16,L,STL,PIT,0.037751285647498856,7
wednesday jul 17,W,STL,PIT,0.026652939830702327,-2
thursday jul 18,L,CIN,STL,-0.048272706474491,-3
friday jul 19,L,CIN,STL,-0.05834266517357228,-5
saturday jul 20,W,CIN,STL,-0.06820175438596487,-7
sunday jul 21,L,CIN,STL,-0.057130584192439826,2
monday jul 22,L,PIT,STL,-0.05102040816326536,-2
tuesday jul 23,L,PIT,STL,-0.06060606060606072,-4
wednesday jul 24,L,PIT,STL,-0.07,-6
thursday jul 25,L,PIT,STL,-0.07920792079207928,-8
tuesday jul 30,W,STL,CHC,0.0,-3
wednesday jul 31,L,STL,CHC,0.009433962264150941,2
thursday aug 1,W,STL,CHC,0.0,-2
monday aug 5,W,LAD,STL,0.12185007974481665,4
tuesday aug 6,W,LAD,STL,0.12965139052095576,6
wednesday aug 7,W,LAD,STL,0.13731527093596052,8
friday aug 9,W,STL,PIT,0.09222170470423852,0
saturday aug 10,W,STL,PIT,0.10015255530129674,7
sunday aug 11,W,STL,PIT,0.10794602698650668,9
tuesday aug 13,L,KCR,STL,-0.16752873563218396,-1
wednesday aug 14,L,KCR,STL,-0.17454262908808366,-5
thursday aug 15,W,CIN,STL,-0.0633100697906282,-9
friday aug 16,L,CIN,STL,-0.05441176470588238,2
saturday aug 17,W,CIN,STL,-0.06225895316804403,-2
sunday aug 18,L,CIN,STL,-0.05351578376913696,2
thursday aug 22,W,STL,COL,0.07930708661417324,-2
friday aug 23,W,STL,COL,0.08655753968253965,2
saturday aug 24,W,STL,COL,0.09369468351339805,4
sunday aug 25,W,STL,COL,0.10072115384615382,6
saturday aug 31 (1),W,STL,CIN,0.07934609250398716,0
saturday aug 31 (2),W,STL,CIN,0.08624172371226568,3
sunday sep 1 (1),W,STL,CIN,0.09303482587064671,5
sunday sep 1 (2),L,STL,CIN,0.09972766884531592,7
monday sep 2,W,STL,SFG,0.0735294117647059,1
tuesday sep 3,W,STL,SFG,0.08029197080291961,4
wednesday sep 4,L,STL,SFG,0.08695652173913038,6
thursday sep 5,W,STL,SFG,0.07913669064748202,-2
friday sep 6,W,PIT,STL,-0.12857142857142856,-2
saturday sep 7,L,PIT,STL,-0.12056737588652483,2
sunday sep 8,L,PIT,STL,-0.1267605633802818,-2
tuesday sep 10,W,COL,STL,-0.14976689976689977,-4
wednesday sep 11,W,COL,STL,-0.1418103448275862,2
thursday sep 12,L,COL,STL,-0.1339631554085971,4
monday sep 16,W,STL,WSN,0.002992925811717728,-3
tuesday sep 17,L,STL,WSN,0.009664429530201413,2
wednesday sep 18,W,STL,WSN,0.002958057395143432,-2
thursday sep 19,L,CHC,STL,-0.019736842105263164,-3
friday sep 20,L,CHC,STL,-0.02614379084967322,-5
saturday sep 21,L,CHC,STL,-0.032467532467532534,-7
sunday sep 22,L,CHC,STL,-0.03870967741935483,-9
monday sep 23,L,ARI,STL,-0.05769230769230771,-6
tuesday sep 24,W,ARI,STL,-0.06369426751592355,-8
wednesday sep 25,W,ARI,STL,-0.05696202531645578,2
friday sep 27,L,STL,CHC,0.05031446540880502,7
saturday sep 28,L,STL,CHC,0.043749999999999956,-4
sunday sep 29,W,STL,CHC,0.037267080745341574,-6
thursday mar 28,L,TEX,CHC,0.0,0
saturday mar 30,W,TEX,CHC,-0.5,-2
sunday mar 31,W,TEX,CHC,0.0,2
monday apr 8,W,CHC,PIT,0.1527777777777778,-5
wednesday apr 10,L,CHC,PIT,0.14444444444444438,2
thursday apr 11,W,CHC,PIT,0.12727272727272732,-2
monday apr 15,L,MIA,CHC,-0.3928571428571429,0
tuesday apr 16,L,MIA,CHC,-0.3647058823529412,-3
wednesday apr 17,L,MIA,CHC,-0.3402777777777778,-5
friday apr 19,W,CHC,ARI,0.003095975232198178,-1
saturday apr 20,L,CHC,ARI,0.0,5
sunday apr 21,W,CHC,ARI,0.0025062656641603454,-2
tuesday apr 23,W,CHC,LAD,-0.125,0
wednesday apr 24,W,CHC,LAD,-0.12380952380952376,3
thursday apr 25,L,CHC,LAD,-0.1223776223776224,5
friday apr 26,W,ARI,CHC,0.09866220735785947,5
saturday apr 27,L,ARI,CHC,0.09259259259259256,7
sunday apr 28,L,ARI,CHC,0.05142857142857138,-2
tuesday apr 30,L,SEA,CHC,0.042183622828784184,-4
wednesday may 1,L,SEA,CHC,0.00694444444444442,-6
monday may 6,L,CHC,MIA,0.3401759530791789,10
tuesday may 7,W,CHC,MIA,0.29963235294117646,-2
wednesday may 8,W,CHC,MIA,0.3203463203463204,2
thursday may 9,W,CHC,MIA,0.33986928104575165,4
tuesday may 14,L,CIN,CHC,-0.19255455712451863,-3
wednesday may 15,W,CIN,CHC,-0.21245421245421253,-5
thursday may 16,W,CIN,CHC,-0.18313953488372092,2
friday may 17,L,WSN,CHC,-0.19115144639818488,4
saturday may 18,W,WSN,CHC,-0.20995670995670995,-2
sunday may 19,L,WSN,CHC,-0.18242894056847542,2
monday may 20,L,CHC,PHI,0.02667984189723316,-2
tuesday may 21,W,CHC,PHI,0.004255319148936176,-5
wednesday may 22,W,CHC,PHI,0.025362318840579712,2
thursday may 23,L,CHC,PHI,0.045592705167173286,4
friday may 24,L,CHC,CIN,0.15518707482993194,0
saturday may 25,W,CHC,CIN,0.13183673469387752,-3
sunday may 26,L,CHC,CIN,0.14901960784313717,2
tuesday jun 4,W,CHC,COL,0.017241379310344862,-7
wednesday jun 5,W,CHC,COL,0.03389830508474567,3
thursday jun 6,L,CHC,COL,0.04999999999999993,5
monday jun 10,W,COL,CHC,-0.0625,-5
tuesday jun 11,W,COL,CHC,-0.0461538461538461,2
wednesday jun 12,L,COL,CHC,-0.030303030303030276,4
thursday jun 13,W,LAD,CHC,0.09460052677787534,-3
friday jun 14,W,LAD,CHC,0.10784313725490191,2
saturday jun 15,L,LAD,CHC,0.12070393374741195,4
sunday jun 16,W,LAD,CHC,0.10482897384305834,-2
tuesday jun 18,L,CHC,CHW,0.06358148893360166,1
wednesday jun 19,W,CHC,CHW,0.048708920187793325,-3
thursday jun 20,W,CHC,NYM,0.074972232506479,2
friday jun 21,L,CHC,NYM,0.08738738738738738,4
saturday jun 22,L,CHC,NYM,0.07298245614035082,-2
sunday jun 23,W,CHC,NYM,0.058954203691045814,-4
friday jun 28,W,CIN,CHC,-0.08167141500474823,-5
saturday jun 29,L,CIN,CHC,-0.06823093547391179,2
sunday jun 30,W,CIN,CHC,-0.07966867469879513,-2
monday jul 1,W,PIT,CHC,-0.06010452961672469,-1
tuesday jul 2,W,PIT,CHC,-0.04748405386250887,3
wednesday jul 3,W,PIT,CHC,-0.03516057585825033,5
thursday jul 4,L,PIT,CHC,-0.023123732251521256,7
saturday jul 6,L,CHW,CHC,-0.034632034632034625,-2
sunday jul 7,W,CHW,CHC,-0.0457369464639788,-4
friday jul 12,W,CHC,PIT,0.027840199750312156,-3
saturday jul 13,W,CHC,PIT,0.03858363858363861,2
sunday jul 14,W,CHC,PIT,0.04909221213569043,4
monday jul 15,L,CHC,CIN,0.07096774193548383,4
tuesday jul 16,W,CHC,CIN,0.05938742108954875,-2
wednesday jul 17,W,CHC,CIN,0.06945080091533179,2
friday jul 19,W,CHC,SDP,0.062499999999999944,3
saturday jul 20,W,CHC,SDP,0.07216494845360821,5
sunday jul 21,L,CHC,SDP,0.08163265306122447,7
monday jul 22,W,SFG,CHC,-0.045454545454545414,2
tuesday jul 23,W,SFG,CHC,-0.03504950495049508,4
wednesday jul 24,L,SFG,CHC,-0.024849543777907268,6
thursday aug 8,L,CIN,CHC,-0.06171679197994984,2
friday aug 9,W,CIN,CHC,-0.0699499807618314,-3
saturday aug 10,W,CIN,CHC,-0.060647307924984906,2
sunday aug 11,L,CIN,CHC,-0.051505016722407926,4
tuesday aug 13,W,PHI,CHC,-0.03389830508474578,-3
wednesday aug 14,W,PHI,CHC,-0.025210084033613467,2
thursday aug 15,W,PHI,CHC,-0.016666666666666607,4
friday aug 16,W,PIT,CHC,-0.11225895316804407,2
saturday aug 17,L,PIT,CHC,-0.10310256062864115,5
sunday aug 18,L,PIT,CHC,-0.1104224976675996,-2
tuesday aug 20,W,CHC,SFG,0.028258064516129,3
wednesday aug 21,W,CHC,SFG,0.03600000000000003,5
thursday aug 22,W,CHC,SFG,0.04361954755655545,7
friday aug 23,L,CHC,WSN,-0.007874015748031482,3
saturday aug 24,L,CHC,WSN,-0.015625,-4
sunday aug 25,L,CHC,WSN,-0.023255813953488413,-6
tuesday aug 27,L,NYM,CHC,-0.015384615384615441,0
wednesday aug 28,L,NYM,CHC,-0.022900763358778664,-5
thursday aug 29,L,NYM,CHC,-0.030303030303030276,-7
monday sep 2,W,CHC,SEA,0.11647485080988917,-3
tuesday sep 3,W,CHC,SEA,0.12287979835110013,2
monday sep 9,L,SDP,CHC,-0.07042253521126757,5
tuesday sep 10,W,SDP,CHC,-0.07692307692307682,-2
wednesday sep 11,W,SDP,CHC,-0.06944444444444442,2
thursday sep 12,L,SDP,CHC,-0.06206896551724134,4
friday sep 13,W,CHC,PIT,0.09206970459416647,-1
saturday sep 14,W,CHC,PIT,0.0982257767972054,3
sunday sep 15,W,CHC,PIT,0.10429892980228556,5
monday sep 16,W,CHC,CIN,0.07695749440715882,3
tuesday sep 17,L,CHC,CIN,0.08309050772626936,6
wednesday sep 18,L,CHC,CIN,0.07594109445799924,-2
tuesday sep 24,W,PIT,CHC,-0.10897435897435898,-3
wednesday sep 25,W,PIT,CHC,-0.10191082802547763,8
thursday sep 26,W,PIT,CHC,-0.0949367088607595,10
thursday mar 28,W,LAD,ARI,0.0,0
friday mar 29,L,LAD,ARI,1.0,2
saturday mar 30,W,LAD,ARI,0.0,-2
sunday mar 31,W,LAD,ARI,0.3333333333333333,2
monday apr 1,L,SDP,ARI,0.5,3
tuesday apr 2,L,SDP,ARI,0.19999999999999996,-2
wednesday apr 3,W,SDP,ARI,0.0,-4
friday apr 5,W,ARI,BOS,-0.32142857142857145,0
saturday apr 6,W,ARI,BOS,-0.2777777777777778,3
sunday apr 7,L,ARI,BOS,-0.24444444444444446,5
tuesday apr 9,W,ARI,TEX,0.0,2
wednesday apr 10,L,ARI,TEX,0.09090909090909094,5
thursday apr 11,L,ARI,SDP,-0.11538461538461542,-2
friday apr 12,L,ARI,SDP,-0.18131868131868129,-4
saturday apr 13,L,ARI,SDP,-0.23809523809523808,-6
sunday apr 14,W,ARI,SDP,-0.2875,-8
monday apr 22,L,PIT,ARI,0.13157894736842102,0
tuesday apr 23,L,PIT,ARI,0.07826086956521738,-3
wednesday apr 24,L,PIT,ARI,0.029761904761904767,-5
thursday apr 25,L,PIT,ARI,-0.014545454545454639,-7
tuesday apr 30,W,ARI,NYY,-0.05541871921182262,-5
wednesday may 1,W,ARI,NYY,-0.019540229885057436,2
friday may 3,L,COL,ARI,-0.11189516129032262,0
saturday may 4,L,COL,ARI,-0.13920454545454553,-4
sunday may 5,W,COL,ARI,-0.1648841354723708,-6
monday may 6,W,TBR,ARI,0.048128342245989275,0
tuesday may 7,W,TBR,ARI,0.0756302521008404,3
wednesday may 8,L,TBR,ARI,0.10158730158730156,5
monday may 13,W,ARI,PIT,-0.0039551746868820015,-6
tuesday may 14,L,ARI,PIT,0.02130325814536349,2
wednesday may 15,W,ARI,PIT,-0.003577817531305927,-2
friday may 17,W,ARI,SFG,0.11688311688311687,0
saturday may 18,L,ARI,SFG,0.13695090439276486,3
sunday may 19,L,ARI,SFG,0.11166007905138337,-2
monday may 20,W,SDP,ARI,-0.04255319148936165,-1
tuesday may 21,W,SDP,ARI,-0.02083333333333337,4
wednesday may 22,W,SDP,ARI,0.0,6
friday may 24,L,SFG,ARI,-0.07142857142857145,3
saturday may 25,L,SFG,ARI,-0.08980392156862743,-4
sunday may 26,L,SFG,ARI,-0.10746606334841635,-6
monday may 27,W,COL,ARI,-0.05771365149833524,-2
tuesday may 28,W,COL,ARI,-0.03774928774928771,3
wednesday may 29,W,COL,ARI,-0.018524871355060035,5
thursday may 30,W,COL,ARI,0.0,7
friday may 31,L,ARI,NYM,0.009085213032581418,-2
saturday jun 1,W,ARI,NYM,-0.008469449485783431,-6
sunday jun 2,W,ARI,NYM,0.008766803039158388,2
monday jun 3,L,ARI,LAD,-0.18333333333333335,-3
tuesday jun 4,L,ARI,LAD,-0.19672131147540983,-7
wednesday jun 5,W,ARI,LAD,-0.20967741935483875,-9
monday jun 10,L,PHI,ARI,0.05407925407925407,-5
tuesday jun 11,W,PHI,ARI,0.03821800090456806,-7
wednesday jun 12,L,PHI,ARI,0.05245829675153646,2
thursday jun 13,L,WSN,ARI,-0.059052563270603486,-2
friday jun 14,W,WSN,ARI,-0.07268907563025206,-4
saturday jun 15,L,WSN,ARI,-0.05735864462135126,2
sunday jun 16,W,WSN,ARI,-0.07063492063492072,-2
tuesday jun 18,L,ARI,COL,-0.0005788153579008304,0
wednesday jun 19,L,ARI,COL,-0.014264264264264304,-3
thursday jun 20,L,ARI,COL,-0.02757990867579907,-5
friday jun 21,L,ARI,SFG,0.07534246575342468,-1
saturday jun 22,L,ARI,SFG,0.06107406107406099,-6
sunday jun 23,W,ARI,SFG,0.04717948717948722,-8
monday jun 24,W,ARI,LAD,-0.18987341772151894,-5
tuesday jun 25,L,ARI,LAD,-0.17500000000000004,3
wednesday jun 26,W,ARI,LAD,-0.18518518518518529,-2
thursday jun 27,L,SFG,ARI,-0.06962025316455689,-2
friday jun 28,W,SFG,ARI,-0.08102409638554214,-4
saturday jun 29,L,SFG,ARI,-0.06790123456790131,2
sunday jun 30,W,SFG,ARI,-0.07905308464849353,-2
tuesday jul 2,W,LAD,ARI,0.16279069767441856,2
wednesday jul 3,W,LAD,ARI,0.17241379310344823,4
friday jul 5,W,ARI,COL,-0.022991543340380505,0
saturday jul 6,W,ARI,COL,-0.011365103964871559,5
sunday jul 7,W,ARI,COL,0.0,7
tuesday jul 16,L,TEX,ARI,0.03191489361702127,0
wednesday jul 17,L,TEX,ARI,0.021052631578947323,-4
monday jul 22,W,ARI,BAL,0.18367346938775508,-3
tuesday jul 23,L,ARI,BAL,0.1918191819181918,2
wednesday jul 24,W,ARI,BAL,0.18,-2
friday jul 26,W,MIA,ARI,-0.12485436893203883,1
saturday jul 27,L,MIA,ARI,-0.11386138613861385,4
sunday jul 28,W,MIA,ARI,-0.12240896358543418,-2
monday jul 29,W,MIA,ARI,-0.11165048543689321,2
tuesday jul 30,L,NYY,ARI,0.14276813529149962,3
wednesday jul 31,W,NYY,ARI,0.13207547169811318,-2
friday aug 2,L,ARI,WSN,-0.032364933741080515,1
saturday aug 3,W,ARI,WSN,-0.04120100083402839,-3
sunday aug 4,W,ARI,WSN,-0.03177723177723174,2
monday aug 5,L,ARI,PHI,-0.022522522522522515,3
tuesday aug 6,W,ARI,PHI,-0.0312104930467762,-2
wednesday aug 7,W,ARI,PHI,-0.02212389380530977,2
friday aug 9,L,LAD,ARI,0.15377183203270162,3
saturday aug 10,W,LAD,ARI,0.1439216832261836,-4
sunday aug 11,W,LAD,ARI,0.15118868060044532,2
monday aug 12,L,COL,ARI,-0.05084745762711862,3
tuesday aug 13,L,COL,ARI,-0.05882352941176472,-2
wednesday aug 14,W,COL,ARI,-0.06666666666666665,-4
thursday aug 15,L,ARI,SFG,0.008264462809917383,0
friday aug 16,L,ARI,SFG,0.0,-3
saturday aug 17,L,ARI,SFG,-0.008130081300812997,-5
sunday aug 18,W,ARI,SFG,-0.016129032258064446,-7
monday aug 19,W,ARI,COL,0.036322580645161306,-3
tuesday aug 20,W,ARI,COL,0.043999999999999984,3
wednesday aug 21,L,ARI,COL,0.05155605549306336,5
monday aug 26,L,SFG,ARI,0.0038167938931297773,1
tuesday aug 27,L,SFG,ARI,-0.0038167938931297773,-3
thursday aug 29,W,ARI,LAD,-0.14809245335561128,1
friday aug 30,W,ARI,LAD,-0.1395961369622476,5
saturday aug 31,W,ARI,LAD,-0.13122465531224659,7
sunday sep 1,L,ARI,LAD,-0.12297527706734868,9
monday sep 2,W,ARI,SDP,0.04036066981537151,-3
tuesday sep 3,W,ARI,SDP,0.04733946895165558,2
wednesday sep 4,W,ARI,SDP,0.054217495568762375,4
friday sep 6,L,CIN,ARI,-0.053343465045592786,-1
saturday sep 7,L,CIN,ARI,-0.060033962641094785,-5
sunday sep 8,W,CIN,ARI,-0.06663055254604539,-7
monday sep 9,W,NYM,ARI,-0.017433270954397728,-1
tuesday sep 10,W,NYM,ARI,-0.010343822843822847,3
wednesday sep 11,W,NYM,ARI,-0.0033524904214560225,5
thursday sep 12,W,NYM,ARI,0.003542749173358506,7
friday sep 13,L,ARI,CIN,0.04761904761904756,-6
saturday sep 14,W,ARI,CIN,0.040540540540540626,-8
sunday sep 15,L,ARI,CIN,0.04697986577181207,2
monday sep 16,W,ARI,MIA,0.15767337807606274,0
tuesday sep 17,L,ARI,MIA,0.16326710816777046,3
wednesday sep 18,W,ARI,MIA,0.1555855698849773,-2
friday sep 20,L,SDP,ARI,-0.05882352941176461,-2
saturday sep 21,L,SDP,ARI,-0.06493506493506501,-4
sunday sep 22,W,SDP,ARI,-0.07096774193548377,-6
friday sep 27,W,ARI,SDP,0.07547169811320759,5
saturday sep 28,W,ARI,SDP,0.08125000000000004,7
sunday sep 29,W,ARI,SDP,0.08695652173913043,9
monday apr 1,L,LAD,SFG,0.5,3
tuesday apr 2,W,LAD,SFG,0.19999999999999996,-2
wednesday apr 3,W,LAD,SFG,0.3333333333333333,2
friday apr 5,L,COL,LAD,-0.28571428571428575,-1
saturday apr 6,L,COL,LAD,-0.375,-4
sunday apr 7,L,COL,LAD,-0.4444444444444445,-6
monday apr 15,W,LAD,CIN,0.1722689075630252,2
tuesday apr 16,W,LAD,CIN,0.22222222222222227,4
wednesday apr 17,W,LAD,CIN,0.26644736842105265,6
friday apr 26,W,LAD,PIT,0.07085346215780997,6
saturday apr 27,W,LAD,PIT,0.1071428571428571,8
sunday apr 28,W,LAD,PIT,0.14068965517241383,10
monday apr 29,W,SFG,LAD,-0.2404761904761904,-7
tuesday apr 30,L,SFG,LAD,-0.1991101223581757,2
wednesday may 1,W,SFG,LAD,-0.22499999999999998,-2
friday may 3,L,SDP,LAD,-0.04356060606060608,2
saturday may 4,L,SDP,LAD,-0.07219251336898402,-2
sunday may 5,W,SDP,LAD,-0.0991596638655462,-4
thursday may 9,L,LAD,WSN,0.2521367521367522,7
friday may 10,W,LAD,WSN,0.21959459459459457,-2
saturday may 11,L,LAD,WSN,0.23940949935815142,2
sunday may 12,W,LAD,WSN,0.20879120879120883,-2
tuesday may 14,W,LAD,SDP,0.09132161089052748,2
wednesday may 15,W,LAD,SDP,0.11255411255411252,4
friday may 17,L,CIN,LAD,-0.18989898989899,-1
saturday may 18,W,CIN,LAD,-0.20772946859903385,-5
sunday may 19,L,CIN,LAD,-0.18177613320999075,2
tuesday may 21,L,TBR,LAD,-0.032196969696969724,-2
wednesday may 22,W,TBR,LAD,-0.05306122448979589,-4
friday may 24,L,PIT,LAD,-0.10808510638297875,2
saturday may 25,L,PIT,LAD,-0.12622549019607843,-2
sunday may 26,L,PIT,LAD,-0.14364207221350078,-4
monday may 27,W,LAD,NYM,0.160377358490566,1
tuesday may 28,L,LAD,NYM,0.17610062893081763,5
wednesday may 29,W,LAD,NYM,0.15454545454545454,-2
thursday may 30,W,LAD,NYM,0.1698051948051948,2
friday may 31,W,LAD,PHI,0.07738095238095233,3
saturday jun 1,W,LAD,PHI,0.09346642468239563,5
sunday jun 2,W,LAD,PHI,0.10900058445353589,7
friday jun 7,W,SFG,LAD,-0.27270361696591205,-1
saturday jun 8,L,SFG,LAD,-0.25252016129032256,3
sunday jun 9,L,SFG,LAD,-0.2642246642246643,-2
monday jun 17,L,LAD,SFG,0.23188405797101447,2
tuesday jun 18,W,LAD,SFG,0.21467710371819954,-2
wednesday jun 19,W,LAD,SFG,0.2255424438523031,2
thursday jun 20,W,LAD,SFG,0.23611111111111105,4
friday jun 21,W,LAD,COL,0.13051209103840677,0
saturday jun 22,W,LAD,COL,0.141991341991342,5
sunday jun 23,W,LAD,COL,0.15317139001349533,7
thursday jun 27,L,COL,LAD,-0.1457317073170732,2
friday jun 28,W,COL,LAD,-0.15618027666220435,-2
saturday jun 29,W,COL,LAD,-0.1422764227642277,2
sunday jun 30,L,COL,LAD,-0.1287030474840538,4
thursday jul 4,W,LAD,SDP,0.18208245243128962,7
friday jul 5,L,LAD,SDP,0.1913986826811313,9
saturday jul 6,L,LAD,SDP,0.17803030303030293,-2
sunday jul 7,L,LAD,SDP,0.16495863686874923,-4
friday jul 12,W,BOS,LAD,-0.10772946859903387,7
saturday jul 13,L,BOS,LAD,-0.09571074087203113,9
sunday jul 14,L,BOS,LAD,-0.10545790934320087,-2
monday jul 15,L,PHI,LAD,-0.13650254668930395,-1
tuesday jul 16,W,PHI,LAD,-0.14561170212765961,-4
wednesday jul 17,L,PHI,LAD,-0.13369506239826368,2
thursday jul 18,W,PHI,LAD,-0.14264455782312924,-2
friday jul 19,W,LAD,MIA,0.2634859230603912,-2
saturday jul 20,W,LAD,MIA,0.2710526315789474,2
sunday jul 21,W,LAD,MIA,0.2784653465346535,4
friday jul 26,L,WSN,LAD,-0.1050150829562595,1
saturday jul 27,L,WSN,LAD,-0.11363846509477582,-3
sunday jul 28,W,WSN,LAD,-0.1220972423802612,-5
monday jul 29,W,COL,LAD,-0.18259566214071593,-1
tuesday jul 30,L,COL,LAD,-0.17159916926272062,3
wednesday jul 31,L,COL,LAD,-0.17923887189942234,-2
thursday aug 1,W,LAD,SDP,0.17816482582837728,3
friday aug 2,L,LAD,SDP,0.18568568568568566,5
saturday aug 3,W,LAD,SDP,0.1749672346002621,-2
sunday aug 4,W,LAD,SDP,0.18238133547868063,2
tuesday aug 13,L,MIA,LAD,-0.2822649572649572,-3
wednesday aug 14,L,MIA,LAD,-0.28827566886118505,-5
thursday aug 15,W,MIA,LAD,-0.2941865270698443,-7
friday aug 23,L,LAD,NYY,0.015503875968992165,7
saturday aug 24,W,LAD,NYY,0.007692307692307665,-2
sunday aug 25,L,LAD,NYY,0.01526717557251911,2
monday aug 26,W,SDP,LAD,-0.1863988724453841,2
tuesday aug 27,L,SDP,LAD,-0.17738577212261425,4
wednesday aug 28,L,SDP,LAD,-0.18360487638145145,-2
monday sep 2,W,LAD,COL,0.2127515379001147,7
tuesday sep 3,W,LAD,COL,0.21839671120246662,9
wednesday sep 4,W,LAD,COL,0.22396149949341448,11
friday sep 6,L,LAD,SFG,0.1693158953722334,5
saturday sep 7,L,LAD,SFG,0.161087139810544,-2
sunday sep 8,W,LAD,SFG,0.15297339593114234,-4
tuesday sep 10,L,BAL,LAD,-0.3197009886665058,-6
wednesday sep 11,W,BAL,LAD,-0.32439117199391176,-8
thursday sep 12,L,BAL,LAD,-0.3153178512784425,2
friday sep 13,L,NYM,LAD,-0.12134394668641246,3
saturday sep 14,W,NYM,LAD,-0.12728849929233432,-3
sunday sep 15,L,NYM,LAD,-0.11972972972972973,2
tuesday sep 17,W,LAD,TBR,0.05298013245033106,2
wednesday sep 18,L,LAD,TBR,0.05921052631578949,4
friday sep 20,W,LAD,COL,0.2091503267973855,1
saturday sep 21,L,LAD,COL,0.21428571428571436,4
sunday sep 22,W,LAD,COL,0.20645161290322583,-2
tuesday sep 24,L,SDP,LAD,-0.1923076923076924,0
wednesday sep 25,L,SDP,LAD,-0.197452229299363,-3
thursday sep 26,L,SDP,LAD,-0.20253164556962028,-5
friday sep 27,L,SFG,LAD,-0.16352201257861637,-2
saturday sep 28,L,SFG,LAD,-0.16875,-6
sunday sep 29,L,SFG,LAD,-0.17391304347826086,-8
thursday mar 28,W,SDP,SFG,0.0,0
friday mar 29,W,SDP,SFG,1.0,2
saturday mar 30,L,SDP,SFG,1.0,4
sunday mar 31,W,SDP,SFG,0.3333333333333333,-2
friday apr 5,L,SFG,TBR,-0.4285714285714286,-1
saturday apr 6,W,SFG,TBR,-0.5,-4
sunday apr 7,L,SFG,TBR,-0.3333333333333333,2
monday apr 8,L,SFG,SDP,-0.3,0
tuesday apr 9,W,SFG,SDP,-0.36363636363636365,-3
wednesday apr 10,L,SFG,SDP,-0.25000000000000006,2
thursday apr 11,W,SFG,COL,0.05769230769230771,4
friday apr 12,W,SFG,COL,0.12637362637362634,7
saturday apr 13,W,SFG,COL,0.18571428571428575,9
sunday apr 14,L,SFG,COL,0.2375,11
tuesday apr 16,L,WSN,SFG,0.08823529411764708,0
wednesday apr 17,W,WSN,SFG,0.022222222222222254,-3
thursday apr 18,W,WSN,SFG,0.07894736842105265,2
friday apr 19,W,PIT,SFG,0.22499999999999998,5
saturday apr 20,W,PIT,SFG,0.2661064425770309,7
sunday apr 21,L,PIT,SFG,0.3030303030303029,9
friday apr 26,L,SFG,NYY,-0.12000000000000005,4
saturday apr 27,L,SFG,NYY,-0.1538461538461538,-2
sunday apr 28,L,SFG,NYY,-0.18518518518518517,-4
friday may 3,L,CIN,SFG,0.0,-2
saturday may 4,W,CIN,SFG,-0.03125,-4
sunday may 5,L,CIN,SFG,0.0,2
monday may 6,W,CIN,SFG,-0.02941176470588236,-2
tuesday may 7,L,COL,SFG,0.028571428571428525,2
thursday may 9,W,COL,SFG,0.0,-2
friday may 10,L,SFG,CIN,0.011379800853485167,-2
saturday may 11,L,SFG,CIN,-0.014844804318488558,-4
sunday may 12,W,SFG,CIN,-0.03974358974358977,-6
tuesday may 28,W,MIA,SFG,-0.07051282051282054,6
wednesday may 29,W,MIA,SFG,-0.05007256894049361,8
thursday may 30,L,MIA,SFG,-0.03039832285115307,10
friday may 31,W,BAL,SFG,-0.09642857142857153,-3
saturday jun 1,L,BAL,SFG,-0.0770676691729324,2
sunday jun 2,L,BAL,SFG,-0.09316394434361758,-2
tuesday jun 4,L,NYM,SFG,0.06078316773816478,-4
wednesday jun 5,W,NYM,SFG,0.042937853107344714,-6
thursday jun 6,W,NYM,SFG,0.058743169398907114,2
tuesday jun 11,W,SFG,SDP,-0.09375,0
wednesday jun 12,W,SFG,SDP,-0.07715269804822039,4
monday jun 24,L,SFG,COL,-0.08526999316472994,2
tuesday jun 25,W,SFG,COL,-0.09706959706959711,-3
wednesday jun 26,L,SFG,COL,-0.08308990587471599,2
monday jul 1,L,SDP,SFG,0.07228915662650598,-2
tuesday jul 2,L,SDP,SFG,0.05952380952380948,-4
wednesday jul 3,L,SDP,SFG,0.04705882352941182,-6
monday jul 15 (1),L,COL,SFG,0.03260869565217389,0
monday jul 15 (2),L,COL,SFG,0.021505376344086002,-3
tuesday jul 16,L,COL,SFG,0.010638297872340441,-5
wednesday jul 17,L,COL,SFG,0.0,-7
thursday jul 18,W,SFG,NYM,0.026425438596491213,1
friday jul 19,W,SFG,NYM,0.03651202749140897,7
saturday jul 20,L,SFG,NYM,0.04639175257731959,9
sunday jul 21,W,SFG,NYM,0.03576582148010715,-2
friday jul 26,L,SDP,SFG,-0.03426613363792125,0
saturday jul 27,W,SDP,SFG,-0.043595967139656355,-3
sunday jul 28,L,SDP,SFG,-0.033608058608058544,2
tuesday jul 30,W,PHI,SFG,0.014375561545372895,0
wednesday jul 31,L,PHI,SFG,0.023628989596191197,3
thursday aug 1,W,PHI,SFG,0.014105226722049058,-2
friday aug 2,W,COL,SFG,-0.045871559633027414,-1
saturday aug 3,L,COL,SFG,-0.036363636363636376,3
sunday aug 4,W,COL,SFG,-0.045045045045044974,-2
monday aug 5,L,SFG,WSN,-0.022522522522522515,1
tuesday aug 6,L,SFG,WSN,-0.0312104930467762,-3
wednesday aug 7,L,SFG,WSN,-0.03974538115199505,-5
thursday aug 8,W,SFG,PHI,-0.03058733790999235,-2
