Date,Home_Win,Home,Away,Win Percent Delta,Streak Delta
saturday may 25,L,TOR,SDP,-0.13725490196078444,-7
sunday may 26,W,TOR,SDP,-0.1538461538461538,-9
monday may 27,W,TBR,TOR,0.2237735849056603,1
tuesday may 28,W,TBR,TOR,0.23856209150326796,4
wednesday may 29,W,TBR,TOR,0.25279720279720286,6
friday may 31,W,COL,TOR,0.13409090909090904,8
saturday jun 1,W,COL,TOR,0.14943609022556398,10
sunday jun 2,W,COL,TOR,0.1642468239564428,12
tuesday jun 4,W,TOR,NYY,-0.2992402104032729,-5
wednesday jun 5,W,TOR,NYY,-0.27740112994350297,3
thursday jun 6,L,TOR,NYY,-0.2562841530054645,5
friday jun 7,L,TOR,ARI,-0.1210957501280081,-2
saturday jun 8,L,TOR,ARI,-0.13492063492063494,-4
sunday jun 9,L,TOR,ARI,-0.14831730769230766,-6
tuesday jun 11,W,BAL,TOR,-0.04615384615384621,3
wednesday jun 12,L,BAL,TOR,-0.03030303030303033,6
thursday jun 13,L,BAL,TOR,-0.04477611940298504,-2
friday jun 21,W,BOS,TOR,0.17947368421052634,0
saturday jun 22,L,BOS,TOR,0.19019138755980858,3
sunday jun 23,L,BOS,TOR,0.17482517482517473,-2
monday jun 24,W,NYY,TOR,0.26456876456876455,-3
tuesday jun 25,W,NYY,TOR,0.27393703343070436,2
wednesday jun 26,W,NYY,TOR,0.28306962025316457,4
friday jun 28,W,TOR,KCR,0.012345679012345845,-2
saturday jun 29,W,TOR,KCR,0.024390243902438935,3
sunday jun 30,L,TOR,KCR,0.03614457831325296,5
monday jul 1,W,TOR,KCR,0.02380952380952389,-2
tuesday jul 2,L,TOR,BOS,-0.14733893557422972,4
wednesday jul 3,W,TOR,BOS,-0.15731874145006836,-2
thursday jul 4,L,TOR,BOS,-0.14394546912590223,2
friday jul 5,L,TOR,BAL,0.08430232558139528,-2
saturday jul 6,L,TOR,BAL,0.0719359421412889,-4
sunday jul 7,W,TOR,BAL,0.05984848484848465,-6
friday jul 12,W,NYY,TOR,0.27410089910089913,-3
saturday jul 13,L,NYY,TOR,0.2821201758671227,2
sunday jul 14,W,NYY,TOR,0.2681003584229391,-2
monday jul 15,W,BOS,TOR,0.16529398307023563,-1
tuesday jul 16,L,BOS,TOR,0.17413213885778273,3
wednesday jul 17,W,BOS,TOR,0.1618421052631579,-2
thursday jul 18,W,BOS,TOR,0.17053264604810991,2
friday jul 19,L,DET,TOR,-0.05551898178626291,-2
saturday jul 20,L,DET,TOR,-0.06522673543950142,-6
sunday jul 21,W,DET,TOR,-0.07473684210526316,-8
monday jul 22,L,TOR,CLE,-0.20539502929884834,-2
tuesday jul 23,W,TOR,CLE,-0.21330956625074265,-4
wednesday jul 24,L,TOR,CLE,-0.20135922330097084,2
friday jul 26,L,TOR,TBR,-0.17738095238095242,-2
saturday jul 27,W,TOR,TBR,-0.18517520215633437,-4
sunday jul 28,L,TOR,TBR,-0.1740433785928407,2
monday jul 29,L,KCR,TOR,0.0,2
tuesday jul 30,L,KCR,TOR,-0.0092592592592593,-2
wednesday jul 31,L,KCR,TOR,-0.01834862385321101,-4
thursday aug 1,L,BAL,TOR,-0.05446049277824977,-2
friday aug 2,L,BAL,TOR,-0.06306306306306309,-5
saturday aug 3,W,BAL,TOR,-0.07151048492791612,-7
sunday aug 4,W,BAL,TOR,-0.061866452131938754,2
monday aug 5,L,TBR,TOR,0.18048439683278988,8
tuesday aug 6,W,TBR,TOR,0.1701754385964912,-2
wednesday aug 7,L,TBR,TOR,0.17736131934032978,2
thursday aug 8,L,TOR,NYY,-0.2561853351327036,-7
friday aug 9,W,TOR,NYY,-0.26256448047162856,-10
saturday aug 10,W,TOR,NYY,-0.25181106925528823,2
sunday aug 11,L,TOR,NYY,-0.24123931623931627,4
monday aug 12,W,TOR,TEX,-0.09931482658755386,-2
tuesday aug 13,W,TOR,TEX,-0.0901639344262295,2
wednesday aug 14,L,TOR,TEX,-0.08116417298626771,4
friday aug 16,W,TOR,SEA,0.0014542570068746818,-2
saturday aug 17,L,TOR,SEA,0.009495934959349639,2
sunday aug 18,L,TOR,SEA,0.001408090117767491,-2
tuesday aug 20,W,LAD,TOR,0.24134483189601302,0
wednesday aug 21,W,LAD,TOR,0.24729330708661412,4
thursday aug 22,W,LAD,TOR,0.2531492248062016,6
friday aug 23,W,SEA,TOR,0.021874999999999978,4
saturday aug 24,L,SEA,TOR,0.029410024261790624,7
sunday aug 25,W,SEA,TOR,0.02156177156177158,-2
tuesday aug 27,W,TOR,ATL,-0.20300751879699253,0
wednesday aug 28,L,TOR,ATL,-0.19402985074626855,3
monday sep 2,W,ATL,TOR,0.21014492753623187,5
tuesday sep 3,W,ATL,TOR,0.21582733812949634,7
thursday sep 5,W,TBR,TOR,0.1887031408308003,4
friday sep 6,W,TBR,TOR,0.19443612026770551,6
saturday sep 7,W,TBR,TOR,0.20008864375061558,8
sunday sep 8,W,TBR,TOR,0.20566239316239315,10
tuesday sep 10,W,TOR,BOS,-0.14583333333333337,-4
wednesday sep 11,W,TOR,BOS,-0.13793103448275873,5
thursday sep 12,L,TOR,BOS,-0.13013698630136983,7
friday sep 13,W,TOR,NYY,-0.26765030336458906,-3
saturday sep 14,L,TOR,NYY,-0.25911481951750404,2
sunday sep 15,W,TOR,NYY,-0.2640715883668904,-2
tuesday sep 17,L,BAL,TOR,-0.06666666666666665,-2
wednesday sep 18,L,BAL,TOR,-0.07284768211920534,-4
thursday sep 19,L,BAL,TOR,-0.07894736842105254,-6
friday sep 20,L,NYY,TOR,0.24412189118071487,-3
saturday sep 21,W,NYY,TOR,0.2360703812316715,-6
sunday sep 22,W,NYY,TOR,0.24098428453267168,2
monday sep 23,W,TOR,BAL,0.07692307692307693,-3
tuesday sep 24,L,TOR,BAL,0.08280254777070073,2
wednesday sep 25,W,TOR,BAL,0.07594936708860761,-2
friday sep 27,L,TOR,TBR,-0.18867924528301883,-2
saturday sep 28,W,TOR,TBR,-0.19374999999999998,-5
sunday sep 29,W,TOR,TBR,-0.1863354037267081,2
thursday mar 28,W,PHI,ATL,0.0,0
saturday mar 30,W,PHI,ATL,1.0,2
sunday mar 31,W,PHI,ATL,1.0,4
monday apr 1,W,ATL,CHC,-0.6666666666666666,-1
wednesday apr 3,W,ATL,CHC,-0.5,4
thursday apr 4,W,ATL,CHC,-0.4,6
friday apr 5,W,ATL,MIA,0.2142857142857143,6
saturday apr 6,L,ATL,MIA,0.3214285714285714,8
sunday apr 7,W,ATL,MIA,0.16666666666666669,-2
monday apr 8,L,COL,ATL,-0.2555555555555556,-4
tuesday apr 9,L,COL,ATL,-0.32727272727272727,-6
thursday apr 11,L,ATL,NYM,0.0,2
friday apr 12,L,ATL,NYM,-0.08333333333333326,-3
saturday apr 13,W,ATL,NYM,-0.15384615384615385,-5
sunday apr 14,W,ATL,NYM,-0.07142857142857151,2
tuesday apr 16,L,ATL,ARI,0.16249999999999998,1
wednesday apr 17,L,ATL,ARI,0.09191176470588241,-3
thursday apr 18,L,ATL,ARI,0.02941176470588236,-5
saturday apr 20 (1),W,CLE,ATL,0.11111111111111116,6
saturday apr 20 (2),L,CLE,ATL,0.1578947368421052,8
sunday apr 21,L,CLE,ATL,0.09999999999999998,-2
tuesday apr 23,W,CIN,ATL,-0.14285714285714296,-3
wednesday apr 24,L,CIN,ATL,-0.09090909090909088,2
thursday apr 25,W,CIN,ATL,-0.13043478260869557,-2
friday apr 26,L,ATL,COL,0.06,-2
saturday apr 27,L,ATL,COL,0.018461538461538363,-4
sunday apr 28,W,ATL,COL,-0.01994301994301989,-6
monday apr 29,W,ATL,SDP,-0.08994708994708989,2
tuesday apr 30,L,ATL,SDP,-0.051724137931034475,4
wednesday may 1,W,ATL,SDP,-0.08390804597701146,-2
thursday may 2,L,ATL,SDP,-0.048387096774193505,2
friday may 3,L,MIA,ATL,-0.1838709677419355,2
saturday may 4,L,MIA,ATL,-0.2096774193548387,-2
sunday may 5,L,MIA,ATL,-0.23390151515151514,-4
monday may 6,W,LAD,ATL,0.0816993464052288,-4
tuesday may 7,W,LAD,ATL,0.10733590733590737,2
wednesday may 8,W,LAD,ATL,0.13157894736842102,4
thursday may 9,W,ARI,ATL,0.08108108108108103,4
friday may 10,L,ARI,ATL,0.10526315789473684,6
saturday may 11,L,ARI,ATL,0.07692307692307687,-2
sunday may 12,L,ARI,ATL,0.050000000000000044,-4
tuesday may 14,L,ATL,STL,-0.024390243902439046,6
wednesday may 15,W,ATL,STL,-0.04761904761904767,-2
thursday may 16,W,ATL,STL,-0.023255813953488302,2
friday may 17,W,ATL,MIL,-0.06422924901185778,-1
saturday may 18,W,ATL,MIL,-0.041134751773049594,4
sunday may 19,L,ATL,MIL,-0.01902173913043481,6
monday may 20,L,SFG,ATL,-0.08747044917257685,3
tuesday may 21,W,SFG,ATL,-0.10688405797101447,-2
wednesday may 22,L,SFG,ATL,-0.08380373425966137,2
thursday may 23,L,SFG,ATL,-0.10250000000000004,-2
friday may 24,L,STL,ATL,-0.03881552621048423,-1
saturday may 25,W,STL,ATL,-0.05769230769230771,-4
sunday may 26,L,STL,ATL,-0.03736588975212729,2
tuesday may 28,L,ATL,WSN,0.1481481481481482,2
wednesday may 29,L,ATL,WSN,0.12727272727272726,-2
friday may 31,L,ATL,DET,0.1468253968253968,-4
saturday jun 1,W,ATL,DET,0.12631578947368416,-6
sunday jun 2,W,ATL,DET,0.1416256157635467,2
tuesday jun 4,L,PIT,ATL,-0.05961426066627701,-4
wednesday jun 5,W,PIT,ATL,-0.07542372881355935,-6
thursday jun 6,W,PIT,ATL,-0.05765027322404381,2
friday jun 7,L,MIA,ATL,-0.14892473118279564,1
saturday jun 8,L,MIA,ATL,-0.16263335935467083,-3
sunday jun 9,L,MIA,ATL,-0.17590725806451613,-5
monday jun 10,W,ATL,PIT,0.08509615384615388,6
tuesday jun 11,W,ATL,PIT,0.09906759906759893,8
wednesday jun 12,W,ATL,PIT,0.11261872455902311,10
thursday jun 13,W,ATL,PIT,0.12576821773485503,12
friday jun 14,W,ATL,PHI,0.020886615515771534,8
saturday jun 15,L,ATL,PHI,0.03498964803312632,10
sunday jun 16,W,ATL,PHI,0.020321931589537212,-2
monday jun 17,W,ATL,NYM,0.10446009389671368,2
tuesday jun 18,L,ATL,NYM,0.11681887366818877,4
wednesday jun 19,W,ATL,NYM,0.10162902628656051,-2
friday jun 21,W,WSN,ATL,-0.10018018018018016,3
saturday jun 22,L,WSN,ATL,-0.08561403508771925,6
sunday jun 23,L,WSN,ATL,-0.09757347915242648,-2
monday jun 24,W,CHC,ATL,-0.044289044289044344,-1
tuesday jun 25,L,CHC,ATL,-0.0309964297306069,3
wednesday jun 26,L,CHC,ATL,-0.04319620253164558,-2
thursday jun 27,W,CHC,ATL,-0.05509259259259258,-4
friday jun 28,L,NYM,ATL,-0.13414634146341453,-4
saturday jun 29,L,NYM,ATL,-0.14457831325301207,-7
sunday jun 30,W,NYM,ATL,-0.1547619047619047,-9
tuesday jul 2,L,ATL,PHI,0.06442577030812324,-2
wednesday jul 3,W,ATL,PHI,0.051983584131326976,-4
thursday jul 4,W,ATL,PHI,0.06295108259823567,2
friday jul 5,W,ATL,MIA,0.21443850267379683,6
saturday jul 6,L,ATL,MIA,0.2234125947217141,8
sunday jul 7,W,ATL,MIA,0.20957854406130272,-2
friday jul 12,L,SDP,ATL,-0.09340659340659341,2
saturday jul 13,L,SDP,ATL,-0.1033205924510272,-3
sunday jul 14,L,SDP,ATL,-0.11302010285179992,-5
monday jul 15,L,MIL,ATL,-0.09574468085106391,-5
tuesday jul 16,W,MIL,ATL,-0.10526315789473684,-7
wednesday jul 17,W,MIL,ATL,-0.09375,2
thursday jul 18,L,ATL,WSN,0.06602325071287563,-1
friday jul 19,W,ATL,WSN,0.054994629430719644,-4
saturday jul 20,L,ATL,WSN,0.06470959595959591,2
sunday jul 21,W,ATL,WSN,0.05391752577319586,-2
tuesday jul 23,L,ATL,KCR,0.22772277227722776,2
wednesday jul 24,L,ATL,KCR,0.21568627450980388,-2
friday jul 26,L,PHI,ATL,-0.0531125071387778,5
saturday jul 27,L,PHI,ATL,-0.0622666168782674,-2
sunday jul 28,W,PHI,ATL,-0.07124542124542121,-4
monday jul 29,W,WSN,ATL,-0.051572327044025146,2
tuesday jul 30,L,WSN,ATL,-0.041703403279844786,4
wednesday jul 31,L,WSN,ATL,-0.050623052959501647,-2
thursday aug 1,W,ATL,CIN,0.11545785009520515,1
friday aug 2,L,ATL,CIN,0.12361937128292272,4
saturday aug 3,W,ATL,CIN,0.11336336336336339,-2
sunday aug 4,L,ATL,CIN,0.12139580602883349,2
monday aug 5,W,MIN,ATL,0.03755082516144459,4
tuesday aug 6,L,MIN,ATL,0.046052631578947345,6
wednesday aug 7,L,MIN,ATL,0.03686033089649865,-2
thursday aug 8,W,MIA,ATL,-0.21452548062252047,-8
friday aug 9,L,MIA,ATL,-0.20400359874044083,2
saturday aug 10,W,MIA,ATL,-0.21083271923360353,-2
sunday aug 11,L,MIA,ATL,-0.2005215879455231,2
tuesday aug 13,W,ATL,NYM,0.06638418079096053,2
wednesday aug 14,W,ATL,NYM,0.0741718174873256,4
thursday aug 15,L,ATL,NYM,0.0818306010928962,6
friday aug 16,L,ATL,LAD,-0.07317073170731714,0
saturday aug 17,W,ATL,LAD,-0.08064516129032251,-3
sunday aug 18,W,ATL,LAD,-0.07199999999999995,2
tuesday aug 20,W,ATL,MIA,0.22144792876500197,5
wednesday aug 21,W,ATL,MIA,0.22764795529591053,7
thursday aug 22,W,ATL,MIA,0.23375,9
friday aug 23,L,NYM,ATL,-0.06934016968809131,0
saturday aug 24,L,NYM,ATL,-0.07656249999999998,-7
sunday aug 25,L,NYM,ATL,-0.08367359015326348,-9
monday aug 26,W,COL,ATL,-0.16331251445755257,-12
friday aug 30,W,ATL,CHW,0.14887218045112777,4
saturday aug 31,W,ATL,CHW,0.15517998244073739,6
sunday sep 1,W,ATL,CHW,0.16139497161394978,8
thursday sep 5,W,ATL,WSN,0.04906832298136654,7
friday sep 6,W,ATL,WSN,0.05587019745905408,9
saturday sep 7,W,ATL,WSN,0.06257545271629772,11
sunday sep 8,L,ATL,WSN,0.06918613301592025,13
monday sep 9,L,PHI,ATL,-0.09692879499217533,3
tuesday sep 10,W,PHI,ATL,-0.10320713768989631,-2
wednesday sep 11,L,PHI,ATL,-0.09560502283105021,2
thursday sep 12,W,PHI,ATL,-0.1018062397372742,-2
friday sep 13,L,WSN,ATL,-0.05624417520969249,3
saturday sep 14,L,WSN,ATL,-0.062655143881585,-2
sunday sep 15,W,WSN,ATL,-0.06897959183673474,-4
tuesday sep 17,L,ATL,PHI,0.10238052622158589,1
wednesday sep 18,L,ATL,PHI,0.09506358177322494,-3
thursday sep 19,W,ATL,PHI,0.08784313725490189,-5
friday sep 20,W,ATL,SFG,0.12672947967065606,2
saturday sep 21,W,ATL,SFG,0.1323837452869711,4
sunday sep 22,L,ATL,SFG,0.13796526054590574,6
tuesday sep 24,W,KCR,ATL,-0.2484076433121019,0
wednesday sep 25,L,KCR,ATL,-0.24050632911392406,3
friday sep 27,W,NYM,ATL,-0.08805031446540879,-2
saturday sep 28,W,NYM,ATL,-0.08124999999999993,2
sunday sep 29,W,NYM,ATL,-0.07453416149068326,4
thursday mar 28,W,MIL,STL,0.0,0
friday mar 29,L,MIL,STL,1.0,2
saturday mar 30,W,MIL,STL,0.0,-2
sunday mar 31,W,MIL,STL,0.3333333333333333,2
monday apr 1,L,CIN,MIL,-0.25,-3
tuesday apr 2,L,CIN,MIL,-0.46666666666666673,-5
wednesday apr 3,L,CIN,MIL,-0.5833333333333334,-7
friday apr 5,W,MIL,CHC,0.023809523809523725,10
saturday apr 6,L,MIL,CHC,0.017857142857142905,12
sunday apr 7,W,MIL,CHC,0.02777777777777779,-2
friday apr 12,L,LAD,MIL,-0.04395604395604402,-1
saturday apr 13,L,LAD,MIL,-0.10952380952380958,-6
sunday apr 14,W,LAD,MIL,-0.16666666666666663,-8
monday apr 15,W,MIL,STL,0.025000000000000022,-2
tuesday apr 16,W,MIL,STL,0.0845588235294118,2
wednesday apr 17,L,MIL,STL,0.13725490196078427,4
thursday apr 18,L,MIL,LAD,0.03157894736842104,-5
friday apr 19,L,MIL,LAD,-0.01904761904761909,-7
saturday apr 20,W,MIL,LAD,-0.06493506493506496,-9
sunday apr 21,L,MIL,LAD,-0.017786561264822143,2
monday apr 22,W,STL,MIL,0.006211180124223614,3
tuesday apr 23,W,STL,MIL,0.04924242424242431,5
wednesday apr 24,W,STL,MIL,0.08869565217391306,7
friday apr 26,L,NYM,MIL,0.04166666666666663,3
saturday apr 27,L,NYM,MIL,0.001481481481481528,-3
sunday apr 28,W,NYM,MIL,-0.0357142857142857,-5
monday apr 29,W,MIL,COL,0.05295566502463056,0
tuesday apr 30,W,MIL,COL,0.0850574712643678,3
wednesday may 1,L,MIL,COL,0.11505376344086016,5
thursday may 2,L,MIL,COL,0.07963709677419362,-2
friday may 3,W,MIL,NYM,-0.0009775171065493637,-3
saturday may 4,W,MIL,NYM,0.02941176470588236,2
sunday may 5,W,MIL,NYM,0.0580086580086579,4
monday may 6,W,MIL,WSN,0.13131313131313133,4
tuesday may 7,W,MIL,WSN,0.15580286168521462,6
wednesday may 8,W,MIL,WSN,0.17894736842105263,8
friday may 10,L,CHC,MIL,0.0388278388278388,-3
saturday may 11,W,CHC,MIL,0.011111111111111183,-8
sunday may 12,W,CHC,MIL,0.03625576796308505,2
monday may 13,W,PHI,MIL,0.01831501831501836,4
tuesday may 14,L,PHI,MIL,0.041860465116279055,6
wednesday may 15,L,PHI,MIL,0.017184035476718318,-2
thursday may 16,L,PHI,MIL,-0.006349206349206327,-4
tuesday may 21,L,MIL,CIN,0.12462006079027355,2
wednesday may 22,W,MIL,CIN,0.10166666666666674,-2
friday may 24,L,MIL,PHI,-0.011372549019607825,0
saturday may 25,L,MIL,PHI,-0.03054298642533937,-3
sunday may 26,W,MIL,PHI,-0.04898403483309144,-5
monday may 27,L,MIN,MIL,0.1367521367521367,5
tuesday may 28,W,MIN,MIL,0.11560891938250428,-3
thursday may 30,L,PIT,MIL,-0.0535714285714286,2
friday may 31,W,PIT,MIL,-0.07049441786283889,-2
saturday jun 1,L,PIT,MIL,-0.051724137931034475,2
sunday jun 2,L,PIT,MIL,-0.06809396372286641,-2
tuesday jun 4,L,MIL,MIA,0.19824561403508772,0
wednesday jun 5,L,MIL,MIA,0.17806670435274163,-4
thursday jun 6,W,MIL,MIA,0.15855658829961722,-6
friday jun 7,W,MIL,PIT,0.063752276867031,-1
saturday jun 8,W,MIL,PIT,0.0786290322580645,3
sunday jun 9,W,MIL,PIT,0.09304029304029299,5
friday jun 14,W,SFG,MIL,-0.1492869875222816,1
saturday jun 15,W,SFG,MIL,-0.13238157040882537,4
sunday jun 16,L,SFG,MIL,-0.11596638655462188,6
monday jun 17,W,SDP,MIL,-0.07726917057902977,0
tuesday jun 18,W,SDP,MIL,-0.06240487062404876,3
wednesday jun 19,W,SDP,MIL,-0.047945205479452024,5
thursday jun 20,L,MIL,CIN,0.06831831831831836,-7
friday jun 21,L,MIL,CIN,0.053881278538812805,-9
saturday jun 22,W,MIL,CIN,0.03982930298719767,-11
sunday jun 23,W,MIL,CIN,0.05246753246753244,2
tuesday jun 25,L,MIL,SEA,0.11163227016885552,1
wednesday jun 26,L,MIL,SEA,0.09791062986121696,-3
thursday jun 27,W,MIL,SEA,0.0845238095238095,-5
friday jun 28,L,MIL,PIT,0.04985153930301611,-1
saturday jun 29,W,MIL,PIT,0.036890243902438946,-4
sunday jun 30,W,MIL,PIT,0.048639000446229375,2
monday jul 1,L,CIN,MIL,-0.06657848324514992,-1
tuesday jul 2,W,CIN,MIL,-0.07776183644189377,-4
wednesday jul 3,W,CIN,MIL,-0.06500420285794328,2
thursday jul 4,W,CIN,MIL,-0.05254515599343185,4
friday jul 5,L,PIT,MIL,-0.034355179704016914,2
saturday jul 6,W,PIT,MIL,-0.0453312669507942,-3
sunday jul 7,W,PIT,MIL,-0.03358585858585855,2
friday jul 12,L,MIL,SFG,0.055809359180145734,-4
saturday jul 13,W,MIL,SFG,0.04420289855072468,-6
sunday jul 14,L,MIL,SFG,0.05459057071960288,2
thursday jul 18,L,ARI,MIL,-0.005047250859106511,0
friday jul 19,W,ARI,MIL,-0.015253524090048431,-4
saturday jul 20,L,ARI,MIL,-0.0049474335188620655,2
sunday jul 21,L,ARI,MIL,-0.014949494949494935,-2
monday jul 22,L,MIL,CIN,0.07114422782484436,3
tuesday jul 23,L,MIL,CIN,0.06042416966786712,-2
wednesday jul 24,W,MIL,CIN,0.04991664214965191,-4
friday jul 26,W,MIL,CHC,-0.019984917043740502,0
saturday jul 27,W,MIL,CHC,-0.010171058714747994,3
sunday jul 28,L,MIL,CHC,-0.0005442670537010308,5
friday aug 2,W,CHC,MIL,0.009595959595959602,0
saturday aug 3,W,CHC,MIL,0.01859657822960581,3
sunday aug 4,W,CHC,MIL,0.02743506493506498,5
monday aug 5,L,PIT,MIL,-0.07199234632862955,2
tuesday aug 6,L,PIT,MIL,-0.08020050125313288,-4
wednesday aug 7,L,PIT,MIL,-0.0882647171989227,-6
friday aug 9,W,MIL,TEX,0.008469449485783431,5
saturday aug 10,W,MIL,TEX,0.017019695280564906,7
sunday aug 11,L,MIL,TEX,0.025423728813559365,9
tuesday aug 13,L,MIL,MIN,-0.08068651189289267,0
wednesday aug 14,W,MIL,MIN,-0.08837535014005593,-3
friday aug 16,W,WSN,MIL,0.0210055096418732,3
saturday aug 17,L,WSN,MIL,0.029061102831594576,6
sunday aug 18,W,WSN,MIL,0.02065840330534452,-2
monday aug 19,W,STL,MIL,0.016657852987837174,2
tuesday aug 20,W,STL,MIL,0.02458536585365856,4
wednesday aug 21,L,STL,MIL,0.032386072708653346,6
friday aug 23,W,MIL,ARI,0.011811023622047223,2
saturday aug 24,W,MIL,ARI,0.019500968992248124,4
sunday aug 25,L,MIL,ARI,0.027072152653548065,6
monday aug 26,L,MIL,STL,-0.035002981514609455,-5
tuesday aug 27,L,MIL,STL,-0.0423957721667646,-7
wednesday aug 28,W,MIL,STL,-0.049676150821189036,-9
friday aug 30,W,CHC,MIL,0.03007518796992481,2
saturday aug 31,L,CHC,MIL,0.03731343283582089,5
sunday sep 1,L,CHC,MIL,0.029629629629629672,-2
thursday sep 5,L,MIL,CHC,-0.02898550724637683,-1
friday sep 6,W,MIL,CHC,-0.03597122302158273,-4
saturday sep 7,W,MIL,CHC,-0.02857142857142858,2
sunday sep 8,W,MIL,CHC,-0.021276595744680882,4
monday sep 9,L,MIA,MIL,-0.16197183098591544,-2
tuesday sep 10,L,MIA,MIL,-0.16783216783216776,-5
wednesday sep 11,L,MIA,MIL,-0.1736111111111111,-7
thursday sep 12,L,MIA,MIL,-0.17931034482758612,-9
friday sep 13,W,STL,MIL,0.0273972602739726,-6
saturday sep 14,L,STL,MIL,0.0340136054421768,3
sunday sep 15,L,STL,MIL,0.027027027027027084,-2
monday sep 16,W,MIL,SDP,0.08053691275167785,6
tuesday sep 17,W,MIL,SDP,0.08666666666666673,8
wednesday sep 18,L,MIL,SDP,0.09271523178807944,10
thursday sep 19,W,MIL,SDP,0.08552631578947362,-2
friday sep 20,W,MIL,PIT,0.11764705882352944,7
saturday sep 21,W,MIL,PIT,0.1233766233766233,9
sunday sep 22,W,MIL,PIT,0.12903225806451607,11
tuesday sep 24,L,CIN,MIL,-0.08333333333333343,-5
wednesday sep 25,L,CIN,MIL,-0.08917197452229292,-7
thursday sep 26,L,CIN,MIL,-0.09493670886075944,-9
friday sep 27,W,COL,MIL,-0.1320754716981133,-9
saturday sep 28,W,COL,MIL,-0.125,2
sunday sep 29,W,COL,MIL,-0.1180124223602485,4
monday apr 1,L,PIT,STL,0.25,3
wednesday apr 3,L,PIT,STL,-0.06666666666666671,-2
friday apr 5,L,STL,SDP,-0.0714285714285714,1
saturday apr 6,L,STL,SDP,-0.19642857142857145,-3
sunday apr 7,W,STL,SDP,-0.29166666666666663,-5
monday apr 8,W,STL,LAD,-0.3555555555555556,-4
tuesday apr 9,W,STL,LAD,-0.2272727272727273,3
wednesday apr 10,W,STL,LAD,-0.12121212121212122,5
thursday apr 11,W,STL,LAD,-0.03205128205128205,7
saturday apr 13,W,CIN,STL,-0.2820512820512821,-2
sunday apr 14,L,CIN,STL,-0.18681318681318676,5
friday apr 19,L,STL,NYM,0.0,3
saturday apr 20,W,STL,NYM,-0.052631578947368474,-2
sunday apr 21,W,STL,NYM,0.0,2
friday apr 26,L,STL,CIN,0.20833333333333331,4
saturday apr 27,W,STL,CIN,0.15999999999999998,-3
sunday apr 28,W,STL,CIN,0.19230769230769235,2
monday apr 29,L,WSN,STL,-0.16809116809116803,-1
tuesday apr 30,L,WSN,STL,-0.19841269841269848,-4
wednesday may 1,L,WSN,STL,-0.22660098522167488,-6
thursday may 2,W,WSN,STL,-0.2528735632183907,-8
friday may 3,W,CHC,STL,-0.07373271889400923,5
saturday may 4,W,CHC,STL,-0.03879310344827591,7
sunday may 5,W,CHC,STL,-0.0060606060606061,9
monday may 6,W,STL,PHI,0.012477718360071277,-5
tuesday may 7,L,STL,PHI,0.04117647058823526,2
wednesday may 8,L,STL,PHI,0.011904761904761973,-2
thursday may 9,W,STL,PIT,0.052416052416052406,-1
friday may 10,L,STL,PIT,0.07894736842105265,3
saturday may 11,L,STL,PIT,0.04981684981684986,-2
sunday may 12,L,STL,PIT,0.022222222222222254,-4
friday may 17,W,TEX,STL,-0.05931263858093122,4
saturday may 18,L,TEX,STL,-0.03492063492063485,6
sunday may 19,W,TEX,STL,-0.056622851365015214,-2
wednesday may 22 (1),L,STL,KCR,0.17021276595744678,-2
wednesday may 22 (2),W,STL,KCR,0.14583333333333331,-4
tuesday may 28,W,PHI,STL,0.08490566037735847,0
wednesday may 29,W,PHI,STL,0.10202655485674356,3
thursday may 30,L,PHI,STL,0.11851851851851847,5
friday may 31,W,STL,CHC,-0.08316498316498316,0
saturday jun 1,W,STL,CHC,-0.0636363636363636,3
sunday jun 2,W,STL,CHC,-0.04479949874686717,5
tuesday jun 4,L,STL,CIN,0.059614260666277064,6
thursday jun 6,W,STL,CIN,0.041807909604519744,-2
friday jun 7,W,CHC,STL,0.0407103825136611,-2
saturday jun 8,W,CHC,STL,0.0563194077207827,2
sunday jun 9,W,CHC,STL,0.0714285714285714,4
monday jun 10,L,MIA,STL,-0.12698412698412692,-1
tuesday jun 11,L,MIA,STL,-0.140625,-6
wednesday jun 12,W,MIA,STL,-0.15384615384615374,-8
thursday jun 13,L,NYM,STL,-0.007462686567164201,2
friday jun 14,L,NYM,STL,-0.02216856892010538,-2
saturday jun 15,W,NYM,STL,-0.03644501278772372,-4
sunday jun 16,L,NYM,STL,-0.021532091097308526,2
monday jun 17,W,STL,MIA,0.15196687370600415,2
tuesday jun 18,L,STL,MIA,0.1639839034205231,4
wednesday jun 19,W,STL,MIA,0.14769170579029722,-2
thursday jun 20,L,STL,MIA,0.15943683409436832,2
friday jun 28,W,SDP,STL,-0.006329113924050667,5
saturday jun 29,W,SDP,STL,0.006172839506172867,7
sunday jun 30,L,SDP,STL,0.018367961457392445,9
tuesday jul 2,W,SEA,STL,-0.07954545454545447,-5
wednesday jul 3,L,SEA,STL,-0.06700961147962636,2
thursday jul 4,L,SEA,STL,-0.07777777777777778,-2
friday jul 5,L,SFG,STL,-0.052393980848153276,2
saturday jul 6,W,SFG,STL,-0.06335204490777868,-4
sunday jul 7,W,SFG,STL,-0.05120167189132718,2
friday jul 12,L,STL,ARI,-0.005494505494505475,-5
saturday jul 13,W,STL,ARI,-0.016487542745481254,-7
sunday jul 14,W,STL,ARI,-0.005376344086021501,2
