Date,Home_Win,Home,Away,Win Percent Delta,Streak Delta,Run Scored Delta,Run Allowed Delta,Run Delta Delta,Run Delta Percent Delta,Win Total Delta,H_AVG,H_OBP,H_SLG,H_BFW,H_O_AVG,H_O_OBP,H_O_SLG,A_AVG,A_OBP,A_SLG,A_BFW,A_O_AVG,A_O_OBP,A_O_SLG
friday jun 21,W,STL,LAA,0.013513513513513488,0,-50,-54,4,0.014999999999999902,0,0.245,0.322,0.415,5.1,0.238,0.314,0.397,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
saturday jun 22,W,STL,LAA,0.02649350649350652,3,-46,-58,12,0.03749999999999987,1,0.245,0.322,0.415,5.1,0.238,0.314,0.397,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
sunday jun 23,L,STL,LAA,0.03913630229419696,5,-44,-60,16,0.0484,2,0.245,0.322,0.415,5.1,0.238,0.314,0.397,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
tuesday jun 25,W,LAA,CIN,0.01998667554963357,3,67,112,-45,-0.1602999999999999,3,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.244,0.315,0.422,-4.2,0.235,0.31,0.41
wednesday jun 26,W,LAA,CIN,0.03246753246753248,5,71,108,-37,-0.13369999999999993,4,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.244,0.315,0.422,-4.2,0.235,0.31,0.41
thursday jun 27,W,LAA,OAK,-0.030412526347485706,1,1,37,-36,-0.10199999999999987,-3,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.249,0.327,0.448,1.6,0.242,0.308,0.404
friday jun 28,L,LAA,OAK,-0.017925359976491362,5,6,32,-26,-0.0734999999999999,-2,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.249,0.327,0.448,1.6,0.242,0.308,0.404
saturday jun 29,L,LAA,OAK,-0.02969018932874357,-2,1,37,-36,-0.09919999999999997,-3,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.249,0.327,0.448,1.6,0.242,0.308,0.404
sunday jun 30,L,LAA,OAK,-0.04117647058823527,-4,-3,41,-44,-0.11980000000000013,-4,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.249,0.327,0.448,1.6,0.242,0.308,0.404
tuesday jul 2,L,TEX,LAA,0.053501400560224066,1,32,-6,38,0.09040000000000016,4,0.248,0.319,0.431,-9.7,0.269,0.342,0.464,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
wednesday jul 3,L,TEX,LAA,0.04117647058823527,-4,27,-1,28,0.06529999999999991,3,0.248,0.319,0.431,-9.7,0.269,0.342,0.464,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
thursday jul 4,W,TEX,LAA,0.02913659449345085,-6,23,3,20,0.04590000000000005,2,0.248,0.319,0.431,-9.7,0.269,0.342,0.464,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
friday jul 5,L,HOU,LAA,0.13218390804597702,6,-3,-89,86,0.2449000000000001,11,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
saturday jul 6,W,HOU,LAA,0.1193820224719101,-2,-4,-88,84,0.23639999999999994,10,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
sunday jul 7,W,HOU,LAA,0.1292134831460674,2,0,-92,92,0.25659999999999994,11,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
friday jul 12,W,LAA,SEA,0.07961187748421794,-1,-22,-90,68,0.12260000000000006,6,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.237,0.316,0.424,-3.6,0.263,0.326,0.469
saturday jul 13,W,LAA,SEA,0.08947368421052633,3,-9,-103,94,0.17090000000000005,7,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.237,0.316,0.424,-3.6,0.263,0.326,0.469
sunday jul 14,W,LAA,SEA,0.0991263440860215,5,-2,-110,108,0.1959,8,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.237,0.316,0.424,-3.6,0.263,0.326,0.469
monday jul 15,W,LAA,HOU,-0.11702127659574467,1,0,74,-74,-0.1974,-11,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397
tuesday jul 16,W,LAA,HOU,-0.10526315789473684,5,3,71,-68,-0.17870000000000008,-10,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397
wednesday jul 17,L,LAA,HOU,-0.09375,7,8,66,-58,-0.15210000000000012,-9,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397
thursday jul 18,L,LAA,HOU,-0.10309278350515473,-2,-1,75,-76,-0.1930000000000001,-10,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397
friday jul 19,W,SEA,LAA,-0.11626468769325915,-4,-17,107,-124,-0.21319999999999995,-11,0.237,0.316,0.424,-3.6,0.263,0.326,0.469,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
saturday jul 20,L,SEA,LAA,-0.10505050505050506,4,-7,97,-104,-0.17579999999999996,-10,0.237,0.316,0.424,-3.6,0.263,0.326,0.469,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
sunday jul 21,L,SEA,LAA,-0.1139603960396039,-2,-11,101,-112,-0.1887,-11,0.237,0.316,0.424,-3.6,0.263,0.326,0.469,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
tuesday jul 23,L,LAD,LAA,0.14201125994952435,1,37,-113,150,0.3912,15,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
wednesday jul 24,L,LAD,LAA,0.13087759375594898,-4,36,-112,148,0.3816999999999999,14,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
thursday jul 25,L,LAA,BAL,0.20744016149187733,5,98,-104,202,0.3341000000000001,22,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.246,0.31,0.415,-11.0,0.271,0.342,0.4970000000000001
friday jul 26,L,LAA,BAL,0.19570135746606332,-2,96,-102,198,0.3224999999999999,21,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.246,0.31,0.415,-11.0,0.271,0.342,0.4970000000000001
saturday jul 27,L,LAA,BAL,0.18418862690707344,-4,90,-96,186,0.2997000000000001,20,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.246,0.31,0.415,-11.0,0.271,0.342,0.4970000000000001
sunday jul 28,W,LAA,BAL,0.17289550072568932,-6,89,-95,184,0.29289999999999994,19,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.246,0.31,0.415,-11.0,0.271,0.342,0.4970000000000001
monday jul 29,L,LAA,DET,0.21990104452996145,7,192,-32,224,0.3912,25,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.24,0.294,0.388,-21.1,0.275,0.342,0.478
tuesday jul 30,W,LAA,DET,0.2082883854728516,-2,187,-27,214,0.3719000000000001,24,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.24,0.294,0.388,-21.1,0.275,0.342,0.478
wednesday jul 31,L,LAA,DET,0.2156845448129852,2,192,-32,224,0.3857999999999999,25,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.24,0.294,0.388,-21.1,0.275,0.342,0.478
friday aug 2,W,CLE,LAA,0.07424242424242433,0,-60,-120,60,0.1372,7,0.25,0.32299999999999995,0.4320000000000001,-4.2,0.24,0.304,0.419,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
saturday aug 3,W,CLE,LAA,0.08265145879824788,3,-56,-124,68,0.15239999999999998,8,0.25,0.32299999999999995,0.4320000000000001,-4.2,0.24,0.304,0.419,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
sunday aug 4,W,CLE,LAA,0.09090909090909094,5,-51,-129,78,0.17169999999999996,9,0.25,0.32299999999999995,0.4320000000000001,-4.2,0.24,0.304,0.419,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
monday aug 5,W,CIN,LAA,-0.022847948511665384,5,-74,-116,42,0.08550000000000002,-4,0.244,0.315,0.422,-4.2,0.235,0.31,0.41,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
tuesday aug 6,W,CIN,LAA,-0.013750592697961141,7,-71,-119,48,0.09629999999999994,-3,0.244,0.315,0.422,-4.2,0.235,0.31,0.41,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
thursday aug 8,W,BOS,LAA,0.034410999628390886,7,91,17,74,0.12200000000000012,5,0.269,0.34,0.466,2.9,0.251,0.33,0.431,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
friday aug 9,W,BOS,LAA,0.04266510812390417,9,94,14,80,0.13180000000000006,6,0.269,0.34,0.466,2.9,0.251,0.33,0.431,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
saturday aug 10,L,BOS,LAA,0.05077928607340376,11,106,2,104,0.1692999999999999,7,0.269,0.34,0.466,2.9,0.251,0.33,0.431,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
sunday aug 11,L,BOS,LAA,0.041949152542372914,-2,98,10,88,0.141,6,0.269,0.34,0.466,2.9,0.251,0.33,0.431,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
monday aug 12,L,LAA,PIT,0.07713854772678308,10,52,-23,75,0.115,10,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.265,0.321,0.42,-4.0,0.268,0.343,0.47
tuesday aug 13,L,LAA,PIT,0.06807909604519767,-2,44,-15,59,0.09009999999999996,9,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.265,0.321,0.42,-4.0,0.268,0.343,0.47
wednesday aug 14,W,LAA,PIT,0.059170775748315814,-4,41,-12,53,0.08009999999999995,8,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.265,0.321,0.42,-4.0,0.268,0.343,0.47
thursday aug 15,W,LAA,CHW,0.02982504477200709,-1,115,34,81,0.13539999999999994,5,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.261,0.314,0.414,-0.9,0.263,0.337,0.452
friday aug 16,L,LAA,CHW,0.037804878048780466,3,116,33,83,0.13669999999999993,6,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.261,0.314,0.414,-0.9,0.263,0.337,0.452
saturday aug 17,W,LAA,CHW,0.029325513196481023,-2,111,38,73,0.121,5,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.261,0.314,0.414,-0.9,0.263,0.337,0.452
sunday aug 18,W,LAA,CHW,0.0371803278688525,2,112,37,75,0.12280000000000002,6,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.261,0.314,0.414,-0.9,0.263,0.337,0.452
monday aug 19,W,TEX,LAA,-0.008192524321556479,-6,-4,-2,-2,-0.003199999999999981,-2,0.248,0.319,0.431,-9.7,0.269,0.342,0.464,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
tuesday aug 20 (1),L,TEX,LAA,-0.00018897637795278754,2,-3,-3,0,-0.000199999999999978,-1,0.248,0.319,0.431,-9.7,0.269,0.342,0.464,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
tuesday aug 20 (2),W,TEX,LAA,-0.008060515873015928,-2,-7,1,-8,-0.011800000000000031,-2,0.248,0.319,0.431,-9.7,0.269,0.342,0.464,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
wednesday aug 21,W,TEX,LAA,-0.0001831166453030164,2,-6,0,-6,-0.008900000000000019,-1,0.248,0.319,0.431,-9.7,0.269,0.342,0.464,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
friday aug 23,W,HOU,LAA,0.15104353011329755,3,45,-167,212,0.3953,19,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
saturday aug 24,W,HOU,LAA,0.1575455079271872,5,46,-168,214,0.3957,20,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
sunday aug 25,W,HOU,LAA,0.1639486467730742,7,49,-171,220,0.4041,21,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
tuesday aug 27,W,LAA,TEX,-0.0111642743221691,-4,5,6,-1,-0.0008999999999999008,-1,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.248,0.319,0.431,-9.7,0.269,0.342,0.464
wednesday aug 28,L,LAA,TEX,-0.0035910672202896787,3,8,3,5,0.007299999999999973,0,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.248,0.319,0.431,-9.7,0.269,0.342,0.464
friday aug 30,L,LAA,BOS,-0.0632393587617468,-3,-103,34,-137,-0.1992,-8,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.269,0.34,0.466,2.9,0.251,0.33,0.431
saturday aug 31,W,LAA,BOS,-0.07015250544662316,-5,-104,35,-139,-0.2002,-9,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.269,0.34,0.466,2.9,0.251,0.33,0.431
sunday sep 1,L,LAA,BOS,-0.0623121511378274,2,-98,29,-127,-0.18089999999999995,-8,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.269,0.34,0.466,2.9,0.251,0.33,0.431
tuesday sep 3,W,OAK,LAA,0.1056278430128001,-1,16,-140,156,0.25360000000000005,14,0.249,0.327,0.448,1.6,0.242,0.308,0.404,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
wednesday sep 4,W,OAK,LAA,0.11208424564696072,3,18,-142,160,0.25749999999999995,15,0.249,0.327,0.448,1.6,0.242,0.308,0.404,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
thursday sep 5,W,OAK,LAA,0.11844809866392605,5,22,-146,168,0.2694000000000001,16,0.249,0.327,0.448,1.6,0.242,0.308,0.404,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
friday sep 6,L,CHW,LAA,-0.01813576494427549,5,-108,-14,-94,-0.12930000000000008,-3,0.261,0.314,0.414,-0.9,0.263,0.337,0.452,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
saturday sep 7,L,CHW,LAA,-0.025072420337628576,-2,-109,-13,-96,-0.131,-4,0.261,0.314,0.414,-0.9,0.263,0.337,0.452,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
sunday sep 8,W,CHW,LAA,-0.031911750221609414,-4,-110,-12,-98,-0.1321,-5,0.261,0.314,0.414,-0.9,0.263,0.337,0.452,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
monday sep 9,L,LAA,CLE,-0.11111111111111104,-2,36,185,-149,-0.2368000000000001,-16,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.25,0.32299999999999995,0.4320000000000001,-4.2,0.24,0.304,0.419
tuesday sep 10,L,LAA,CLE,-0.11724137931034485,-4,32,189,-157,-0.2478,-17,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.25,0.32299999999999995,0.4320000000000001,-4.2,0.24,0.304,0.419
wednesday sep 11,L,LAA,CLE,-0.1232876712328767,-6,24,197,-173,-0.2712000000000001,-18,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.25,0.32299999999999995,0.4320000000000001,-4.2,0.24,0.304,0.419
friday sep 13,L,LAA,TBR,-0.13205552491266775,-2,19,185,-166,-0.25349999999999995,-20,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.254,0.325,0.431,-0.5,0.23,0.294,0.386
saturday sep 14,L,LAA,TBR,-0.13790132414293493,-6,12,192,-180,-0.27170000000000016,-21,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.254,0.325,0.431,-0.5,0.23,0.294,0.386
sunday sep 15,W,LAA,TBR,-0.14366890380313202,-8,10,194,-184,-0.2768999999999999,-22,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.254,0.325,0.431,-0.5,0.23,0.294,0.386
tuesday sep 17,W,NYY,LAA,0.19567328918322294,-2,155,-102,257,0.3555000000000001,30,0.267,0.339,0.49,11.2,0.248,0.314,0.439,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
wednesday sep 18,L,NYY,LAA,0.2009846636458696,2,163,-110,273,0.3761,31,0.267,0.339,0.49,11.2,0.248,0.314,0.439,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
thursday sep 19,W,NYY,LAA,0.1931114551083591,-2,162,-109,271,0.3720000000000001,30,0.267,0.339,0.49,11.2,0.248,0.314,0.439,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
friday sep 20,W,HOU,LAA,0.20261437908496727,6,135,-208,343,0.5265,31,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
saturday sep 21,L,HOU,LAA,0.20779220779220792,8,137,-210,347,0.5286000000000001,32,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
sunday sep 22,W,HOU,LAA,0.20000000000000007,-2,133,-206,339,0.5114000000000001,31,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397,0.247,0.324,0.422,-3.2,0.254,0.331,0.459
tuesday sep 24,W,LAA,OAK,-0.15384615384615385,0,-80,175,-255,-0.3543000000000001,-24,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.249,0.327,0.448,1.6,0.242,0.308,0.404
wednesday sep 25,L,LAA,OAK,-0.14649681528662425,3,-79,174,-253,-0.35029999999999994,-23,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.249,0.327,0.448,1.6,0.242,0.308,0.404
thursday sep 26,W,LAA,HOU,-0.2088607594936709,-4,-142,219,-361,-0.5378,-33,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397
friday sep 27,L,LAA,HOU,-0.20125786163522008,2,-141,218,-359,-0.5319,-32,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397
saturday sep 28,L,LAA,HOU,-0.20625,-2,-145,222,-367,-0.5424,-33,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397
sunday sep 29,L,LAA,HOU,-0.2111801242236025,-4,-148,225,-373,-0.5478,-34,0.247,0.324,0.422,-3.2,0.254,0.331,0.459,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397
thursday mar 28,L,TBR,HOU,0.0,0,0,0,0,0.0,0,0.254,0.325,0.431,-0.5,0.23,0.294,0.386,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397
friday mar 29,W,TBR,HOU,-1.0,-2,-4,4,-8,-4.8,-1,0.254,0.325,0.431,-0.5,0.23,0.294,0.386,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397
saturday mar 30,W,TBR,HOU,0.0,2,-2,2,-4,-0.6856999999999999,0,0.254,0.325,0.431,-0.5,0.23,0.294,0.386,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397
sunday mar 31,W,TBR,HOU,0.3333333333333333,4,0,0,0,0.0,1,0.254,0.325,0.431,-0.5,0.23,0.294,0.386,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397
monday apr 1,L,TEX,HOU,0.4166666666666666,5,14,17,-3,0.003199999999999981,1,0.248,0.319,0.431,-9.7,0.269,0.342,0.464,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397
tuesday apr 2,W,TEX,HOU,0.09999999999999998,-2,13,18,-5,-0.11669999999999993,0,0.248,0.319,0.431,-9.7,0.269,0.342,0.464,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397
wednesday apr 3,W,TEX,HOU,0.26666666666666666,2,15,16,-1,0.04909999999999992,1,0.248,0.319,0.431,-9.7,0.269,0.342,0.464,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397
friday apr 5,W,HOU,OAK,-0.3142857142857143,-3,-26,-10,-16,-0.5993999999999999,-4,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397,0.249,0.327,0.448,1.6,0.242,0.308,0.404
saturday apr 6,W,HOU,OAK,-0.1704545454545454,2,-25,-11,-14,-0.4785999999999999,-3,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397,0.249,0.327,0.448,1.6,0.242,0.308,0.404
sunday apr 7,W,HOU,OAK,-0.05555555555555558,4,-19,-17,-2,-0.04879999999999996,-2,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397,0.249,0.327,0.448,1.6,0.242,0.308,0.404
monday apr 8,W,HOU,NYY,-0.05555555555555558,0,-16,1,-17,-0.5494000000000001,0,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397,0.267,0.339,0.49,11.2,0.248,0.314,0.439
tuesday apr 9,W,HOU,NYY,0.045454545454545414,5,-15,0,-15,-0.4286000000000001,1,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397,0.267,0.339,0.49,11.2,0.248,0.314,0.439
wednesday apr 10,W,HOU,NYY,0.1287878787878789,7,-12,-3,-9,-0.2099,2,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397,0.267,0.339,0.49,11.2,0.248,0.314,0.439
friday apr 12,L,SEA,HOU,0.2512820512820513,0,66,31,35,0.4009,5,0.237,0.316,0.424,-3.6,0.263,0.326,0.469,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397
saturday apr 13,L,SEA,HOU,0.1696428571428571,-8,62,35,27,0.2271000000000001,4,0.237,0.316,0.424,-3.6,0.263,0.326,0.469,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397
sunday apr 14,L,SEA,HOU,0.0980392156862745,-10,60,37,23,0.15420000000000011,3,0.237,0.316,0.424,-3.6,0.263,0.326,0.469,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397
tuesday apr 16,L,OAK,HOU,-0.16118421052631582,-10,34,33,1,-0.08979999999999988,-1,0.249,0.327,0.448,1.6,0.242,0.308,0.404,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397
wednesday apr 17,W,OAK,HOU,-0.2058823529411765,-12,26,41,-15,-0.3336999999999999,-2,0.249,0.327,0.448,1.6,0.242,0.308,0.404,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397
friday apr 19,L,TEX,HOU,-0.07843137254901955,5,17,30,-13,-0.28200000000000003,-2,0.248,0.319,0.431,-9.7,0.269,0.342,0.464,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397
saturday apr 20,W,TEX,HOU,-0.1286549707602339,-2,12,35,-23,-0.4159999999999999,-3,0.248,0.319,0.431,-9.7,0.269,0.342,0.464,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397
sunday apr 21,W,TEX,HOU,-0.07105263157894738,2,17,30,-13,-0.2308999999999999,-2,0.248,0.319,0.431,-9.7,0.269,0.342,0.464,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397
monday apr 22,L,HOU,MIN,-0.012531328320801949,-5,-9,-9,0,0.026499999999999968,1,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397,0.27,0.338,0.494,7.3,0.257,0.316,0.419
tuesday apr 23,W,HOU,MIN,-0.059090909090909076,-7,-13,-5,-8,-0.07699999999999996,0,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397,0.27,0.338,0.494,7.3,0.257,0.316,0.419
wednesday apr 24,W,HOU,MIN,-0.010351966873705987,2,-7,-11,4,0.06529999999999991,1,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397,0.27,0.338,0.494,7.3,0.257,0.316,0.419
thursday apr 25,L,HOU,CLE,0.059782608695652224,1,30,3,27,0.2930999999999999,2,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397,0.25,0.32299999999999995,0.4320000000000001,-4.2,0.24,0.304,0.419
friday apr 26,L,HOU,CLE,0.01666666666666661,-3,29,4,25,0.2649999999999999,1,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397,0.25,0.32299999999999995,0.4320000000000001,-4.2,0.24,0.304,0.419
saturday apr 27,W,HOU,CLE,-0.023076923076923102,-5,26,7,19,0.18619999999999992,0,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397,0.25,0.32299999999999995,0.4320000000000001,-4.2,0.24,0.304,0.419
sunday apr 28,W,HOU,CLE,0.015669515669515688,2,27,6,21,0.2015,1,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397,0.25,0.32299999999999995,0.4320000000000001,-4.2,0.24,0.304,0.419
monday apr 29,W,MIN,HOU,0.03285714285714292,1,8,9,-1,-0.03030000000000022,-1,0.27,0.338,0.494,7.3,0.257,0.316,0.419,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397
tuesday apr 30,L,MIN,HOU,0.06763925729442978,5,9,8,1,-0.009300000000000086,0,0.27,0.338,0.494,7.3,0.257,0.316,0.419,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397
wednesday may 1,W,MIN,HOU,0.029629629629629683,-2,-2,19,-21,-0.2248000000000001,-1,0.27,0.338,0.494,7.3,0.257,0.316,0.419,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397
thursday may 2,W,MIN,HOU,0.062211981566820285,2,2,15,-13,-0.13959999999999995,0,0.27,0.338,0.494,7.3,0.257,0.316,0.419,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397
monday may 6,W,HOU,KCR,0.24537815126050416,3,7,-50,57,0.4309000000000001,8,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397,0.247,0.309,0.401,-10.1,0.273,0.348,0.456
tuesday may 7,L,HOU,KCR,0.26666666666666666,5,9,-52,61,0.4439000000000001,9,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397,0.247,0.309,0.401,-10.1,0.273,0.348,0.456
wednesday may 8,W,HOU,KCR,0.231981981981982,-2,-1,-42,41,0.28590000000000004,8,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397,0.247,0.309,0.401,-10.1,0.273,0.348,0.456
thursday may 9,W,HOU,TEX,0.09459459459459464,0,-14,-42,28,0.22950000000000004,5,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397,0.248,0.319,0.431,-9.7,0.269,0.342,0.464
friday may 10,W,HOU,TEX,0.11954887218045113,3,-12,-44,32,0.2518,6,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397,0.248,0.319,0.431,-9.7,0.269,0.342,0.464
saturday may 11,W,HOU,TEX,0.1431623931623932,5,-9,-47,38,0.2898999999999998,7,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397,0.248,0.319,0.431,-9.7,0.269,0.342,0.464
sunday may 12,W,HOU,TEX,0.16554054054054052,7,-2,-54,52,0.3666,8,0.274,0.35200000000000004,0.495,12.8,0.221,0.28300000000000003,0.397,0.248,0.319,0.431,-9.7,0.269,0.342,0.464
