Gm#,Home_Game,Date,Tm,Opp,R,RA
56,0,Wednesday May 29,TOR,TBR,3,4
57,0,Friday May 31,TOR,COL,6,13
58,0,Saturday Jun 1,TOR,COL,2,4
59,0,Sunday Jun 2,TOR,COL,1,5
60,1,Tuesday Jun 4,TOR,NYY,4,3
61,1,Wednesday Jun 5,TOR,NYY,11,7
62,1,Thursday Jun 6,TOR,NYY,2,6
63,1,Friday Jun 7,TOR,ARI,2,8
64,1,Saturday Jun 8,TOR,ARI,0,6
65,1,Sunday Jun 9,TOR,ARI,2,8
66,0,Tuesday Jun 11,TOR,BAL,2,4
67,0,Wednesday Jun 12,TOR,BAL,8,6
68,0,Thursday Jun 13,TOR,BAL,12,3
69,0,Friday Jun 14,TOR,HOU,2,15
70,0,Saturday Jun 15,TOR,HOU,2,7
71,0,Sunday Jun 16,TOR,HOU,12,0
72,1,Monday Jun 17,TOR,LAA,5,10
73,1,Tuesday Jun 18,TOR,LAA,1,3
74,1,Wednesday Jun 19,TOR,LAA,6,11
75,1,Thursday Jun 20,TOR,LAA,7,5
76,0,Friday Jun 21,TOR,BOS,5,7
77,0,Saturday Jun 22,TOR,BOS,8,7
78,0,Sunday Jun 23,TOR,BOS,6,1
79,0,Monday Jun 24,TOR,NYY,8,10
80,0,Tuesday Jun 25,TOR,NYY,3,4
81,0,Wednesday Jun 26,TOR,NYY,7,8
82,1,Friday Jun 28,TOR,KCR,6,2
83,1,Saturday Jun 29,TOR,KCR,7,5
84,1,Sunday Jun 30,TOR,KCR,6,7
85,1,Monday Jul 1,TOR,KCR,11,4
86,1,Tuesday Jul 2,TOR,BOS,6,10
87,1,Wednesday Jul 3,TOR,BOS,6,3
88,1,Thursday Jul 4,TOR,BOS,7,8
89,1,Friday Jul 5,TOR,BAL,1,4
90,1,Saturday Jul 6,TOR,BAL,1,8
91,1,Sunday Jul 7,TOR,BAL,6,1
92,0,Friday Jul 12,TOR,NYY,0,4
93,0,Saturday Jul 13,TOR,NYY,2,1
94,0,Sunday Jul 14,TOR,NYY,2,4
95,0,Monday Jul 15,TOR,BOS,8,10
96,0,Tuesday Jul 16,TOR,BOS,10,4
97,0,Wednesday Jul 17,TOR,BOS,4,5
98,0,Thursday Jul 18,TOR,BOS,0,5
99,0,Friday Jul 19,TOR,DET,12,1
100,0,Saturday Jul 20,TOR,DET,7,5
101,0,Sunday Jul 21,TOR,DET,3,4
102,1,Monday Jul 22,TOR,CLE,3,7
103,1,Tuesday Jul 23,TOR,CLE,2,1
104,1,Wednesday Jul 24,TOR,CLE,0,4
105,1,Friday Jul 26,TOR,TBR,1,3
106,1,Saturday Jul 27,TOR,TBR,10,9
107,1,Sunday Jul 28,TOR,TBR,9,10
108,0,Monday Jul 29,TOR,KCR,7,3
109,0,Tuesday Jul 30,TOR,KCR,9,2
110,0,Wednesday Jul 31,TOR,KCR,4,1
111,0,Thursday Aug 1,TOR,BAL,11,2
112,0,Friday Aug 2,TOR,BAL,5,2
113,0,Saturday Aug 3,TOR,BAL,4,6
114,0,Sunday Aug 4,TOR,BAL,5,6
115,0,Monday Aug 5,TOR,TBR,2,0
116,0,Tuesday Aug 6,TOR,TBR,6,7
117,0,Wednesday Aug 7,TOR,TBR,4,3
118,1,Thursday Aug 8,TOR,NYY,6,12
119,1,Friday Aug 9,TOR,NYY,8,2
120,1,Saturday Aug 10,TOR,NYY,5,4
121,1,Sunday Aug 11,TOR,NYY,0,1
122,1,Monday Aug 12,TOR,TEX,19,4
123,1,Tuesday Aug 13,TOR,TEX,3,0
124,1,Wednesday Aug 14,TOR,TEX,3,7
125,1,Friday Aug 16,TOR,SEA,7,3
126,1,Saturday Aug 17,TOR,SEA,3,4
127,1,Sunday Aug 18,TOR,SEA,0,7
128,0,Tuesday Aug 20,TOR,LAD,3,16
129,0,Wednesday Aug 21,TOR,LAD,1,2
130,0,Thursday Aug 22,TOR,LAD,2,3
131,0,Friday Aug 23,TOR,SEA,4,7
132,0,Saturday Aug 24,TOR,SEA,7,5
133,0,Sunday Aug 25,TOR,SEA,1,3
134,1,Tuesday Aug 27,TOR,ATL,3,1
135,1,Wednesday Aug 28,TOR,ATL,4,9
136,1,Friday Aug 30,TOR,HOU,4,7
137,1,Saturday Aug 31,TOR,HOU,6,4
138,1,Sunday Sep 1,TOR,HOU,0,2
139,0,Monday Sep 2,TOR,ATL,3,6
140,0,Tuesday Sep 3,TOR,ATL,2,7
141,0,Thursday Sep 5,TOR,TBR,4,6
142,0,Friday Sep 6,TOR,TBR,0,5
143,0,Saturday Sep 7,TOR,TBR,3,5
144,0,Sunday Sep 8,TOR,TBR,3,8
145,1,Tuesday Sep 10,TOR,BOS,4,3
146,1,Wednesday Sep 11,TOR,BOS,8,0
147,1,Thursday Sep 12,TOR,BOS,4,7
148,1,Friday Sep 13,TOR,NYY,6,5
149,1,Saturday Sep 14,TOR,NYY,3,13
150,1,Sunday Sep 15,TOR,NYY,6,4
151,0,Tuesday Sep 17,TOR,BAL,8,5
152,0,Wednesday Sep 18,TOR,BAL,11,10
153,0,Thursday Sep 19,TOR,BAL,8,4
154,0,Friday Sep 20,TOR,NYY,4,3
155,0,Saturday Sep 21,TOR,NYY,2,7
156,0,Sunday Sep 22,TOR,NYY,3,8
157,1,Monday Sep 23,TOR,BAL,11,10
158,1,Tuesday Sep 24,TOR,BAL,4,11
159,1,Wednesday Sep 25,TOR,BAL,3,2
160,1,Friday Sep 27,TOR,TBR,2,6
161,1,Saturday Sep 28,TOR,TBR,4,1
162,1,Sunday Sep 29,TOR,TBR,8,3
1,0,Thursday Mar 28,ATL,PHI,4,10
2,0,Saturday Mar 30,ATL,PHI,6,8
3,0,Sunday Mar 31,ATL,PHI,1,5
4,1,Monday Apr 1,ATL,CHC,8,0
5,1,Wednesday Apr 3,ATL,CHC,6,4
6,1,Thursday Apr 4,ATL,CHC,9,4
7,1,Friday Apr 5,ATL,MIA,4,0
8,1,Saturday Apr 6,ATL,MIA,2,4
9,1,Sunday Apr 7,ATL,MIA,4,3
10,0,Monday Apr 8,ATL,COL,8,6
11,0,Tuesday Apr 9,ATL,COL,7,1
12,1,Thursday Apr 11,ATL,NYM,3,6
13,1,Friday Apr 12,ATL,NYM,2,6
14,1,Saturday Apr 13,ATL,NYM,11,7
15,1,Sunday Apr 14,ATL,NYM,7,3
16,1,Tuesday Apr 16,ATL,ARI,6,9
17,1,Wednesday Apr 17,ATL,ARI,2,3
18,1,Thursday Apr 18,ATL,ARI,1,4
19,0,Saturday Apr 20 (1),ATL,CLE,4,8
20,0,Saturday Apr 20 (2),ATL,CLE,8,7
21,0,Sunday Apr 21,ATL,CLE,11,5
22,0,Tuesday Apr 23,ATL,CIN,6,7
23,0,Wednesday Apr 24,ATL,CIN,3,1
24,0,Thursday Apr 25,ATL,CIN,2,4
25,1,Friday Apr 26,ATL,COL,4,8
26,1,Saturday Apr 27,ATL,COL,5,9
27,1,Sunday Apr 28,ATL,COL,8,7
28,1,Monday Apr 29,ATL,SDP,3,1
29,1,Tuesday Apr 30,ATL,SDP,3,4
30,1,Wednesday May 1,ATL,SDP,5,1
31,1,Thursday May 2,ATL,SDP,2,11
32,0,Friday May 3,ATL,MIA,7,2
33,0,Saturday May 4,ATL,MIA,9,2
34,0,Sunday May 5,ATL,MIA,3,1
35,0,Monday May 6,ATL,LAD,3,5
36,0,Tuesday May 7,ATL,LAD,0,9
37,0,Wednesday May 8,ATL,LAD,4,9
38,0,Thursday May 9,ATL,ARI,2,3
39,0,Friday May 10,ATL,ARI,2,1
40,0,Saturday May 11,ATL,ARI,6,4
41,0,Sunday May 12,ATL,ARI,5,3
42,1,Tuesday May 14,ATL,STL,3,14
43,1,Wednesday May 15,ATL,STL,4,0
44,1,Thursday May 16,ATL,STL,10,2
45,1,Friday May 17,ATL,MIL,12,8
46,1,Saturday May 18,ATL,MIL,4,3
47,1,Sunday May 19,ATL,MIL,2,3
48,0,Monday May 20,ATL,SFG,4,1
49,0,Tuesday May 21,ATL,SFG,3,4
50,0,Wednesday May 22,ATL,SFG,9,2
51,0,Thursday May 23,ATL,SFG,5,4
52,0,Friday May 24,ATL,STL,5,2
53,0,Saturday May 25,ATL,STL,3,6
54,0,Sunday May 26,ATL,STL,4,3
55,1,Tuesday May 28,ATL,WSN,4,5
56,1,Wednesday May 29,ATL,WSN,4,14
57,1,Friday May 31,ATL,DET,2,8
58,1,Saturday Jun 1,ATL,DET,10,5
59,1,Sunday Jun 2,ATL,DET,7,4
60,0,Tuesday Jun 4,ATL,PIT,12,5
61,0,Wednesday Jun 5,ATL,PIT,4,7
62,0,Thursday Jun 6,ATL,PIT,1,6
63,0,Friday Jun 7,ATL,MIA,7,1
64,0,Saturday Jun 8,ATL,MIA,1,0
65,0,Sunday Jun 9,ATL,MIA,7,6
66,1,Monday Jun 10,ATL,PIT,13,7
67,1,Tuesday Jun 11,ATL,PIT,7,5
68,1,Wednesday Jun 12,ATL,PIT,8,7
69,1,Thursday Jun 13,ATL,PIT,6,5
70,1,Friday Jun 14,ATL,PHI,9,8
71,1,Saturday Jun 15,ATL,PHI,5,6
72,1,Sunday Jun 16,ATL,PHI,15,1
73,1,Monday Jun 17,ATL,NYM,12,3
74,1,Tuesday Jun 18,ATL,NYM,2,10
75,1,Wednesday Jun 19,ATL,NYM,7,2
76,0,Friday Jun 21,ATL,WSN,3,4
77,0,Saturday Jun 22,ATL,WSN,13,9
78,0,Sunday Jun 23,ATL,WSN,4,3
79,0,Monday Jun 24,ATL,CHC,3,8
80,0,Tuesday Jun 25,ATL,CHC,3,2
81,0,Wednesday Jun 26,ATL,CHC,5,3
82,0,Thursday Jun 27,ATL,CHC,7,9
83,0,Friday Jun 28,ATL,NYM,6,2
84,0,Saturday Jun 29,ATL,NYM,5,4
85,0,Sunday Jun 30,ATL,NYM,5,8
86,1,Tuesday Jul 2,ATL,PHI,0,2
87,1,Wednesday Jul 3,ATL,PHI,9,2
88,1,Thursday Jul 4,ATL,PHI,12,6
89,1,Friday Jul 5,ATL,MIA,1,0
90,1,Saturday Jul 6,ATL,MIA,4,5
91,1,Sunday Jul 7,ATL,MIA,4,3
92,0,Friday Jul 12,ATL,SDP,5,3
93,0,Saturday Jul 13,ATL,SDP,7,5
94,0,Sunday Jul 14,ATL,SDP,4,1
95,0,Monday Jul 15,ATL,MIL,4,2
96,0,Tuesday Jul 16,ATL,MIL,1,13
97,0,Wednesday Jul 17,ATL,MIL,4,5
98,1,Thursday Jul 18,ATL,WSN,4,13
99,1,Friday Jul 19,ATL,WSN,4,3
100,1,Saturday Jul 20,ATL,WSN,3,5
101,1,Sunday Jul 21,ATL,WSN,7,1
102,1,Tuesday Jul 23,ATL,KCR,4,5
103,1,Wednesday Jul 24,ATL,KCR,0,2
104,0,Friday Jul 26,ATL,PHI,9,2
105,0,Saturday Jul 27,ATL,PHI,15,7
106,0,Sunday Jul 28,ATL,PHI,4,9
107,0,Monday Jul 29,ATL,WSN,3,6
108,0,Tuesday Jul 30,ATL,WSN,11,8
109,0,Wednesday Jul 31,ATL,WSN,5,4
110,1,Thursday Aug 1,ATL,CIN,4,1
111,1,Friday Aug 2,ATL,CIN,2,5
112,1,Saturday Aug 3,ATL,CIN,5,4
113,1,Sunday Aug 4,ATL,CIN,4,6
114,0,Monday Aug 5,ATL,MIN,3,5
115,0,Tuesday Aug 6,ATL,MIN,12,7
116,0,Wednesday Aug 7,ATL,MIN,11,7
117,0,Thursday Aug 8,ATL,MIA,2,9
118,0,Friday Aug 9,ATL,MIA,8,4
119,0,Saturday Aug 10,ATL,MIA,6,7
120,0,Sunday Aug 11,ATL,MIA,5,4
121,1,Tuesday Aug 13,ATL,NYM,5,3
122,1,Wednesday Aug 14,ATL,NYM,6,4
123,1,Thursday Aug 15,ATL,NYM,8,10
124,1,Friday Aug 16,ATL,LAD,3,8
125,1,Saturday Aug 17,ATL,LAD,4,3
126,1,Sunday Aug 18,ATL,LAD,5,3
127,1,Tuesday Aug 20,ATL,MIA,5,1
128,1,Wednesday Aug 21,ATL,MIA,5,0
129,1,Thursday Aug 22,ATL,MIA,3,2
130,0,Friday Aug 23,ATL,NYM,2,1
131,0,Saturday Aug 24,ATL,NYM,9,5
132,0,Sunday Aug 25,ATL,NYM,2,1
133,0,Monday Aug 26,ATL,COL,1,3
134,0,Tuesday Aug 27,ATL,TOR,1,3
135,0,Wednesday Aug 28,ATL,TOR,9,4
136,1,Friday Aug 30,ATL,CHW,10,7
137,1,Saturday Aug 31,ATL,CHW,11,5
138,1,Sunday Sep 1,ATL,CHW,5,3
139,1,Monday Sep 2,ATL,TOR,6,3
140,1,Tuesday Sep 3,ATL,TOR,7,2
141,1,Thursday Sep 5,ATL,WSN,4,2
142,1,Friday Sep 6,ATL,WSN,4,3
143,1,Saturday Sep 7,ATL,WSN,5,4
144,1,Sunday Sep 8,ATL,WSN,4,9
145,0,Monday Sep 9,ATL,PHI,7,2
146,0,Tuesday Sep 10,ATL,PHI,5,6
147,0,Wednesday Sep 11,ATL,PHI,3,1
148,0,Thursday Sep 12,ATL,PHI,5,9
149,0,Friday Sep 13,ATL,WSN,5,0
150,0,Saturday Sep 14,ATL,WSN,10,1
151,0,Sunday Sep 15,ATL,WSN,0,7
152,1,Tuesday Sep 17,ATL,PHI,4,5
153,1,Wednesday Sep 18,ATL,PHI,1,4
154,1,Thursday Sep 19,ATL,PHI,5,4
155,1,Friday Sep 20,ATL,SFG,6,0
156,1,Saturday Sep 21,ATL,SFG,8,1
157,1,Sunday Sep 22,ATL,SFG,1,4
158,0,Tuesday Sep 24,ATL,KCR,6,9
159,0,Wednesday Sep 25,ATL,KCR,10,2
160,0,Friday Sep 27,ATL,NYM,2,4
161,0,Saturday Sep 28,ATL,NYM,0,3
162,0,Sunday Sep 29,ATL,NYM,6,7
1,1,Thursday Mar 28,MIL,STL,5,4
2,1,Friday Mar 29,MIL,STL,5,9
3,1,Saturday Mar 30,MIL,STL,4,2
4,1,Sunday Mar 31,MIL,STL,5,4
5,0,Monday Apr 1,MIL,CIN,4,3
6,0,Tuesday Apr 2,MIL,CIN,4,3
7,0,Wednesday Apr 3,MIL,CIN,1,0
8,1,Friday Apr 5,MIL,CHC,13,10
9,1,Saturday Apr 6,MIL,CHC,8,14
10,1,Sunday Apr 7,MIL,CHC,4,2
11,0,Monday Apr 8,MIL,LAA,2,5
12,0,Tuesday Apr 9,MIL,LAA,8,11
13,0,Wednesday Apr 10,MIL,LAA,2,4
14,0,Friday Apr 12,MIL,LAD,8,5
15,0,Saturday Apr 13,MIL,LAD,4,1
16,0,Sunday Apr 14,MIL,LAD,1,7
17,1,Monday Apr 15,MIL,STL,10,7
18,1,Tuesday Apr 16,MIL,STL,8,4
19,1,Wednesday Apr 17,MIL,STL,3,6
20,1,Thursday Apr 18,MIL,LAD,1,3
21,1,Friday Apr 19,MIL,LAD,3,5
22,1,Saturday Apr 20,MIL,LAD,5,0
23,1,Sunday Apr 21,MIL,LAD,5,6
24,0,Monday Apr 22,MIL,STL,5,13
25,0,Tuesday Apr 23,MIL,STL,3,4
26,0,Wednesday Apr 24,MIL,STL,2,5
27,0,Friday Apr 26,MIL,NYM,10,2
28,0,Saturday Apr 27,MIL,NYM,8,6
29,0,Sunday Apr 28,MIL,NYM,2,5
30,1,Monday Apr 29,MIL,COL,5,1
31,1,Tuesday Apr 30,MIL,COL,4,3
32,1,Wednesday May 1,MIL,COL,4,11
33,1,Thursday May 2,MIL,COL,6,11
34,1,Friday May 3,MIL,NYM,3,1
35,1,Saturday May 4,MIL,NYM,4,3
36,1,Sunday May 5,MIL,NYM,3,2
37,1,Monday May 6,MIL,WSN,5,3
38,1,Tuesday May 7,MIL,WSN,6,0
39,1,Wednesday May 8,MIL,WSN,7,3
40,0,Friday May 10,MIL,CHC,7,0
41,0,Saturday May 11,MIL,CHC,1,2
42,0,Sunday May 12,MIL,CHC,1,4
43,0,Monday May 13,MIL,PHI,4,7
44,0,Tuesday May 14,MIL,PHI,6,1
45,0,Wednesday May 15,MIL,PHI,5,2
46,0,Thursday May 16,MIL,PHI,11,3
47,0,Friday May 17,MIL,ATL,8,12
48,0,Saturday May 18,MIL,ATL,3,4
49,0,Sunday May 19,MIL,ATL,3,2
50,1,Tuesday May 21,MIL,CIN,0,3
51,1,Wednesday May 22,MIL,CIN,11,9
52,1,Friday May 24,MIL,PHI,4,6
53,1,Saturday May 25,MIL,PHI,2,7
54,1,Sunday May 26,MIL,PHI,9,1
55,0,Monday May 27,MIL,MIN,5,4
56,0,Tuesday May 28,MIL,MIN,3,5
57,0,Thursday May 30,MIL,PIT,11,5
58,0,Friday May 31,MIL,PIT,4,9
59,0,Saturday Jun 1,MIL,PIT,12,10
60,0,Sunday Jun 2,MIL,PIT,4,2
61,1,Tuesday Jun 4,MIL,MIA,0,16
62,1,Wednesday Jun 5,MIL,MIA,3,8
63,1,Thursday Jun 6,MIL,MIA,5,1
64,1,Friday Jun 7,MIL,PIT,10,4
65,1,Saturday Jun 8,MIL,PIT,5,3
66,1,Sunday Jun 9,MIL,PIT,5,2
67,0,Tuesday Jun 11,MIL,HOU,8,10
68,0,Wednesday Jun 12,MIL,HOU,6,3
69,0,Friday Jun 14,MIL,SFG,3,5
70,0,Saturday Jun 15,MIL,SFG,7,8
71,0,Sunday Jun 16,MIL,SFG,5,3
72,0,Monday Jun 17,MIL,SDP,0,2
73,0,Tuesday Jun 18,MIL,SDP,1,4
74,0,Wednesday Jun 19,MIL,SDP,7,8
75,1,Thursday Jun 20,MIL,CIN,1,7
76,1,Friday Jun 21,MIL,CIN,7,11
77,1,Saturday Jun 22,MIL,CIN,6,5
78,1,Sunday Jun 23,MIL,CIN,7,5
79,1,Tuesday Jun 25,MIL,SEA,3,8
80,1,Wednesday Jun 26,MIL,SEA,2,4
81,1,Thursday Jun 27,MIL,SEA,4,2
82,1,Friday Jun 28,MIL,PIT,2,3
83,1,Saturday Jun 29,MIL,PIT,3,1
84,1,Sunday Jun 30,MIL,PIT,2,1
85,0,Monday Jul 1,MIL,CIN,8,6
86,0,Tuesday Jul 2,MIL,CIN,4,5
87,0,Wednesday Jul 3,MIL,CIN,0,3
88,0,Thursday Jul 4,MIL,CIN,0,1
89,0,Friday Jul 5,MIL,PIT,7,6
90,0,Saturday Jul 6,MIL,PIT,2,12
91,0,Sunday Jul 7,MIL,PIT,5,6
92,1,Friday Jul 12,MIL,SFG,7,10
93,1,Saturday Jul 13,MIL,SFG,5,4
94,1,Sunday Jul 14,MIL,SFG,3,8
95,1,Monday Jul 15,MIL,ATL,2,4
96,1,Tuesday Jul 16,MIL,ATL,13,1
97,1,Wednesday Jul 17,MIL,ATL,5,4
98,0,Thursday Jul 18,MIL,ARI,5,1
99,0,Friday Jul 19,MIL,ARI,7,10
100,0,Saturday Jul 20,MIL,ARI,8,3
101,0,Sunday Jul 21,MIL,ARI,7,4
102,1,Monday Jul 22,MIL,CIN,5,6
103,1,Tuesday Jul 23,MIL,CIN,6,14
104,1,Wednesday Jul 24,MIL,CIN,5,4
105,1,Friday Jul 26,MIL,CHC,3,2
106,1,Saturday Jul 27,MIL,CHC,5,3
107,1,Sunday Jul 28,MIL,CHC,4,11
108,0,Tuesday Jul 30,MIL,OAK,2,3
109,0,Wednesday Jul 31,MIL,OAK,4,2
110,0,Thursday Aug 1,MIL,OAK,3,5
111,0,Friday Aug 2,MIL,CHC,2,6
112,0,Saturday Aug 3,MIL,CHC,1,4
113,0,Sunday Aug 4,MIL,CHC,2,7
114,0,Monday Aug 5,MIL,PIT,9,7
115,0,Tuesday Aug 6,MIL,PIT,4,3
116,0,Wednesday Aug 7,MIL,PIT,8,3
117,1,Friday Aug 9,MIL,TEX,6,5
118,1,Saturday Aug 10,MIL,TEX,3,2
119,1,Sunday Aug 11,MIL,TEX,0,1
120,1,Tuesday Aug 13,MIL,MIN,5,7
121,1,Wednesday Aug 14,MIL,MIN,6,5
122,0,Friday Aug 16,MIL,WSN,1,2
123,0,Saturday Aug 17,MIL,WSN,15,14
124,0,Sunday Aug 18,MIL,WSN,8,16
125,0,Monday Aug 19,MIL,STL,0,3
126,0,Tuesday Aug 20,MIL,STL,4,9
127,0,Wednesday Aug 21,MIL,STL,5,3
128,1,Friday Aug 23,MIL,ARI,6,1
129,1,Saturday Aug 24,MIL,ARI,4,0
130,1,Sunday Aug 25,MIL,ARI,2,5
131,1,Monday Aug 26,MIL,STL,2,12
132,1,Tuesday Aug 27,MIL,STL,3,6
133,1,Wednesday Aug 28,MIL,STL,4,1
134,0,Friday Aug 30,MIL,CHC,1,7
135,0,Saturday Aug 31,MIL,CHC,2,0
136,0,Sunday Sep 1,MIL,CHC,4,0
137,1,Monday Sep 2,MIL,HOU,2,3
138,1,Tuesday Sep 3,MIL,HOU,4,2
139,1,Thursday Sep 5,MIL,CHC,5,10
140,1,Friday Sep 6,MIL,CHC,7,1
141,1,Saturday Sep 7,MIL,CHC,3,2
142,1,Sunday Sep 8,MIL,CHC,8,5
143,0,Monday Sep 9,MIL,MIA,8,3
144,0,Tuesday Sep 10,MIL,MIA,4,3
145,0,Wednesday Sep 11,MIL,MIA,7,5
146,0,Thursday Sep 12,MIL,MIA,3,2
147,0,Friday Sep 13,MIL,STL,0,10
148,0,Saturday Sep 14,MIL,STL,5,2
149,0,Sunday Sep 15,MIL,STL,7,6
150,1,Monday Sep 16,MIL,SDP,5,1
151,1,Tuesday Sep 17,MIL,SDP,3,1
152,1,Wednesday Sep 18,MIL,SDP,1,2
153,1,Thursday Sep 19,MIL,SDP,5,1
154,1,Friday Sep 20,MIL,PIT,10,1
155,1,Saturday Sep 21,MIL,PIT,10,1
156,1,Sunday Sep 22,MIL,PIT,4,3
157,0,Tuesday Sep 24,MIL,CIN,4,2
158,0,Wednesday Sep 25,MIL,CIN,9,2
159,0,Thursday Sep 26,MIL,CIN,5,3
160,0,Friday Sep 27,MIL,COL,7,11
161,0,Saturday Sep 28,MIL,COL,2,3
162,0,Sunday Sep 29,MIL,COL,3,4
1,0,Thursday Mar 28,STL,MIL,4,5
2,0,Friday Mar 29,STL,MIL,9,5
3,0,Saturday Mar 30,STL,MIL,2,4
4,0,Sunday Mar 31,STL,MIL,4,5
5,0,Monday Apr 1,STL,PIT,6,5
6,0,Wednesday Apr 3,STL,PIT,5,4
7,1,Friday Apr 5,STL,SDP,3,5
8,1,Saturday Apr 6,STL,SDP,4,6
9,1,Sunday Apr 7,STL,SDP,4,1
10,1,Monday Apr 8,STL,LAD,4,3
11,1,Tuesday Apr 9,STL,LAD,4,0
12,1,Wednesday Apr 10,STL,LAD,7,2
13,1,Thursday Apr 11,STL,LAD,11,7
14,0,Saturday Apr 13,STL,CIN,2,5
15,0,Sunday Apr 14,STL,CIN,9,5
16,0,Monday Apr 15,STL,MIL,7,10
17,0,Tuesday Apr 16,STL,MIL,4,8
18,0,Wednesday Apr 17,STL,MIL,6,3
19,1,Friday Apr 19,STL,NYM,4,5
20,1,Saturday Apr 20,STL,NYM,10,2
21,1,Sunday Apr 21,STL,NYM,6,4
22,1,Monday Apr 22,STL,MIL,13,5
23,1,Tuesday Apr 23,STL,MIL,4,3
24,1,Wednesday Apr 24,STL,MIL,5,2
25,1,Friday Apr 26,STL,CIN,1,12
26,1,Saturday Apr 27,STL,CIN,6,3
27,1,Sunday Apr 28,STL,CIN,5,2
28,0,Monday Apr 29,STL,WSN,6,3
29,0,Tuesday Apr 30,STL,WSN,3,2
30,0,Wednesday May 1,STL,WSN,5,1
31,0,Thursday May 2,STL,WSN,1,2
32,0,Friday May 3,STL,CHC,0,4
33,0,Saturday May 4,STL,CHC,5,6
34,0,Sunday May 5,STL,CHC,5,13
35,1,Monday May 6,STL,PHI,6,0
36,1,Tuesday May 7,STL,PHI,1,11
37,1,Wednesday May 8,STL,PHI,0,5
38,1,Thursday May 9,STL,PIT,17,4
39,1,Friday May 10,STL,PIT,1,2
40,1,Saturday May 11,STL,PIT,1,2
41,1,Sunday May 12,STL,PIT,6,10
42,0,Tuesday May 14,STL,ATL,14,3
43,0,Wednesday May 15,STL,ATL,0,4
44,0,Thursday May 16,STL,ATL,2,10
45,0,Friday May 17,STL,TEX,3,7
46,0,Saturday May 18,STL,TEX,8,2
47,0,Sunday May 19,STL,TEX,4,5
48,1,Wednesday May 22 (1),STL,KCR,2,8
49,1,Wednesday May 22 (2),STL,KCR,10,3
50,1,Friday May 24,STL,ATL,2,5
51,1,Saturday May 25,STL,ATL,6,3
52,1,Sunday May 26,STL,ATL,3,4
53,0,Tuesday May 28,STL,PHI,3,4
54,0,Wednesday May 29,STL,PHI,4,11
55,0,Thursday May 30,STL,PHI,5,3
56,1,Friday May 31,STL,CHC,2,1
57,1,Saturday Jun 1,STL,CHC,7,4
58,1,Sunday Jun 2,STL,CHC,2,1
59,1,Tuesday Jun 4,STL,CIN,1,4
60,1,Thursday Jun 6,STL,CIN,3,1
61,0,Friday Jun 7,STL,CHC,1,3
62,0,Saturday Jun 8,STL,CHC,4,9
63,0,Sunday Jun 9,STL,CHC,1,5
64,0,Monday Jun 10,STL,MIA,4,1
65,0,Tuesday Jun 11,STL,MIA,7,1
66,0,Wednesday Jun 12,STL,MIA,0,9
67,0,Thursday Jun 13,STL,NYM,5,4
68,0,Friday Jun 14,STL,NYM,9,5
69,0,Saturday Jun 15,STL,NYM,7,8
70,0,Sunday Jun 16,STL,NYM,4,3
71,1,Monday Jun 17,STL,MIA,5,0
72,1,Tuesday Jun 18,STL,MIA,0,6
73,1,Wednesday Jun 19,STL,MIA,2,1
74,1,Thursday Jun 20,STL,MIA,6,7
75,1,Friday Jun 21,STL,LAA,5,1
76,1,Saturday Jun 22,STL,LAA,4,2
77,1,Sunday Jun 23,STL,LAA,4,6
78,1,Tuesday Jun 25,STL,OAK,3,7
79,1,Wednesday Jun 26,STL,OAK,0,2
80,0,Friday Jun 28,STL,SDP,1,3
81,0,Saturday Jun 29,STL,SDP,2,12
82,0,Sunday Jun 30,STL,SDP,5,3
83,0,Tuesday Jul 2,STL,SEA,4,5
84,0,Wednesday Jul 3,STL,SEA,5,2
85,0,Thursday Jul 4,STL,SEA,5,4
86,0,Friday Jul 5,STL,SFG,9,4
87,0,Saturday Jul 6,STL,SFG,4,8
88,0,Sunday Jul 7,STL,SFG,0,1
89,1,Friday Jul 12,STL,ARI,2,4
90,1,Saturday Jul 13,STL,ARI,4,2
91,1,Sunday Jul 14,STL,ARI,5,2
92,1,Monday Jul 15,STL,PIT,7,0
93,1,Tuesday Jul 16,STL,PIT,1,3
94,1,Wednesday Jul 17,STL,PIT,6,5
95,0,Thursday Jul 18,STL,CIN,7,4
96,0,Friday Jul 19,STL,CIN,12,11
97,0,Saturday Jul 20,STL,CIN,2,3
98,0,Sunday Jul 21,STL,CIN,3,1
99,0,Monday Jul 22,STL,PIT,6,5
100,0,Tuesday Jul 23,STL,PIT,4,3
101,0,Wednesday Jul 24,STL,PIT,14,8
102,0,Thursday Jul 25,STL,PIT,6,3
103,1,Friday Jul 26,STL,HOU,5,3
104,1,Saturday Jul 27,STL,HOU,2,8
105,1,Sunday Jul 28,STL,HOU,2,6
106,1,Tuesday Jul 30,STL,CHC,2,1
107,1,Wednesday Jul 31,STL,CHC,0,2
108,1,Thursday Aug 1,STL,CHC,8,0
109,0,Saturday Aug 3,STL,OAK,3,8
110,0,Sunday Aug 4,STL,OAK,2,4
111,0,Monday Aug 5,STL,LAD,0,8
112,0,Tuesday Aug 6,STL,LAD,1,3
113,0,Wednesday Aug 7,STL,LAD,1,2
114,1,Friday Aug 9,STL,PIT,6,2
115,1,Saturday Aug 10,STL,PIT,3,1
116,1,Sunday Aug 11,STL,PIT,11,9
117,0,Tuesday Aug 13,STL,KCR,2,0
