Gm#,Home_Game,Date,Tm,Opp,R,RA
5,0,Monday Apr 1,SFG,LAD,4,2
6,0,Tuesday Apr 2,SFG,LAD,5,6
7,0,Wednesday Apr 3,SFG,LAD,3,5
8,1,Friday Apr 5,SFG,TBR,2,5
9,1,Saturday Apr 6,SFG,TBR,6,4
10,1,Sunday Apr 7,SFG,TBR,0,3
11,1,Monday Apr 8,SFG,SDP,5,6
12,1,Tuesday Apr 9,SFG,SDP,7,2
13,1,Wednesday Apr 10,SFG,SDP,1,3
14,1,Thursday Apr 11,SFG,COL,1,0
15,1,Friday Apr 12,SFG,COL,3,2
16,1,Saturday Apr 13,SFG,COL,5,2
17,1,Sunday Apr 14,SFG,COL,0,4
18,0,Tuesday Apr 16,SFG,WSN,7,3
19,0,Wednesday Apr 17,SFG,WSN,6,9
20,0,Thursday Apr 18,SFG,WSN,2,4
21,0,Friday Apr 19,SFG,PIT,1,4
22,0,Saturday Apr 20,SFG,PIT,1,3
23,0,Sunday Apr 21,SFG,PIT,3,2
24,0,Tuesday Apr 23,SFG,TOR,7,6
25,0,Wednesday Apr 24,SFG,TOR,4,0
26,1,Friday Apr 26,SFG,NYY,3,7
27,1,Saturday Apr 27,SFG,NYY,4,6
28,1,Sunday Apr 28,SFG,NYY,5,11
29,1,Monday Apr 29,SFG,LAD,3,2
30,1,Tuesday Apr 30,SFG,LAD,3,10
31,1,Wednesday May 1,SFG,LAD,2,1
32,0,Friday May 3,SFG,CIN,12,11
33,0,Saturday May 4,SFG,CIN,2,9
34,0,Sunday May 5,SFG,CIN,6,5
35,0,Monday May 6,SFG,CIN,4,12
36,0,Tuesday May 7,SFG,COL,14,4
37,0,Thursday May 9,SFG,COL,11,12
38,1,Friday May 10,SFG,CIN,0,7
39,1,Saturday May 11,SFG,CIN,4,5
40,1,Sunday May 12,SFG,CIN,6,5
41,1,Tuesday May 14,SFG,TOR,3,7
42,1,Wednesday May 15,SFG,TOR,4,3
43,0,Friday May 17,SFG,ARI,0,7
44,0,Saturday May 18,SFG,ARI,8,5
45,0,Sunday May 19,SFG,ARI,3,2
46,1,Monday May 20,SFG,ATL,1,4
47,1,Tuesday May 21,SFG,ATL,4,3
48,1,Wednesday May 22,SFG,ATL,2,9
49,1,Thursday May 23,SFG,ATL,4,5
50,1,Friday May 24,SFG,ARI,2,18
51,1,Saturday May 25,SFG,ARI,4,10
52,1,Sunday May 26,SFG,ARI,2,6
53,0,Tuesday May 28,SFG,MIA,3,11
54,0,Wednesday May 29,SFG,MIA,2,4
55,0,Thursday May 30,SFG,MIA,3,1
56,0,Friday May 31,SFG,BAL,6,9
57,0,Saturday Jun 1,SFG,BAL,8,2
58,0,Sunday Jun 2,SFG,BAL,8,1
59,0,Tuesday Jun 4,SFG,NYM,9,3
60,0,Wednesday Jun 5,SFG,NYM,0,7
61,0,Thursday Jun 6,SFG,NYM,3,7
62,1,Friday Jun 7,SFG,LAD,2,1
63,1,Saturday Jun 8,SFG,LAD,2,7
64,1,Sunday Jun 9,SFG,LAD,0,1
65,1,Tuesday Jun 11,SFG,SDP,6,5
66,1,Wednesday Jun 12,SFG,SDP,4,2
67,1,Friday Jun 14,SFG,MIL,5,3
68,1,Saturday Jun 15,SFG,MIL,8,7
69,1,Sunday Jun 16,SFG,MIL,3,5
70,0,Monday Jun 17,SFG,LAD,3,2
71,0,Tuesday Jun 18,SFG,LAD,0,9
72,0,Wednesday Jun 19,SFG,LAD,2,9
73,0,Thursday Jun 20,SFG,LAD,8,9
74,0,Friday Jun 21,SFG,ARI,11,5
75,0,Saturday Jun 22,SFG,ARI,7,4
76,0,Sunday Jun 23,SFG,ARI,2,3
77,1,Monday Jun 24,SFG,COL,0,2
78,1,Tuesday Jun 25,SFG,COL,4,2
79,1,Wednesday Jun 26,SFG,COL,3,6
80,1,Thursday Jun 27,SFG,ARI,1,5
81,1,Friday Jun 28,SFG,ARI,6,3
82,1,Saturday Jun 29,SFG,ARI,3,4
83,1,Sunday Jun 30,SFG,ARI,10,4
84,0,Monday Jul 1,SFG,SDP,13,2
85,0,Tuesday Jul 2,SFG,SDP,10,4
86,0,Wednesday Jul 3,SFG,SDP,7,5
87,1,Friday Jul 5,SFG,STL,4,9
88,1,Saturday Jul 6,SFG,STL,8,4
89,1,Sunday Jul 7,SFG,STL,1,0
90,0,Friday Jul 12,SFG,MIL,10,7
91,0,Saturday Jul 13,SFG,MIL,4,5
92,0,Sunday Jul 14,SFG,MIL,8,3
93,0,Monday Jul 15 (1),SFG,COL,19,2
94,0,Monday Jul 15 (2),SFG,COL,2,1
95,0,Tuesday Jul 16,SFG,COL,8,4
96,0,Wednesday Jul 17,SFG,COL,11,8
97,1,Thursday Jul 18,SFG,NYM,3,2
98,1,Friday Jul 19,SFG,NYM,1,0
99,1,Saturday Jul 20,SFG,NYM,4,11
100,1,Sunday Jul 21,SFG,NYM,3,2
101,1,Monday Jul 22,SFG,CHC,5,4
102,1,Tuesday Jul 23,SFG,CHC,5,4
103,1,Wednesday Jul 24,SFG,CHC,1,4
104,0,Friday Jul 26,SFG,SDP,2,1
105,0,Saturday Jul 27,SFG,SDP,1,5
106,0,Sunday Jul 28,SFG,SDP,7,6
107,0,Tuesday Jul 30,SFG,PHI,2,4
108,0,Wednesday Jul 31,SFG,PHI,5,1
109,0,Thursday Aug 1,SFG,PHI,2,10
110,0,Friday Aug 2,SFG,COL,4,5
111,0,Saturday Aug 3,SFG,COL,6,5
112,0,Sunday Aug 4,SFG,COL,2,6
113,1,Monday Aug 5,SFG,WSN,0,4
114,1,Tuesday Aug 6,SFG,WSN,3,5
115,1,Wednesday Aug 7,SFG,WSN,1,4
116,1,Thursday Aug 8,SFG,PHI,5,0
117,1,Friday Aug 9,SFG,PHI,6,9
118,1,Saturday Aug 10,SFG,PHI,3,1
119,1,Sunday Aug 11,SFG,PHI,9,6
120,1,Tuesday Aug 13,SFG,OAK,3,2
121,1,Wednesday Aug 14,SFG,OAK,5,9
122,0,Thursday Aug 15,SFG,ARI,7,0
123,0,Friday Aug 16,SFG,ARI,10,9
124,0,Saturday Aug 17,SFG,ARI,11,6
125,0,Sunday Aug 18,SFG,ARI,1,6
126,0,Tuesday Aug 20,SFG,CHC,3,5
127,0,Wednesday Aug 21,SFG,CHC,11,12
128,0,Thursday Aug 22,SFG,CHC,0,1
129,0,Saturday Aug 24,SFG,OAK,10,5
130,0,Sunday Aug 25,SFG,OAK,5,4
131,1,Monday Aug 26,SFG,ARI,4,6
132,1,Tuesday Aug 27,SFG,ARI,2,3
133,1,Thursday Aug 29,SFG,SDP,3,5
134,1,Friday Aug 30,SFG,SDP,8,3
135,1,Saturday Aug 31,SFG,SDP,1,4
136,1,Sunday Sep 1,SFG,SDP,4,8
137,0,Monday Sep 2,SFG,STL,1,3
138,0,Tuesday Sep 3,SFG,STL,0,1
139,0,Wednesday Sep 4,SFG,STL,9,8
140,0,Thursday Sep 5,SFG,STL,0,10
141,0,Friday Sep 6,SFG,LAD,5,4
142,0,Saturday Sep 7,SFG,LAD,1,0
143,0,Sunday Sep 8,SFG,LAD,0,5
144,1,Monday Sep 9,SFG,PIT,4,6
145,1,Tuesday Sep 10,SFG,PIT,5,4
146,1,Wednesday Sep 11,SFG,PIT,3,6
147,1,Thursday Sep 12,SFG,PIT,2,4
148,1,Friday Sep 13,SFG,MIA,1,0
149,1,Saturday Sep 14,SFG,MIA,2,4
150,1,Sunday Sep 15,SFG,MIA,2,1
151,0,Tuesday Sep 17,SFG,BOS,7,6
152,0,Wednesday Sep 18,SFG,BOS,11,3
153,0,Thursday Sep 19,SFG,BOS,4,5
154,0,Friday Sep 20,SFG,ATL,0,6
155,0,Saturday Sep 21,SFG,ATL,1,8
156,0,Sunday Sep 22,SFG,ATL,4,1
157,1,Tuesday Sep 24,SFG,COL,5,8
158,1,Wednesday Sep 25,SFG,COL,2,1
159,1,Thursday Sep 26,SFG,COL,8,3
160,1,Friday Sep 27,SFG,LAD,2,9
161,1,Saturday Sep 28,SFG,LAD,0,2
162,1,Sunday Sep 29,SFG,LAD,0,9
1,0,Thursday Mar 28,CLE,MIN,0,2
2,0,Saturday Mar 30,CLE,MIN,2,1
3,0,Sunday Mar 31,CLE,MIN,3,9
4,1,Monday Apr 1,CLE,CHW,5,3
5,1,Wednesday Apr 3,CLE,CHW,3,8
6,1,Thursday Apr 4,CLE,TOR,4,1
7,1,Friday Apr 5,CLE,TOR,3,2
8,1,Saturday Apr 6,CLE,TOR,7,2
9,1,Sunday Apr 7,CLE,TOR,3,1
10,0,Tuesday Apr 9,CLE,DET,8,2
11,0,Wednesday Apr 10,CLE,DET,1,4
12,0,Thursday Apr 11,CLE,DET,4,0
13,0,Friday Apr 12,CLE,KCR,1,8
14,0,Saturday Apr 13,CLE,KCR,0,3
15,0,Sunday Apr 14,CLE,KCR,8,9
16,0,Monday Apr 15,CLE,SEA,6,4
17,0,Tuesday Apr 16,CLE,SEA,4,2
18,0,Wednesday Apr 17,CLE,SEA,1,0
19,1,Saturday Apr 20 (1),CLE,ATL,8,4
20,1,Saturday Apr 20 (2),CLE,ATL,7,8
21,1,Sunday Apr 21,CLE,ATL,5,11
22,1,Tuesday Apr 23,CLE,MIA,1,3
23,1,Wednesday Apr 24,CLE,MIA,6,2
24,0,Thursday Apr 25,CLE,HOU,2,1
25,0,Friday Apr 26,CLE,HOU,6,3
26,0,Saturday Apr 27,CLE,HOU,3,4
27,0,Sunday Apr 28,CLE,HOU,1,4
28,0,Tuesday Apr 30,CLE,MIA,7,4
29,0,Wednesday May 1,CLE,MIA,2,4
30,1,Friday May 3,CLE,SEA,2,1
31,1,Saturday May 4,CLE,SEA,5,4
32,1,Sunday May 5,CLE,SEA,0,10
33,1,Monday May 6,CLE,CHW,1,9
34,1,Tuesday May 7,CLE,CHW,0,2
35,1,Wednesday May 8,CLE,CHW,5,3
36,1,Thursday May 9,CLE,CHW,5,0
37,0,Friday May 10,CLE,OAK,3,4
38,0,Saturday May 11,CLE,OAK,2,3
39,0,Sunday May 12,CLE,OAK,5,3
40,0,Monday May 13,CLE,CHW,2,5
41,0,Tuesday May 14,CLE,CHW,9,0
42,1,Thursday May 16,CLE,BAL,14,7
43,1,Friday May 17,CLE,BAL,1,5
44,1,Saturday May 18,CLE,BAL,4,1
45,1,Sunday May 19,CLE,BAL,10,0
46,1,Monday May 20,CLE,OAK,4,6
47,1,Tuesday May 21,CLE,OAK,3,5
48,1,Wednesday May 22,CLE,OAK,2,7
49,1,Thursday May 23,CLE,TBR,2,7
50,1,Friday May 24,CLE,TBR,3,1
51,1,Saturday May 25,CLE,TBR,2,6
52,1,Sunday May 26,CLE,TBR,3,6
53,0,Monday May 27,CLE,BOS,5,12
54,0,Tuesday May 28,CLE,BOS,7,5
55,0,Wednesday May 29,CLE,BOS,14,9
56,0,Thursday May 30,CLE,CHW,4,10
57,0,Friday May 31,CLE,CHW,1,6
58,0,Saturday Jun 1,CLE,CHW,5,2
59,0,Sunday Jun 2,CLE,CHW,0,2
60,1,Tuesday Jun 4,CLE,MIN,5,2
61,1,Wednesday Jun 5,CLE,MIN,9,7
62,1,Thursday Jun 6,CLE,MIN,4,5
63,1,Friday Jun 7,CLE,NYY,5,2
64,1,Saturday Jun 8,CLE,NYY,8,4
65,1,Sunday Jun 9,CLE,NYY,6,7
66,1,Tuesday Jun 11,CLE,CIN,2,1
67,1,Wednesday Jun 12,CLE,CIN,2,7
68,0,Friday Jun 14,CLE,DET,13,4
69,0,Saturday Jun 15,CLE,DET,4,2
70,0,Sunday Jun 16,CLE,DET,8,0
71,0,Monday Jun 17,CLE,TEX,2,7
72,0,Tuesday Jun 18,CLE,TEX,10,3
73,0,Wednesday Jun 19,CLE,TEX,10,4
74,0,Thursday Jun 20,CLE,TEX,2,4
75,1,Friday Jun 21,CLE,DET,7,6
76,1,Saturday Jun 22,CLE,DET,2,0
77,1,Sunday Jun 23,CLE,DET,8,3
78,1,Monday Jun 24,CLE,KCR,3,2
79,1,Tuesday Jun 25,CLE,KCR,6,8
80,1,Wednesday Jun 26,CLE,KCR,5,3
81,0,Friday Jun 28,CLE,BAL,0,13
82,0,Saturday Jun 29,CLE,BAL,0,13
83,0,Sunday Jun 30,CLE,BAL,2,0
84,0,Tuesday Jul 2,CLE,KCR,9,5
85,0,Wednesday Jul 3,CLE,KCR,4,0
86,0,Thursday Jul 4,CLE,KCR,8,4
87,0,Saturday Jul 6,CLE,CIN,7,2
88,0,Sunday Jul 7,CLE,CIN,11,1
89,1,Friday Jul 12,CLE,MIN,3,5
90,1,Saturday Jul 13,CLE,MIN,2,6
91,1,Sunday Jul 14,CLE,MIN,4,3
92,1,Monday Jul 15,CLE,DET,8,6
93,1,Tuesday Jul 16,CLE,DET,8,0
94,1,Wednesday Jul 17,CLE,DET,7,2
95,1,Thursday Jul 18,CLE,DET,6,3
96,1,Friday Jul 19,CLE,KCR,10,5
97,1,Saturday Jul 20,CLE,KCR,0,1
98,1,Sunday Jul 21,CLE,KCR,5,4
99,0,Monday Jul 22,CLE,TOR,7,3
100,0,Tuesday Jul 23,CLE,TOR,1,2
101,0,Wednesday Jul 24,CLE,TOR,4,0
102,0,Thursday Jul 25,CLE,KCR,5,4
103,0,Friday Jul 26,CLE,KCR,8,3
104,0,Saturday Jul 27,CLE,KCR,9,1
105,0,Sunday Jul 28,CLE,KCR,6,9
106,1,Tuesday Jul 30,CLE,HOU,0,2
107,1,Wednesday Jul 31,CLE,HOU,10,4
108,1,Thursday Aug 1,CLE,HOU,1,7
109,1,Friday Aug 2,CLE,LAA,7,3
110,1,Saturday Aug 3,CLE,LAA,7,2
111,1,Sunday Aug 4,CLE,LAA,6,2
112,1,Monday Aug 5,CLE,TEX,0,1
113,1,Wednesday Aug 7 (1),CLE,TEX,2,0
114,1,Wednesday Aug 7 (2),CLE,TEX,5,1
115,0,Thursday Aug 8,CLE,MIN,7,5
116,0,Friday Aug 9,CLE,MIN,6,2
117,0,Saturday Aug 10,CLE,MIN,1,4
118,0,Sunday Aug 11,CLE,MIN,7,3
119,1,Monday Aug 12,CLE,BOS,6,5
120,1,Tuesday Aug 13,CLE,BOS,6,7
121,1,Wednesday Aug 14,CLE,BOS,1,5
122,0,Thursday Aug 15,CLE,NYY,19,5
123,0,Friday Aug 16,CLE,NYY,2,3
124,0,Saturday Aug 17,CLE,NYY,5,6
125,0,Sunday Aug 18,CLE,NYY,8,4
126,0,Tuesday Aug 20,CLE,NYM,2,9
127,0,Wednesday Aug 21,CLE,NYM,3,4
128,0,Thursday Aug 22,CLE,NYM,0,2
129,1,Friday Aug 23,CLE,KCR,4,1
130,1,Saturday Aug 24,CLE,KCR,4,2
131,1,Sunday Aug 25,CLE,KCR,8,9
132,0,Tuesday Aug 27,CLE,DET,10,1
133,0,Wednesday Aug 28,CLE,DET,4,2
134,0,Thursday Aug 29,CLE,DET,2,0
135,0,Friday Aug 30,CLE,TBR,0,4
136,0,Saturday Aug 31,CLE,TBR,6,9
137,0,Sunday Sep 1,CLE,TBR,2,8
138,1,Monday Sep 2,CLE,CHW,11,3
139,1,Tuesday Sep 3,CLE,CHW,5,6
140,1,Wednesday Sep 4,CLE,CHW,8,6
141,1,Thursday Sep 5,CLE,CHW,1,7
142,0,Friday Sep 6,CLE,MIN,6,2
143,0,Saturday Sep 7,CLE,MIN,3,5
144,0,Sunday Sep 8,CLE,MIN,5,2
145,0,Monday Sep 9,CLE,LAA,6,2
146,0,Tuesday Sep 10,CLE,LAA,8,0
147,0,Wednesday Sep 11,CLE,LAA,4,3
148,1,Saturday Sep 14 (1),CLE,MIN,0,2
149,1,Saturday Sep 14 (2),CLE,MIN,5,9
150,1,Sunday Sep 15,CLE,MIN,7,5
151,1,Tuesday Sep 17,CLE,DET,7,2
152,1,Wednesday Sep 18,CLE,DET,2,1
153,1,Thursday Sep 19,CLE,DET,7,0
154,1,Friday Sep 20,CLE,PHI,5,2
155,1,Saturday Sep 21,CLE,PHI,4,9
156,1,Sunday Sep 22,CLE,PHI,10,1
157,0,Tuesday Sep 24,CLE,CHW,11,0
158,0,Wednesday Sep 25,CLE,CHW,3,8
159,0,Thursday Sep 26,CLE,CHW,0,8
160,0,Friday Sep 27,CLE,WSN,2,8
161,0,Saturday Sep 28,CLE,WSN,7,10
162,0,Sunday Sep 29,CLE,WSN,2,8
1,0,"Wednesday, Mar 20",SEA,OAK,9,7
2,0,"Thursday, Mar 21",SEA,OAK,5,4
3,1,"Thursday, Mar 28",SEA,BOS,12,4
4,1,"Friday, Mar 29",SEA,BOS,6,7
5,1,"Saturday, Mar 30",SEA,BOS,6,5
6,1,"Sunday, Mar 31",SEA,BOS,10,8
7,1,"Monday, Apr 1",SEA,LAA,6,3
8,1,"Tuesday, Apr 2",SEA,LAA,2,1
9,0,"Friday, Apr 5",SEA,CHW,8,10
10,0,"Saturday, Apr 6",SEA,CHW,9,2
11,0,"Sunday, Apr 7",SEA,CHW,12,5
12,0,"Monday, Apr 8",SEA,KCR,13,5
13,0,"Tuesday, Apr 9",SEA,KCR,6,3
14,0,"Wednesday, Apr 10",SEA,KCR,6,5
15,0,"Thursday, Apr 11",SEA,KCR,7,6
16,1,"Friday, Apr 12",SEA,HOU,6,10
17,1,"Saturday, Apr 13",SEA,HOU,1,3
18,1,"Sunday, Apr 14",SEA,HOU,2,3
19,1,"Monday, Apr 15",SEA,CLE,4,6
20,1,"Tuesday, Apr 16",SEA,CLE,2,4
21,1,"Wednesday, Apr 17",SEA,CLE,0,1
22,0,"Thursday, Apr 18",SEA,LAA,11,10
23,0,"Friday, Apr 19",SEA,LAA,5,3
24,0,"Saturday, Apr 20",SEA,LAA,6,5
25,0,"Sunday, Apr 21",SEA,LAA,6,8
26,0,"Tuesday, Apr 23",SEA,SDP,3,6
27,0,"Wednesday, Apr 24",SEA,SDP,0,1
28,1,"Thursday, Apr 25",SEA,TEX,14,2
29,1,"Friday, Apr 26",SEA,TEX,5,4
30,1,"Saturday, Apr 27",SEA,TEX,1,15
31,1,"Sunday, Apr 28",SEA,TEX,1,14
32,1,"Tuesday, Apr 30",SEA,CHC,5,6
33,1,"Wednesday, May 1",SEA,CHC,0,11
34,0,"Friday, May 3",SEA,CLE,1,2
35,0,"Saturday, May 4",SEA,CLE,4,5
36,0,"Sunday, May 5",SEA,CLE,10,0
37,0,"Monday, May 6",SEA,NYY,3,7
38,0,"Tuesday, May 7",SEA,NYY,4,5
39,0,"Wednesday, May 8",SEA,NYY,10,1
40,0,"Thursday, May 9",SEA,NYY,1,3
41,0,"Friday, May 10",SEA,BOS,1,14
42,0,"Saturday, May 11",SEA,BOS,5,9
43,0,"Sunday, May 12",SEA,BOS,2,11
44,1,"Monday, May 13",SEA,OAK,6,5
45,1,"Tuesday, May 14",SEA,OAK,4,3
46,1,"Thursday, May 16",SEA,MIN,6,11
47,1,"Friday, May 17",SEA,MIN,1,7
48,1,"Saturday, May 18",SEA,MIN,4,18
49,1,"Sunday, May 19",SEA,MIN,7,4
50,0,"Monday, May 20",SEA,TEX,9,10
51,0,"Tuesday, May 21",SEA,TEX,3,5
52,0,"Wednesday, May 22",SEA,TEX,1,2
53,0,"Friday, May 24",SEA,OAK,2,6
54,0,"Saturday, May 25",SEA,OAK,5,6
55,0,"Sunday, May 26",SEA,OAK,1,7
56,1,"Monday, May 27",SEA,TEX,6,2
57,1,"Tuesday, May 28",SEA,TEX,4,11
58,1,"Wednesday, May 29",SEA,TEX,7,8
59,1,"Thursday, May 30",SEA,LAA,3,9
60,1,"Friday, May 31",SEA,LAA,4,3
61,1,"Saturday, Jun 1",SEA,LAA,3,6
62,1,"Sunday, Jun 2",SEA,LAA,3,13
63,1,"Monday, Jun 3",SEA,HOU,2,4
64,1,"Tuesday, Jun 4",SEA,HOU,5,11
65,1,"Wednesday, Jun 5",SEA,HOU,14,1
66,1,"Thursday, Jun 6",SEA,HOU,7,8
67,0,"Friday, Jun 7",SEA,LAA,6,2
68,0,"Saturday, Jun 8",SEA,LAA,3,12
69,0,"Sunday, Jun 9",SEA,LAA,9,3
70,0,"Tuesday, Jun 11",SEA,MIN,5,6
71,0,"Wednesday, Jun 12",SEA,MIN,9,6
72,0,"Thursday, Jun 13",SEA,MIN,5,10
73,0,"Friday, Jun 14",SEA,OAK,9,2
74,0,"Saturday, Jun 15",SEA,OAK,2,11
75,0,"Sunday, Jun 16",SEA,OAK,6,3
76,1,"Monday, Jun 17",SEA,KCR,4,6
77,1,"Tuesday, Jun 18",SEA,KCR,0,9
78,1,"Wednesday, Jun 19",SEA,KCR,8,2
79,1,"Thursday, Jun 20",SEA,BAL,5,2
80,1,"Friday, Jun 21",SEA,BAL,10,9
81,1,"Saturday, Jun 22",SEA,BAL,4,8
82,1,"Sunday, Jun 23",SEA,BAL,13,3
83,0,"Tuesday, Jun 25",SEA,MIL,8,3
84,0,"Wednesday, Jun 26",SEA,MIL,4,2
85,0,"Thursday, Jun 27",SEA,MIL,2,4
86,0,"Friday, Jun 28",SEA,HOU,1,2
87,0,"Saturday, Jun 29",SEA,HOU,5,6
88,0,"Sunday, Jun 30",SEA,HOU,1,6
89,1,"Tuesday, Jul 2",SEA,STL,5,4
90,1,"Wednesday, Jul 3",SEA,STL,2,5
91,1,"Thursday, Jul 4",SEA,STL,4,5
92,1,"Friday, Jul 5",SEA,OAK,2,5
93,1,"Saturday, Jul 6",SEA,OAK,6,3
94,1,"Sunday, Jul 7",SEA,OAK,4,7
95,0,"Friday, Jul 12",SEA,LAA,0,13
96,0,"Saturday, Jul 13",SEA,LAA,2,9
97,0,"Sunday, Jul 14",SEA,LAA,3,6
98,0,"Tuesday, Jul 16",SEA,OAK,2,9
99,0,"Wednesday, Jul 17",SEA,OAK,2,10
100,1,"Friday, Jul 19",SEA,LAA,10,0
101,1,"Saturday, Jul 20",SEA,LAA,2,6
102,1,"Sunday, Jul 21",SEA,LAA,3,9
103,1,"Monday, Jul 22",SEA,TEX,7,3
104,1,"Tuesday, Jul 23",SEA,TEX,2,7
105,1,"Wednesday, Jul 24",SEA,TEX,5,3
106,1,"Thursday, Jul 25",SEA,DET,10,2
107,1,"Friday, Jul 26",SEA,DET,3,2
108,1,"Saturday, Jul 27",SEA,DET,8,1
109,1,"Sunday, Jul 28",SEA,DET,3,2
110,0,"Tuesday, Jul 30",SEA,TEX,8,5
111,0,"Wednesday, Jul 31",SEA,TEX,7,9
112,0,"Friday, Aug 2",SEA,HOU,2,10
113,0,"Saturday, Aug 3",SEA,HOU,0,9
114,0,"Sunday, Aug 4",SEA,HOU,1,3
115,1,"Tuesday, Aug 6",SEA,SDP,4,9
116,1,"Wednesday, Aug 7",SEA,SDP,3,2
117,1,"Friday, Aug 9",SEA,TBR,3,5
118,1,"Saturday, Aug 10",SEA,TBR,4,5
119,1,"Sunday, Aug 11",SEA,TBR,0,1
120,0,"Tuesday, Aug 13",SEA,DET,11,6
121,0,"Wednesday, Aug 14",SEA,DET,2,3
122,0,"Thursday, Aug 15",SEA,DET,7,2
123,0,"Friday, Aug 16",SEA,TOR,3,7
124,0,"Saturday, Aug 17",SEA,TOR,4,3
125,0,"Sunday, Aug 18",SEA,TOR,7,0
126,0,"Monday, Aug 19",SEA,TBR,9,3
127,0,"Tuesday, Aug 20",SEA,TBR,7,4
128,0,"Wednesday, Aug 21",SEA,TBR,6,7
129,1,"Friday, Aug 23",SEA,TOR,7,4
130,1,"Saturday, Aug 24",SEA,TOR,5,7
131,1,"Sunday, Aug 25",SEA,TOR,3,1
132,1,"Monday, Aug 26",SEA,NYY,4,5
133,1,"Tuesday, Aug 27",SEA,NYY,0,7
134,1,"Wednesday, Aug 28",SEA,NYY,3,7
135,0,"Thursday, Aug 29",SEA,TEX,5,3
136,0,"Friday, Aug 30",SEA,TEX,3,6
137,0,"Saturday, Aug 31",SEA,TEX,2,3
138,0,"Sunday, Sep 1",SEA,TEX,11,3
139,0,"Monday, Sep 2",SEA,CHC,1,5
140,0,"Tuesday, Sep 3",SEA,CHC,1,6
141,0,"Thursday, Sep 5",SEA,HOU,9,11
142,0,"Friday, Sep 6",SEA,HOU,4,7
143,0,"Saturday, Sep 7",SEA,HOU,1,2
144,0,"Sunday, Sep 8",SEA,HOU,1,21
145,1,"Tuesday, Sep 10",SEA,CIN,4,3
146,1,"Wednesday, Sep 11",SEA,CIN,5,3
147,1,"Thursday, Sep 12",SEA,CIN,5,11
148,1,"Friday, Sep 13",SEA,CHW,7,9
149,1,"Saturday, Sep 14",SEA,CHW,2,1
150,1,"Sunday, Sep 15",SEA,CHW,11,10
151,0,"Tuesday, Sep 17",SEA,PIT,6,0
152,0,"Wednesday, Sep 18",SEA,PIT,4,1
153,0,"Thursday, Sep 19",SEA,PIT,6,5
154,0,"Friday, Sep 20",SEA,BAL,3,5
155,0,"Saturday, Sep 21",SEA,BAL,7,6
156,0,"Sunday, Sep 22",SEA,BAL,1,2
157,1,"Tuesday, Sep 24",SEA,HOU,0,3
158,1,"Wednesday, Sep 25",SEA,HOU,0,3
159,1,"Thursday, Sep 26",SEA,OAK,1,3
160,1,"Friday, Sep 27",SEA,OAK,4,3
161,1,"Saturday, Sep 28",SEA,OAK,0,1
162,1,"Sunday, Sep 29",SEA,OAK,3,1
1,1,Thursday Mar 28,MIA,COL,3,6
2,1,Friday Mar 29,MIA,COL,1,6
3,1,Saturday Mar 30,MIA,COL,7,3
4,1,Sunday Mar 31,MIA,COL,3,0
5,1,Monday Apr 1,MIA,NYM,3,7
6,1,Tuesday Apr 2,MIA,NYM,5,6
7,1,Wednesday Apr 3,MIA,NYM,4,6
8,0,Friday Apr 5,MIA,ATL,0,4
9,0,Saturday Apr 6,MIA,ATL,4,2
10,0,Sunday Apr 7,MIA,ATL,3,4
11,0,Tuesday Apr 9,MIA,CIN,0,14
12,0,Wednesday Apr 10,MIA,CIN,1,2
13,0,Thursday Apr 11,MIA,CIN,0,5
14,1,Friday Apr 12,MIA,PHI,1,9
15,1,Saturday Apr 13,MIA,PHI,10,3
16,1,Sunday Apr 14,MIA,PHI,1,3
17,1,Monday Apr 15,MIA,CHC,2,7
18,1,Tuesday Apr 16,MIA,CHC,0,4
19,1,Wednesday Apr 17,MIA,CHC,0,6
20,1,Friday Apr 19,MIA,WSN,3,2
21,1,Saturday Apr 20,MIA,WSN,9,3
22,1,Sunday Apr 21,MIA,WSN,0,5
23,0,Tuesday Apr 23,MIA,CLE,3,1
24,0,Wednesday Apr 24,MIA,CLE,2,6
25,0,Thursday Apr 25,MIA,PHI,3,1
26,0,Friday Apr 26,MIA,PHI,0,4
27,0,Saturday Apr 27,MIA,PHI,9,12
28,0,Sunday Apr 28,MIA,PHI,1,5
29,1,Tuesday Apr 30,MIA,CLE,4,7
30,1,Wednesday May 1,MIA,CLE,4,2
31,1,Friday May 3,MIA,ATL,2,7
32,1,Saturday May 4,MIA,ATL,2,9
33,1,Sunday May 5,MIA,ATL,1,3
34,0,Monday May 6,MIA,CHC,6,5
35,0,Tuesday May 7,MIA,CHC,2,5
36,0,Wednesday May 8,MIA,CHC,2,3
37,0,Thursday May 9,MIA,CHC,1,4
38,0,Friday May 10,MIA,NYM,2,11
39,0,Saturday May 11,MIA,NYM,1,4
40,1,Tuesday May 14,MIA,TBR,0,4
41,1,Wednesday May 15,MIA,TBR,0,1
42,1,Friday May 17,MIA,NYM,8,6
43,1,Saturday May 18,MIA,NYM,2,0
44,1,Sunday May 19,MIA,NYM,3,0
45,0,Tuesday May 21,MIA,DET,5,4
46,0,Wednesday May 22,MIA,DET,6,3
47,0,Thursday May 23,MIA,DET,5,2
48,0,Friday May 24,MIA,WSN,10,12
49,0,Saturday May 25,MIA,WSN,0,5
50,0,Sunday May 26,MIA,WSN,6,9
51,0,Monday May 27,MIA,WSN,3,2
