Gm#,Tm,Home_Game,Opp,W/L,W-L,Streak,date,Team_Win_Percentage
38,NYM,1,MIA,W,18-20,1,Friday May 10,0.47368421052631576
39,NYM,1,MIA,W,19-20,2,Saturday May 11,0.48717948717948717
40,NYM,0,WSN,W,20-20,3,Tuesday May 14,0.5
41,NYM,0,WSN,L,20-21,-1,Wednesday May 15,0.4878048780487805
42,NYM,0,WSN,L,20-22,-2,Thursday May 16,0.47619047619047616
43,NYM,0,MIA,L,20-23,-3,Friday May 17,0.46511627906976744
44,NYM,0,MIA,L,20-24,-4,Saturday May 18,0.45454545454545453
45,NYM,0,MIA,L,20-25,-5,Sunday May 19,0.4444444444444444
46,NYM,1,WSN,W,21-25,1,Monday May 20,0.45652173913043476
47,NYM,1,WSN,W,22-25,2,Tuesday May 21,0.46808510638297873
48,NYM,1,WSN,W,23-25,3,Wednesday May 22,0.4791666666666667
49,NYM,1,WSN,W,24-25,4,Thursday May 23,0.4897959183673469
50,NYM,1,DET,L,24-26,-1,Friday May 24,0.48
51,NYM,1,DET,W,25-26,1,Saturday May 25,0.49019607843137253
52,NYM,1,DET,W,26-26,2,Sunday May 26,0.5
53,NYM,0,LAD,L,26-27,-1,Monday May 27,0.49056603773584906
54,NYM,0,LAD,W,27-27,1,Tuesday May 28,0.5
55,NYM,0,LAD,L,27-28,-1,Wednesday May 29,0.4909090909090909
56,NYM,0,LAD,L,27-29,-2,Thursday May 30,0.48214285714285715
57,NYM,0,ARI,W,28-29,1,Friday May 31,0.49122807017543857
58,NYM,0,ARI,L,28-30,-1,Saturday Jun 1,0.4827586206896552
59,NYM,0,ARI,L,28-31,-2,Sunday Jun 2,0.4745762711864407
60,NYM,1,SFG,L,28-32,-3,Tuesday Jun 4,0.4666666666666667
61,NYM,1,SFG,W,29-32,1,Wednesday Jun 5,0.47540983606557374
62,NYM,1,SFG,W,30-32,2,Thursday Jun 6,0.4838709677419355
63,NYM,1,COL,L,30-33,-1,Friday Jun 7,0.47619047619047616
64,NYM,1,COL,W,31-33,1,Saturday Jun 8,0.484375
65,NYM,1,COL,W,32-33,2,Sunday Jun 9,0.49230769230769234
66,NYM,0,NYY,L,32-34,-1,Tuesday Jun 11 (1),0.48484848484848486
67,NYM,0,NYY,W,33-34,1,Tuesday Jun 11 (2),0.4925373134328358
68,NYM,1,STL,L,33-35,-1,Thursday Jun 13,0.4852941176470588
69,NYM,1,STL,L,33-36,-2,Friday Jun 14,0.4782608695652174
70,NYM,1,STL,W,34-36,1,Saturday Jun 15,0.4857142857142857
71,NYM,1,STL,L,34-37,-1,Sunday Jun 16,0.4788732394366197
72,NYM,0,ATL,L,34-38,-2,Monday Jun 17,0.4722222222222222
73,NYM,0,ATL,W,35-38,1,Tuesday Jun 18,0.4794520547945205
74,NYM,0,ATL,L,35-39,-1,Wednesday Jun 19,0.47297297297297297
75,NYM,0,CHC,L,35-40,-2,Thursday Jun 20,0.4666666666666667
76,NYM,0,CHC,W,36-40,1,Friday Jun 21,0.47368421052631576
77,NYM,0,CHC,W,37-40,2,Saturday Jun 22,0.4805194805194805
78,NYM,0,CHC,L,37-41,-1,Sunday Jun 23,0.47435897435897434
79,NYM,0,PHI,L,37-42,-2,Monday Jun 24,0.46835443037974683
80,NYM,0,PHI,L,37-43,-3,Tuesday Jun 25,0.4625
81,NYM,0,PHI,L,37-44,-4,Wednesday Jun 26,0.4567901234567901
82,NYM,0,PHI,L,37-45,-5,Thursday Jun 27,0.45121951219512196
83,NYM,1,ATL,L,37-46,-6,Friday Jun 28,0.4457831325301205
84,NYM,1,ATL,L,37-47,-7,Saturday Jun 29,0.44047619047619047
85,NYM,1,ATL,W,38-47,1,Sunday Jun 30,0.4470588235294118
86,NYM,1,NYY,W,39-47,2,Tuesday Jul 2,0.45348837209302323
87,NYM,1,NYY,L,39-48,-1,Wednesday Jul 3,0.4482758620689655
88,NYM,1,PHI,L,39-49,-2,Friday Jul 5,0.4431818181818182
89,NYM,1,PHI,W,40-49,1,Saturday Jul 6,0.449438202247191
90,NYM,1,PHI,L,40-50,-1,Sunday Jul 7,0.4444444444444444
91,NYM,0,MIA,L,40-51,-2,Friday Jul 12,0.43956043956043955
92,NYM,0,MIA,W,41-51,1,Saturday Jul 13,0.44565217391304346
93,NYM,0,MIA,W,42-51,2,Sunday Jul 14,0.45161290322580644
94,NYM,0,MIN,W,43-51,3,Tuesday Jul 16,0.4574468085106383
95,NYM,0,MIN,W,44-51,4,Wednesday Jul 17,0.4631578947368421
96,NYM,0,SFG,L,44-52,-1,Thursday Jul 18,0.4583333333333333
97,NYM,0,SFG,L,44-53,-2,Friday Jul 19,0.4536082474226804
98,NYM,0,SFG,W,45-53,1,Saturday Jul 20,0.45918367346938777
99,NYM,0,SFG,L,45-54,-1,Sunday Jul 21,0.45454545454545453
100,NYM,1,SDP,W,46-54,1,Tuesday Jul 23,0.46
101,NYM,1,SDP,L,46-55,-1,Wednesday Jul 24,0.45544554455445546
102,NYM,1,SDP,W,47-55,1,Thursday Jul 25,0.46078431372549017
103,NYM,1,PIT,W,48-55,2,Friday Jul 26,0.46601941747572817
104,NYM,1,PIT,W,49-55,3,Saturday Jul 27,0.47115384615384615
105,NYM,1,PIT,W,50-55,4,Sunday Jul 28,0.47619047619047616
106,NYM,0,CHW,W,51-55,5,Tuesday Jul 30,0.4811320754716981
107,NYM,0,CHW,W,52-55,6,Wednesday Jul 31,0.48598130841121495
108,NYM,0,CHW,W,53-55,7,Thursday Aug 1,0.49074074074074076
109,NYM,0,PIT,L,53-56,-1,Friday Aug 2,0.48623853211009177
110,NYM,0,PIT,W,54-56,1,Saturday Aug 3,0.4909090909090909
111,NYM,0,PIT,W,55-56,2,Sunday Aug 4,0.4954954954954955
112,NYM,1,MIA,W,56-56,3,Monday Aug 5 (1),0.5
113,NYM,1,MIA,W,57-56,4,Monday Aug 5 (2),0.504424778761062
114,NYM,1,MIA,W,58-56,5,Tuesday Aug 6,0.5087719298245614
115,NYM,1,MIA,W,59-56,6,Wednesday Aug 7,0.5130434782608696
116,NYM,1,WSN,W,60-56,7,Friday Aug 9,0.5172413793103449
117,NYM,1,WSN,W,61-56,8,Saturday Aug 10,0.5213675213675214
118,NYM,1,WSN,L,61-57,-1,Sunday Aug 11,0.5169491525423728
119,NYM,0,ATL,L,61-58,-2,Tuesday Aug 13,0.5126050420168067
120,NYM,0,ATL,L,61-59,-3,Wednesday Aug 14,0.5083333333333333
121,NYM,0,ATL,W,62-59,1,Thursday Aug 15,0.512396694214876
122,NYM,0,KCR,L,62-60,-1,Friday Aug 16,0.5081967213114754
123,NYM,0,KCR,W,63-60,1,Saturday Aug 17,0.5121951219512195
124,NYM,0,KCR,W,64-60,2,Sunday Aug 18,0.5161290322580645
125,NYM,1,CLE,W,65-60,3,Tuesday Aug 20,0.52
126,NYM,1,CLE,W,66-60,4,Wednesday Aug 21,0.5238095238095238
127,NYM,1,CLE,W,67-60,5,Thursday Aug 22,0.5275590551181102
128,NYM,1,ATL,L,67-61,-1,Friday Aug 23,0.5234375
129,NYM,1,ATL,L,67-62,-2,Saturday Aug 24,0.5193798449612403
130,NYM,1,ATL,L,67-63,-3,Sunday Aug 25,0.5153846153846153
131,NYM,1,CHC,L,67-64,-4,Tuesday Aug 27,0.5114503816793893
132,NYM,1,CHC,L,67-65,-5,Wednesday Aug 28,0.5075757575757576
133,NYM,1,CHC,L,67-66,-6,Thursday Aug 29,0.5037593984962406
134,NYM,0,PHI,W,68-66,1,Friday Aug 30,0.5074626865671642
135,NYM,0,PHI,W,69-66,2,Saturday Aug 31,0.5111111111111111
136,NYM,0,PHI,L,69-67,-1,Sunday Sep 1,0.5073529411764706
137,NYM,0,WSN,W,70-67,1,Monday Sep 2,0.5109489051094891
138,NYM,0,WSN,L,70-68,-1,Tuesday Sep 3,0.5072463768115942
139,NYM,0,WSN,W,71-68,1,Wednesday Sep 4,0.5107913669064749
140,NYM,1,PHI,W,72-68,2,Friday Sep 6,0.5142857142857142
141,NYM,1,PHI,L,72-69,-1,Saturday Sep 7,0.5106382978723404
142,NYM,1,PHI,L,72-70,-2,Sunday Sep 8,0.5070422535211268
143,NYM,1,ARI,W,73-70,1,Monday Sep 9,0.5104895104895105
144,NYM,1,ARI,W,74-70,2,Tuesday Sep 10,0.5138888888888888
145,NYM,1,ARI,W,75-70,3,Wednesday Sep 11,0.5172413793103449
146,NYM,1,ARI,W,76-70,4,Thursday Sep 12,0.5205479452054794
147,NYM,1,LAD,L,76-71,-1,Friday Sep 13,0.5170068027210885
148,NYM,1,LAD,W,77-71,1,Saturday Sep 14,0.5202702702702703
149,NYM,1,LAD,L,77-72,-1,Sunday Sep 15,0.5167785234899329
150,NYM,0,COL,L,77-73,-2,Monday Sep 16,0.5133333333333333
151,NYM,0,COL,W,78-73,1,Tuesday Sep 17,0.5165562913907285
152,NYM,0,COL,W,79-73,2,Wednesday Sep 18,0.5197368421052632
153,NYM,0,CIN,W,80-73,3,Friday Sep 20,0.5228758169934641
154,NYM,0,CIN,L,80-74,-1,Saturday Sep 21,0.5194805194805194
155,NYM,0,CIN,W,81-74,1,Sunday Sep 22,0.5225806451612903
156,NYM,1,MIA,L,81-75,-1,Monday Sep 23,0.5192307692307693
157,NYM,1,MIA,W,82-75,1,Tuesday Sep 24,0.5222929936305732
158,NYM,1,MIA,W,83-75,2,Wednesday Sep 25,0.5253164556962026
159,NYM,1,MIA,L,83-76,-1,Thursday Sep 26,0.5220125786163522
160,NYM,1,ATL,W,84-76,1,Friday Sep 27,0.525
161,NYM,1,ATL,W,85-76,2,Saturday Sep 28,0.5279503105590062
162,NYM,1,ATL,W,86-76,3,Sunday Sep 29,0.5308641975308642
1,WSN,1,NYM,L,0-1,-1,Thursday Mar 28,0.0
2,WSN,1,NYM,L,0-2,-2,Saturday Mar 30,0.0
3,WSN,1,NYM,W,1-2,1,Sunday Mar 31,0.3333333333333333
4,WSN,1,PHI,L,1-3,-1,Tuesday Apr 2,0.25
5,WSN,1,PHI,W,2-3,1,Wednesday Apr 3,0.4
6,WSN,0,NYM,W,3-3,2,Thursday Apr 4,0.5
7,WSN,0,NYM,L,3-4,-1,Saturday Apr 6,0.42857142857142855
8,WSN,0,NYM,W,4-4,1,Sunday Apr 7,0.5
9,WSN,0,PHI,L,4-5,-1,Monday Apr 8,0.4444444444444444
10,WSN,0,PHI,W,5-5,1,Tuesday Apr 9,0.5
11,WSN,0,PHI,W,6-5,2,Wednesday Apr 10,0.5454545454545454
12,WSN,1,PIT,L,6-6,-1,Friday Apr 12,0.5
13,WSN,1,PIT,W,7-6,1,Saturday Apr 13,0.5384615384615384
14,WSN,1,PIT,L,7-7,-1,Sunday Apr 14,0.5
15,WSN,1,SFG,L,7-8,-2,Tuesday Apr 16,0.4666666666666667
16,WSN,1,SFG,W,8-8,1,Wednesday Apr 17,0.5
17,WSN,1,SFG,W,9-8,2,Thursday Apr 18,0.5294117647058824
18,WSN,0,MIA,L,9-9,-1,Friday Apr 19,0.5
19,WSN,0,MIA,L,9-10,-2,Saturday Apr 20,0.47368421052631576
20,WSN,0,MIA,W,10-10,1,Sunday Apr 21,0.5
21,WSN,0,COL,L,10-11,-1,Monday Apr 22,0.47619047619047616
22,WSN,0,COL,W,11-11,1,Tuesday Apr 23,0.5
23,WSN,0,COL,L,11-12,-1,Wednesday Apr 24,0.4782608695652174
24,WSN,1,SDP,L,11-13,-2,Friday Apr 26,0.4583333333333333
25,WSN,1,SDP,L,11-14,-3,Saturday Apr 27,0.44
26,WSN,1,SDP,W,12-14,1,Sunday Apr 28,0.46153846153846156
27,WSN,1,STL,L,12-15,-1,Monday Apr 29,0.4444444444444444
28,WSN,1,STL,L,12-16,-2,Tuesday Apr 30,0.42857142857142855
29,WSN,1,STL,L,12-17,-3,Wednesday May 1,0.41379310344827586
30,WSN,1,STL,W,13-17,1,Thursday May 2,0.43333333333333335
31,WSN,0,PHI,L,13-18,-1,Friday May 3,0.41935483870967744
32,WSN,0,PHI,W,14-18,1,Saturday May 4,0.4375
33,WSN,0,PHI,L,14-19,-1,Sunday May 5,0.42424242424242425
34,WSN,0,MIL,L,14-20,-2,Monday May 6,0.4117647058823529
35,WSN,0,MIL,L,14-21,-3,Tuesday May 7,0.4
36,WSN,0,MIL,L,14-22,-4,Wednesday May 8,0.3888888888888889
37,WSN,0,LAD,W,15-22,1,Thursday May 9,0.40540540540540543
38,WSN,0,LAD,L,15-23,-1,Friday May 10,0.39473684210526316
39,WSN,0,LAD,W,16-23,1,Saturday May 11,0.41025641025641024
40,WSN,0,LAD,L,16-24,-1,Sunday May 12,0.4
41,WSN,1,NYM,L,16-25,-2,Tuesday May 14,0.3902439024390244
42,WSN,1,NYM,W,17-25,1,Wednesday May 15,0.40476190476190477
43,WSN,1,NYM,W,18-25,2,Thursday May 16,0.4186046511627907
44,WSN,1,CHC,L,18-26,-1,Friday May 17,0.4090909090909091
45,WSN,1,CHC,W,19-26,1,Saturday May 18,0.4222222222222222
46,WSN,1,CHC,L,19-27,-1,Sunday May 19,0.41304347826086957
47,WSN,0,NYM,L,19-28,-2,Monday May 20,0.40425531914893614
48,WSN,0,NYM,L,19-29,-3,Tuesday May 21,0.3958333333333333
49,WSN,0,NYM,L,19-30,-4,Wednesday May 22,0.3877551020408163
50,WSN,0,NYM,L,19-31,-5,Thursday May 23,0.38
51,WSN,1,MIA,W,20-31,1,Friday May 24,0.39215686274509803
52,WSN,1,MIA,W,21-31,2,Saturday May 25,0.40384615384615385
53,WSN,1,MIA,W,22-31,3,Sunday May 26,0.41509433962264153
54,WSN,1,MIA,L,22-32,-1,Monday May 27,0.4074074074074074
55,WSN,0,ATL,W,23-32,1,Tuesday May 28,0.41818181818181815
56,WSN,0,ATL,W,24-32,2,Wednesday May 29,0.42857142857142855
57,WSN,0,CIN,L,24-33,-1,Friday May 31,0.42105263157894735
58,WSN,0,CIN,W,25-33,1,Saturday Jun 1,0.43103448275862066
59,WSN,0,CIN,W,26-33,2,Sunday Jun 2,0.4406779661016949
60,WSN,1,CHW,W,27-33,3,Tuesday Jun 4,0.45
61,WSN,1,CHW,W,28-33,4,Wednesday Jun 5,0.45901639344262296
62,WSN,0,SDP,L,28-34,-1,Thursday Jun 6,0.45161290322580644
63,WSN,0,SDP,L,28-35,-2,Friday Jun 7,0.4444444444444444
64,WSN,0,SDP,W,29-35,1,Saturday Jun 8,0.453125
65,WSN,0,SDP,W,30-35,2,Sunday Jun 9,0.46153846153846156
66,WSN,0,CHW,W,31-35,3,Monday Jun 10,0.4696969696969697
67,WSN,0,CHW,L,31-36,-1,Tuesday Jun 11,0.4626865671641791
68,WSN,1,ARI,L,31-37,-2,Thursday Jun 13,0.45588235294117646
69,WSN,1,ARI,W,32-37,1,Friday Jun 14,0.463768115942029
70,WSN,1,ARI,L,32-38,-1,Saturday Jun 15,0.45714285714285713
71,WSN,1,ARI,W,33-38,1,Sunday Jun 16,0.4647887323943662
72,WSN,1,PHI,W,34-38,2,Wednesday Jun 19 (1),0.4722222222222222
73,WSN,1,PHI,W,35-38,3,Wednesday Jun 19 (2),0.4794520547945205
74,WSN,1,PHI,W,36-38,4,Thursday Jun 20,0.4864864864864865
75,WSN,1,ATL,W,37-38,5,Friday Jun 21,0.49333333333333335
76,WSN,1,ATL,L,37-39,-1,Saturday Jun 22,0.4868421052631579
77,WSN,1,ATL,L,37-40,-2,Sunday Jun 23,0.4805194805194805
78,WSN,0,MIA,W,38-40,1,Tuesday Jun 25,0.48717948717948717
79,WSN,0,MIA,W,39-40,2,Wednesday Jun 26,0.4936708860759494
80,WSN,0,MIA,W,40-40,3,Thursday Jun 27,0.5
81,WSN,0,DET,W,41-40,4,Friday Jun 28,0.5061728395061729
82,WSN,0,DET,L,41-41,-1,Saturday Jun 29,0.5
83,WSN,0,DET,W,42-41,1,Sunday Jun 30,0.5060240963855421
84,WSN,1,MIA,W,43-41,2,Tuesday Jul 2,0.5119047619047619
85,WSN,1,MIA,W,44-41,3,Wednesday Jul 3,0.5176470588235295
86,WSN,1,MIA,W,45-41,4,Thursday Jul 4,0.5232558139534884
87,WSN,1,KCR,L,45-42,-1,Friday Jul 5,0.5172413793103449
88,WSN,1,KCR,W,46-42,1,Saturday Jul 6,0.5227272727272727
89,WSN,1,KCR,W,47-42,2,Sunday Jul 7,0.5280898876404494
90,WSN,0,PHI,W,48-42,3,Friday Jul 12,0.5333333333333333
91,WSN,0,PHI,W,49-42,4,Saturday Jul 13,0.5384615384615384
92,WSN,0,PHI,L,49-43,-1,Sunday Jul 14,0.532608695652174
93,WSN,0,BAL,W,50-43,1,Tuesday Jul 16,0.5376344086021505
94,WSN,0,BAL,L,50-44,-1,Wednesday Jul 17,0.5319148936170213
95,WSN,0,ATL,W,51-44,1,Thursday Jul 18,0.5368421052631579
96,WSN,0,ATL,L,51-45,-1,Friday Jul 19,0.53125
97,WSN,0,ATL,W,52-45,1,Saturday Jul 20,0.5360824742268041
98,WSN,0,ATL,L,52-46,-1,Sunday Jul 21,0.5306122448979592
99,WSN,1,COL,W,53-46,1,Tuesday Jul 23,0.5353535353535354
100,WSN,1,COL,W,54-46,2,Wednesday Jul 24 (1),0.54
101,WSN,1,COL,W,55-46,3,Wednesday Jul 24 (2),0.5445544554455446
102,WSN,1,COL,L,55-47,-1,Thursday Jul 25,0.5392156862745098
103,WSN,1,LAD,L,55-48,-2,Friday Jul 26,0.5339805825242718
104,WSN,1,LAD,L,55-49,-3,Saturday Jul 27,0.5288461538461539
105,WSN,1,LAD,W,56-49,1,Sunday Jul 28,0.5333333333333333
106,WSN,1,ATL,W,57-49,2,Monday Jul 29,0.5377358490566038
107,WSN,1,ATL,L,57-50,-1,Tuesday Jul 30,0.5327102803738317
108,WSN,1,ATL,L,57-51,-2,Wednesday Jul 31,0.5277777777777778
109,WSN,0,ARI,W,58-51,1,Friday Aug 2,0.5321100917431193
110,WSN,0,ARI,L,58-52,-1,Saturday Aug 3,0.5272727272727272
111,WSN,0,ARI,L,58-53,-2,Sunday Aug 4,0.5225225225225225
112,WSN,0,SFG,W,59-53,1,Monday Aug 5,0.5267857142857143
113,WSN,0,SFG,W,60-53,2,Tuesday Aug 6,0.5309734513274337
114,WSN,0,SFG,W,61-53,3,Wednesday Aug 7,0.5350877192982456
115,WSN,0,NYM,L,61-54,-1,Friday Aug 9,0.5304347826086957
116,WSN,0,NYM,L,61-55,-2,Saturday Aug 10,0.5258620689655172
117,WSN,0,NYM,W,62-55,1,Sunday Aug 11,0.5299145299145299
118,WSN,1,CIN,W,63-55,2,Monday Aug 12,0.5338983050847458
119,WSN,1,CIN,W,64-55,3,Tuesday Aug 13,0.5378151260504201
120,WSN,1,CIN,W,65-55,4,Wednesday Aug 14,0.5416666666666666
121,WSN,1,MIL,W,66-55,5,Friday Aug 16,0.5454545454545454
122,WSN,1,MIL,L,66-56,-1,Saturday Aug 17,0.5409836065573771
123,WSN,1,MIL,W,67-56,1,Sunday Aug 18,0.5447154471544715
124,WSN,0,PIT,W,68-56,2,Monday Aug 19,0.5483870967741935
125,WSN,0,PIT,L,68-57,-1,Tuesday Aug 20,0.544
126,WSN,0,PIT,W,69-57,1,Wednesday Aug 21,0.5476190476190477
127,WSN,0,PIT,W,70-57,2,Thursday Aug 22,0.5511811023622047
128,WSN,0,CHC,W,71-57,3,Friday Aug 23,0.5546875
129,WSN,0,CHC,W,72-57,4,Saturday Aug 24,0.5581395348837209
130,WSN,0,CHC,W,73-57,5,Sunday Aug 25,0.5615384615384615
131,WSN,1,BAL,L,73-58,-1,Tuesday Aug 27,0.5572519083969466
132,WSN,1,BAL,W,74-58,1,Wednesday Aug 28,0.5606060606060606
133,WSN,1,MIA,W,75-58,2,Friday Aug 30,0.5639097744360902
134,WSN,1,MIA,W,76-58,3,Saturday Aug 31,0.5671641791044776
135,WSN,1,MIA,W,77-58,4,Sunday Sep 1,0.5703703703703704
136,WSN,1,NYM,L,77-59,-1,Monday Sep 2,0.5661764705882353
137,WSN,1,NYM,W,78-59,1,Tuesday Sep 3,0.5693430656934306
138,WSN,1,NYM,L,78-60,-1,Wednesday Sep 4,0.5652173913043478
139,WSN,0,ATL,L,78-61,-2,Thursday Sep 5,0.5611510791366906
140,WSN,0,ATL,L,78-62,-3,Friday Sep 6,0.5571428571428572
141,WSN,0,ATL,L,78-63,-4,Saturday Sep 7,0.5531914893617021
142,WSN,0,ATL,W,79-63,1,Sunday Sep 8,0.5563380281690141
143,WSN,0,MIN,L,79-64,-1,Tuesday Sep 10,0.5524475524475524
144,WSN,0,MIN,W,80-64,1,Wednesday Sep 11,0.5555555555555556
145,WSN,0,MIN,W,81-64,2,Thursday Sep 12,0.5586206896551724
146,WSN,1,ATL,L,81-65,-1,Friday Sep 13,0.5547945205479452
147,WSN,1,ATL,L,81-66,-2,Saturday Sep 14,0.5510204081632653
148,WSN,1,ATL,W,82-66,1,Sunday Sep 15,0.5540540540540541
149,WSN,0,STL,L,82-67,-1,Monday Sep 16,0.5503355704697986
150,WSN,0,STL,W,83-67,1,Tuesday Sep 17,0.5533333333333333
151,WSN,0,STL,L,83-68,-1,Wednesday Sep 18,0.5496688741721855
152,WSN,0,MIA,W,84-68,1,Friday Sep 20,0.5526315789473685
153,WSN,0,MIA,W,85-68,2,Saturday Sep 21,0.5555555555555556
154,WSN,0,MIA,L,85-69,-1,Sunday Sep 22,0.551948051948052
155,WSN,1,PHI,W,86-69,1,Monday Sep 23,0.5548387096774193
156,WSN,1,PHI,W,87-69,2,Tuesday Sep 24 (1),0.5576923076923077
157,WSN,1,PHI,W,88-69,3,Tuesday Sep 24 (2),0.5605095541401274
158,WSN,1,PHI,W,89-69,4,Wednesday Sep 25,0.5632911392405063
159,WSN,1,PHI,W,90-69,5,Thursday Sep 26,0.5660377358490566
160,WSN,1,CLE,W,91-69,6,Friday Sep 27,0.56875
161,WSN,1,CLE,W,92-69,7,Saturday Sep 28,0.5714285714285714
162,WSN,1,CLE,W,93-69,8,Sunday Sep 29,0.5740740740740741
1,BAL,0,NYY,L,0-1,-1,"Thursday, Mar 28",0.0
2,BAL,0,NYY,W,1-1,1,"Saturday, Mar 30",0.5
3,BAL,0,NYY,W,2-1,2,"Sunday, Mar 31",0.6666666666666666
4,BAL,0,TOR,W,3-1,3,"Monday, Apr 1",0.75
5,BAL,0,TOR,W,4-1,4,"Tuesday, Apr 2",0.8
6,BAL,0,TOR,L,4-2,-1,"Wednesday, Apr 3",0.6666666666666666
7,BAL,1,NYY,L,4-3,-2,"Thursday, Apr 4",0.5714285714285714
8,BAL,1,NYY,L,4-4,-3,"Saturday, Apr 6",0.5
9,BAL,1,NYY,L,4-5,-4,"Sunday, Apr 7",0.4444444444444444
10,BAL,1,OAK,W,5-5,1,"Monday, Apr 8",0.5
11,BAL,1,OAK,L,5-6,-1,"Tuesday, Apr 9",0.45454545454545453
12,BAL,1,OAK,L,5-7,-2,"Wednesday, Apr 10",0.4166666666666667
13,BAL,1,OAK,L,5-8,-3,"Thursday, Apr 11",0.38461538461538464
14,BAL,0,BOS,L,5-9,-4,"Friday, Apr 12",0.35714285714285715
15,BAL,0,BOS,W,6-9,1,"Saturday, Apr 13",0.4
16,BAL,0,BOS,L,6-10,-1,"Sunday, Apr 14",0.375
17,BAL,0,BOS,W,7-10,1,"Monday, Apr 15",0.4117647058823529
18,BAL,0,TBR,L,7-11,-1,"Tuesday, Apr 16",0.3888888888888889
19,BAL,0,TBR,L,7-12,-2,"Wednesday, Apr 17",0.3684210526315789
20,BAL,0,TBR,W,8-12,1,"Thursday, Apr 18",0.4
21,BAL,1,MIN,L,8-13,-1,"Saturday, Apr 20 (1)",0.38095238095238093
22,BAL,1,MIN,L,8-14,-2,"Saturday, Apr 20 (2)",0.36363636363636365
23,BAL,1,MIN,L,8-15,-3,"Sunday, Apr 21",0.34782608695652173
24,BAL,1,CHW,L,8-16,-4,"Monday, Apr 22",0.3333333333333333
25,BAL,1,CHW,W,9-16,1,"Tuesday, Apr 23",0.36
26,BAL,1,CHW,W,10-16,2,"Wednesday, Apr 24",0.38461538461538464
27,BAL,0,MIN,L,10-17,-1,"Friday, Apr 26",0.37037037037037035
28,BAL,0,MIN,L,10-18,-2,"Saturday, Apr 27",0.35714285714285715
29,BAL,0,MIN,L,10-19,-3,"Sunday, Apr 28",0.3448275862068966
30,BAL,0,CHW,L,10-20,-4,"Monday, Apr 29",0.3333333333333333
31,BAL,0,CHW,W,11-20,1,"Wednesday, May 1 (1)",0.3548387096774194
32,BAL,0,CHW,L,11-21,-1,"Wednesday, May 1 (2)",0.34375
33,BAL,1,TBR,L,11-22,-2,"Friday, May 3",0.3333333333333333
34,BAL,1,TBR,W,12-22,1,"Saturday, May 4",0.35294117647058826
35,BAL,1,BOS,W,13-22,2,"Monday, May 6",0.37142857142857144
36,BAL,1,BOS,L,13-23,-1,"Tuesday, May 7",0.3611111111111111
37,BAL,1,BOS,L,13-24,-2,"Wednesday, May 8",0.35135135135135137
38,BAL,1,LAA,L,13-25,-3,"Friday, May 10",0.34210526315789475
39,BAL,1,LAA,L,13-26,-4,"Saturday, May 11",0.3333333333333333
40,BAL,1,LAA,W,14-26,1,"Sunday, May 12",0.35
41,BAL,0,NYY,L,14-27,-1,"Wednesday, May 15 (1)",0.34146341463414637
42,BAL,0,NYY,L,14-28,-2,"Wednesday, May 15 (2)",0.3333333333333333
43,BAL,0,CLE,L,14-29,-3,"Thursday, May 16",0.32558139534883723
44,BAL,0,CLE,W,15-29,1,"Friday, May 17",0.3409090909090909
45,BAL,0,CLE,L,15-30,-1,"Saturday, May 18",0.3333333333333333
46,BAL,0,CLE,L,15-31,-2,"Sunday, May 19",0.32608695652173914
47,BAL,1,NYY,L,15-32,-3,"Monday, May 20",0.3191489361702128
48,BAL,1,NYY,L,15-33,-4,"Tuesday, May 21",0.3125
49,BAL,1,NYY,L,15-34,-5,"Wednesday, May 22",0.30612244897959184
50,BAL,1,NYY,L,15-35,-6,"Thursday, May 23",0.3
51,BAL,0,COL,L,15-36,-7,"Friday, May 24",0.29411764705882354
52,BAL,0,COL,W,16-36,1,"Saturday, May 25",0.3076923076923077
53,BAL,0,COL,L,16-37,-1,"Sunday, May 26",0.3018867924528302
54,BAL,1,DET,W,17-37,1,"Monday, May 27",0.3148148148148148
55,BAL,1,DET,L,17-38,-1,"Tuesday, May 28",0.3090909090909091
56,BAL,1,DET,L,17-39,-2,"Wednesday, May 29",0.30357142857142855
57,BAL,1,SFG,W,18-39,1,"Friday, May 31",0.3157894736842105
58,BAL,1,SFG,L,18-40,-1,"Saturday, Jun 1",0.3103448275862069
59,BAL,1,SFG,L,18-41,-2,"Sunday, Jun 2",0.3050847457627119
60,BAL,0,TEX,W,19-41,1,"Tuesday, Jun 4",0.31666666666666665
61,BAL,0,TEX,L,19-42,-1,"Wednesday, Jun 5",0.3114754098360656
62,BAL,0,TEX,L,19-43,-2,"Thursday, Jun 6",0.3064516129032258
63,BAL,0,HOU,L,19-44,-3,"Friday, Jun 7",0.30158730158730157
64,BAL,0,HOU,W,20-44,1,"Saturday, Jun 8",0.3125
65,BAL,0,HOU,L,20-45,-1,"Sunday, Jun 9",0.3076923076923077
66,BAL,1,TOR,W,21-45,1,"Tuesday, Jun 11",0.3181818181818182
67,BAL,1,TOR,L,21-46,-1,"Wednesday, Jun 12",0.31343283582089554
68,BAL,1,TOR,L,21-47,-2,"Thursday, Jun 13",0.3088235294117647
69,BAL,1,BOS,L,21-48,-3,"Friday, Jun 14",0.30434782608695654
70,BAL,1,BOS,L,21-49,-4,"Saturday, Jun 15",0.3
71,BAL,1,BOS,L,21-50,-5,"Sunday, Jun 16",0.29577464788732394
72,BAL,0,OAK,L,21-51,-6,"Monday, Jun 17",0.2916666666666667
